policy_step,act_chunk_number,act_chunk_index,act_chunk_refresh,act_action_14d,left_arm_joints,left_gripper,right_arm_joints,right_gripper,left_end_effector_pose,right_end_effector_pose,coin_position,coin_orientation_wxyz,coin_z_delta,reward,score,success,episode_ended,max_internal_tracking_error
13,0,12,False,"[-0.007921673357486725,-0.052623450756073,-0.013549745082855225,-0.006960049271583557,-0.005393624305725098,0.028158962726593018,1.0505503416061401,0.13292217254638672,0.550915002822876,0.47830861806869507,-0.3599674105644226,0.08374965190887451,-0.47021862864494324,1.0362319946289062]","[-0.008099067024886608,-0.05301683023571968,-0.013710999861359596,-0.005857023876160383,-0.0053502838127315044,0.028391679748892784]",0.04399144649505615,"[0.13248653709888458,0.5410281419754028,0.46705135703086853,-0.3508099317550659,0.08178814500570297,-0.45956897735595703]",0.043977223336696625,"[-0.2989090085029602,-0.3543790578842163,0.9203281998634338,0.7076340317726135,0.021794594824314117,-0.001877894508652389,0.7062403559684753]","[0.2856040894985199,-0.320575475692749,0.9993908405303955,0.6182786822319031,-0.31321948766708374,-0.0326361358165741,0.7201109528541565]","[-0.048490796238183975,-0.09682101756334305,0.7814736366271973]","[0.1040755957365036,0.13759873807430267,0.6830495595932007,0.7097029089927673]",0.0,0.0,0.0,False,False,0.020323246717453003
14,0,13,False,"[-0.004411131143569946,-0.045113325119018555,-0.00195235013961792,-0.003598034381866455,0.008193552494049072,0.02688777446746826,1.039052963256836,0.14565767347812653,0.6419511437416077,0.5379400253295898,-0.42081087827682495,0.08169004321098328,-0.5616872906684875,1.0641087293624878]","[-0.0048717595636844635,-0.04610350728034973,-0.003195749595761299,-0.0038248123601078987,0.006474067457020283,0.027079880237579346]",0.04399644583463669,"[0.14415358006954193,0.6304303407669067,0.5293185114860535,-0.41179192066192627,0.08165869861841202,-0.5486760139465332]",0.04399999976158142,"[-0.2988768219947815,-0.3547256588935852,0.9235690236091614,0.7106121778488159,0.02345367893576622,-0.0042836302891373634,0.7031797170639038]","[0.28263306617736816,-0.310727596282959,1.0047053098678589,0.5836488008499146,-0.3704153895378113,-0.03895219415426254,0.7215463519096375]","[-0.048490796238183975,-0.09682101756334305,0.7814736366271973]","[0.1040753498673439,0.1375988870859146,0.6830496191978455,0.7097027897834778]",0.0,0.0,0.0,False,False,0.020375490188598633
15,0,14,False,"[-0.006239883601665497,-0.046174049377441406,0.0012021660804748535,-0.0056285858154296875,0.006962865591049194,0.015245914459228516,1.025575876235962,0.14193440973758698,0.6893707513809204,0.5775624513626099,-0.44313183426856995,0.07444393634796143,-0.6062129735946655,1.0683501958847046]","[-0.0060782479122281075,-0.046152807772159576,0.0006509772501885891,-0.005398410838097334,0.006903231143951416,0.016754765063524246]",0.043995849788188934,"[0.1422351747751236,0.6825156211853027,0.5720161199569702,-0.43897169828414917,0.07535579800605774,-0.5988812446594238]",0.04398885741829872,"[-0.29875099658966064,-0.3549964129924774,0.9247240424156189,0.711275041103363,0.020605474710464478,-0.00874446053057909,0.7025572657585144]","[0.28174102306365967,-0.3038962185382843,1.0102009773254395,0.5656911134719849,-0.39604800939559937,-0.045113030821084976,0.7218754291534424]","[-0.04849079251289368,-0.09682101011276245,0.7814736366271973]","[0.1040753573179245,0.1375988870859146,0.6830496788024902,0.7097027897834778]",0.0,0.0,0.0,False,False,0.011831820011138916
16,0,15,False,"[-0.011251784861087799,-0.038685619831085205,-0.0035247802734375,-0.003789380192756653,-0.0011060833930969238,0.018249183893203735,1.0435850620269775,0.150954931974411,0.7784293293952942,0.6513360142707825,-0.49097785353660583,0.07393792271614075,-0.6718738079071045,1.0341527462005615]","[-0.010627423413097858,-0.03953252360224724,-0.0031327027827501297,-0.004037169273942709,-8.331056596944109e-05,0.0180580485612154]",0.043997325003147125,"[0.1499708890914917,0.767320454120636,0.6421400904655457,-0.48407626152038574,0.07409226149320602,-0.6625701785087585]",0.04398825764656067,"[-0.29851439595222473,-0.35435476899147034,0.9230740666389465,0.7104938626289368,0.017797430977225304,-0.005149475764483213,0.7034593224525452]","[0.27876779437065125,-0.29210883378982544,1.0184519290924072,0.5368462800979614,-0.4326367974281311,-0.05075501278042793,0.7225270867347717]","[-0.04849079251289368,-0.09682101011276245,0.7814736366271973]","[0.10407545417547226,0.137598916888237,0.683049738407135,0.7097026705741882]",0.0,0.0,0.0,False,False,0.019297897815704346
17,0,16,False,"[-0.005742743611335754,-0.037912607192993164,0.006078600883483887,-0.011162899434566498,0.0037878453731536865,0.024402737617492676,1.0293536186218262,0.14953044056892395,0.8289967179298401,0.6911153197288513,-0.5279461145401001,0.08632397651672363,-0.7301120162010193,1.0406101942062378]","[-0.0063261790201067924,-0.03814447298645973,0.005099581088870764,-0.010207218118011951,0.003289093030616641,0.023593652993440628]",0.043995991349220276,"[0.14957605302333832,0.8219230771064758,0.685315728187561,-0.5222187638282776,0.08477053046226501,-0.7215033173561096]",0.0439867228269577,"[-0.29883092641830444,-0.354816198348999,0.9251654148101807,0.7101079821586609,0.020041676238179207,-0.003393404185771942,0.7037992477416992]","[0.2779853641986847,-0.2844426929950714,1.0218470096588135,0.5156762003898621,-0.4659580588340759,-0.05624081939458847,0.7167969942092896]","[-0.04849079251289368,-0.09682101756334305,0.7814736366271973]","[0.1040758565068245,0.13759857416152954,0.6830498576164246,0.7097025513648987]",0.0,0.0,0.0,False,False,0.013475298881530762
18,0,17,False,"[-0.011992834508419037,-0.03490418195724487,0.015420317649841309,0.001891210675239563,0.006010115146636963,0.013591766357421875,1.0237758159637451,0.166961207985878,0.9436982870101929,0.7786847352981567,-0.5872624516487122,0.07782784104347229,-0.8210525512695312,0.9947848320007324]","[-0.011330651119351387,-0.0353366918861866,0.01433839462697506,0.0004115812771487981,0.005676472559571266,0.0148679343983531]",0.04399381950497627,"[0.16500110924243927,0.9296135902404785,0.7678972482681274,-0.5786012411117554,0.07866552472114563,-0.8083639144897461]",0.04392797127366066,"[-0.29829129576683044,-0.3553529381752014,0.9291106462478638,0.7126137018203735,0.022957023233175278,-0.01254223007708788,0.701068639755249]","[0.2724230885505676,-0.267821341753006,1.0277220010757446,0.4671888053417206,-0.5098422169685364,-0.06540336459875107,0.7193871140480042]","[-0.04849079251289368,-0.09682101011276245,0.7814736366271973]","[0.10407528281211853,0.13759897649288177,0.683049738407135,0.709702730178833]",0.0,0.0,0.0,False,False,0.024714171886444092
19,0,18,False,"[-0.005929417908191681,-0.026996374130249023,0.017883658409118652,0.0003046989440917969,0.005797088146209717,0.022220373153686523,1.0216366052627563,0.16511598229408264,0.9511739611625671,0.8153771162033081,-0.600944459438324,0.0881589949131012,-0.8504551649093628,0.9482492208480835]","[-0.006566067226231098,-0.027949273586273193,0.01737409271299839,0.00029525801073759794,0.005772287491708994,0.0212820153683424]",0.043987929821014404,"[0.16509786248207092,0.9484706521034241,0.8101213574409485,-0.597881019115448,0.0869569256901741,-0.8450901508331299]",0.04287384822964668,"[-0.29873791337013245,-0.3550927937030792,0.9295749664306641,0.7109526991844177,0.023689402267336845,-0.008653356693685055,0.702787458896637]","[0.27201080322265625,-0.26400652527809143,1.0368233919143677,0.4610033631324768,-0.519168496131897,-0.0799197405576706,0.7152291536331177]","[-0.048490796238183975,-0.09682101756334305,0.7814736366271973]","[0.10407546162605286,0.13759878277778625,0.683049738407135,0.7097026705741882]",0.0,0.0,0.0,False,False,0.010238707065582275
20,0,19,False,"[-0.01026412844657898,-0.03582531213760376,0.007956922054290771,0.015924856066703796,0.010052353143692017,0.003290027379989624,1.0047471523284912,0.17178437113761902,0.9393773078918457,0.7915495038032532,-0.5898919701576233,0.08025413751602173,-0.8411449193954468,0.9302128553390503]","[-0.009835327975451946,-0.034892719238996506,0.009079295210540295,0.013925475999712944,0.009516477584838867,0.005584881640970707]",0.0439944826066494,"[0.17103450000286102,0.9406291246414185,0.7934765219688416,-0.5910320281982422,0.08108434826135635,-0.8416536450386047]",0.041720133274793625,"[-0.29831841588020325,-0.35501283407211304,0.9286012649536133,0.7134507894515991,0.022458966821432114,-0.018512113019824028,0.7001005411148071]","[0.2710151672363281,-0.26579368114471436,1.0332555770874023,0.45767852663993835,-0.5172855257987976,-0.07960601896047592,0.7187550067901611]","[-0.048490796238183975,-0.09682101756334305,0.7814736366271973]","[0.10407561808824539,0.13759879767894745,0.6830496788024902,0.709702730178833]",0.0,0.0,0.0,False,False,0.005301296710968018
21,0,20,False,"[-0.011979617178440094,-0.04598665237426758,-0.009309232234954834,0.015214115381240845,-0.0027118921279907227,-0.002936631441116333,0.988021731376648,0.16014766693115234,0.9632290005683899,0.7737269401550293,-0.5970476865768433,0.06887874007225037,-0.8583709001541138,0.9077123403549194]","[-0.011702359654009342,-0.0446154847741127,-0.007291867863386869,0.014975694939494133,-0.001162802567705512,-0.0018516735872253776]",0.04373040795326233,"[0.16142921149730682,0.9608250260353088,0.7758098840713501,-0.5963698625564575,0.07044729590415955,-0.8562390804290771]",0.040601033717393875,"[-0.2984437942504883,-0.3544413447380066,0.9238836765289307,0.710490882396698,0.017714163288474083,-0.019255321472883224,0.7032198309898376]","[0.27215439081192017,-0.2635611295700073,1.0238134860992432,0.44306206703186035,-0.5304846167564392,-0.06858581304550171,0.7194289565086365]","[-0.04849079251289368,-0.09682101756334305,0.7814736366271973]","[0.10407541692256927,0.1375989019870758,0.683049738407135,0.709702730178833]",0.0,0.0,0.0,False,False,0.005361616611480713
22,0,21,False,"[-0.015504986047744751,-0.028710782527923584,0.0030860304832458496,0.018700435757637024,0.008834689855575562,0.0019572973251342773,0.9813293814659119,0.17152340710163116,1.0969977378845215,0.8741960525512695,-0.657237708568573,0.07452607154846191,-0.9704083204269409,0.7902340888977051]","[-0.015079069882631302,-0.03066999465227127,0.002053641015663743,0.01829243078827858,0.0075783864594995975,0.001472219591960311]",0.04344011843204498,"[0.1703886091709137,1.0810763835906982,0.8630949258804321,-0.6489724516868591,0.07398916035890579,-0.9558460712432861]",0.0375191755592823,"[-0.297865629196167,-0.35428693890571594,0.926321268081665,0.7147202491760254,0.018495969474315643,-0.017585044726729393,0.6989445686340332]","[0.26698988676071167,-0.24293701350688934,1.026502013206482,0.3893471360206604,-0.5744738578796387,-0.07949231564998627,0.7155903577804565]","[-0.048490799963474274,-0.09682101756334305,0.7814736366271973]","[0.10407525300979614,0.13759925961494446,0.6830494999885559,0.7097029089927673]",0.0,0.0,0.0,False,False,0.027952909469604492
23,0,22,False,"[-0.015384092926979065,-0.0295792818069458,-0.011859655380249023,0.012516498565673828,0.003913462162017822,0.007797837257385254,0.9700058698654175,0.16719162464141846,1.1344921588897705,0.881230890750885,-0.6914805173873901,0.09070262312889099,-1.0032657384872437,0.7961664199829102]","[-0.015342003665864468,-0.029608920216560364,-0.010472787544131279,0.013147251680493355,0.004378775134682655,0.006991344038397074]",0.04300196096301079,"[0.16752289235591888,1.1283454895019531,0.8790324330329895,-0.6860047578811646,0.08859075605869293,-0.9972237348556519]",0.03561637923121452,"[-0.2979193925857544,-0.3533717095851898,0.9214834570884705,0.7138018012046814,0.013847650028765202,-0.009026532992720604,0.7001526355743408]","[0.26701679825782776,-0.23697717487812042,1.020164132118225,0.3612707257270813,-0.60309237241745,-0.07169276475906372,0.7075471878051758]","[-0.04849079251289368,-0.09682101011276245,0.7814736366271973]","[0.10407571494579315,0.13759857416152954,0.6830498576164246,0.7097025513648987]",0.0,0.0,0.0,False,False,0.011146783828735352
24,0,23,False,"[-0.013072922825813293,-0.020326852798461914,0.009368956089019775,0.021396681666374207,0.004913300275802612,0.008253931999206543,0.9722182154655457,0.16854217648506165,1.1356990337371826,0.9159502983093262,-0.6962494850158691,0.09492480754852295,-1.0280646085739136,0.6787452697753906]","[-0.013340906240046024,-0.021565059199929237,0.007402229122817516,0.02049015648663044,0.004841054789721966,0.008093061856925488]",0.04279625415802002,"[0.1684231013059616,1.1344630718231201,0.9120994806289673,-0.6947211027145386,0.09412509202957153,-1.0241296291351318]",0.032081540673971176,"[-0.298108845949173,-0.354098379611969,0.9276602864265442,0.7131056189537048,0.020297806710004807,-0.014720622450113297,0.7006080746650696]","[0.2664894461631775,-0.2340860217809677,1.0286930799484253,0.3596014082431793,-0.6051267385482788,-0.08730617165565491,0.7049014568328857]","[-0.048490796238183975,-0.09682101756334305,0.7814736366271973]","[0.10407528281211853,0.13759905099868774,0.6830494999885559,0.7097029089927673]",0.0,0.0,0.0,False,False,0.00938427448272705
25,0,24,False,"[-0.015325576066970825,-0.026121854782104492,-0.008118212223052979,0.029042407870292664,0.00022101402282714844,0.0019896328449249268,0.9498787522315979,0.15750394761562347,1.2090842723846436,0.9143259525299072,-0.6844778060913086,0.0779789388179779,-1.0479106903076172,0.6982318162918091]","[-0.015081512741744518,-0.02548014000058174,-0.006549352779984474,0.02785039320588112,0.0008081403793767095,0.0027677633333951235]",0.04219258949160576,"[0.15878911316394806,1.2011724710464478,0.9137197732925415,-0.6857030391693115,0.08004872500896454,-1.0448757410049438]",0.030170775949954987,"[-0.2980489730834961,-0.35344234108924866,0.9239238500595093,0.7123779058456421,0.017407871782779694,-0.015682531520724297,0.7014047503471375]","[0.26637446880340576,-0.22264553606510162,1.0160505771636963,0.3363443911075592,-0.617997944355011,-0.0736566111445427,0.7067712545394897]","[-0.048490796238183975,-0.09682101756334305,0.7814736366271973]","[0.10407555103302002,0.13759882748126984,0.6830496788024902,0.709702730178833]",0.0,0.0,0.0,False,False,0.017615199089050293
26,0,25,False,"[-0.016899116337299347,-0.023298442363739014,-0.0031827688217163086,0.02458186447620392,-0.005954384803771973,0.006045788526535034,0.9512512683868408,0.1723116934299469,1.191606044769287,0.9380571246147156,-0.719541072845459,0.07626542448997498,-1.0636498928070068,0.5875254273414612]","[-0.01667245477437973,-0.023595139384269714,-0.003481560619547963,0.02503156289458275,-0.005095907486975193,0.005627274978905916]",0.04185519367456436,"[0.170820415019989,1.1920549869537354,0.9357386827468872,-0.7150976657867432,0.07671274989843369,-1.0612577199935913]",0.02682511880993843,"[-0.29806748032569885,-0.3535200357437134,0.9245516061782837,0.7108533978462219,0.01778760552406311,-0.014152377843856812,0.7029727697372437]","[0.26384109258651733,-0.22478583455085754,1.0230754613876343,0.326863169670105,-0.6188932657241821,-0.08370741456747055,0.7093126773834229]","[-0.04849079251289368,-0.09682101011276245,0.7814736366271973]","[0.10407546907663345,0.13759878277778625,0.683049738407135,0.7097026705741882]",0.0,0.0,0.0,False,False,0.007936716079711914
