policy_step,act_chunk_number,act_chunk_index,act_chunk_refresh,act_action_14d,left_arm_joints,left_gripper,right_arm_joints,right_gripper,left_end_effector_pose,right_end_effector_pose,coin_position,coin_orientation_wxyz,coin_z_delta,reward,score,success,episode_ended,max_internal_tracking_error
73,1,22,False,"[0.007261946797370911,-0.08442485332489014,-0.05309891700744629,0.013843491673469543,-0.05594891309738159,-0.04374697804450989,1.0167802572250366,0.36022818088531494,1.6424293518066406,0.7544707655906677,0.9297021627426147,-1.2916536331176758,0.018221527338027954,-0.045643389225006104]","[0.007320394739508629,-0.08478101342916489,-0.036256883293390274,0.014162849634885788,-0.055950380861759186,-0.04317064210772514]",0.043986473232507706,"[0.36005717515945435,1.6422405242919922,0.7545607089996338,0.9294067621231079,-1.2911858558654785,0.01763582043349743]",0.0,"[-0.3018457591533661,-0.3546029031276703,0.9170175194740295,0.684248149394989,0.006850895006209612,-0.03841487690806389,0.7282044887542725]","[0.1642053723335266,-0.1671123206615448,0.9773095846176147,-0.04040711000561714,0.006206096615642309,-0.010997247882187366,0.9991034269332886]","[0.13372355699539185,-0.1155056357383728,0.7805881500244141]","[0.09688040614128113,0.15189406275749207,0.6923675537109375,0.6986913681030273]",0.0,0.0,0.0,False,False,0.016843292862176895
74,1,23,False,"[0.005532257258892059,-0.07818061113357544,-0.04756039381027222,0.008504107594490051,-0.05046188831329346,-0.03782251477241516,1.0138412714004517,0.37062352895736694,1.6392247676849365,0.7545779347419739,0.9251039028167725,-1.2832098007202148,0.017004728317260742,-0.04382526874542236]","[0.005731713026762009,-0.07938673347234726,-0.036282144486904144,0.009181536734104156,-0.05115131661295891,-0.038503967225551605]",0.04399358853697777,"[0.36948487162590027,1.6395570039749146,0.7545945048332214,0.9256587624549866,-1.2842369079589844,0.01708543859422207]",0.0,"[-0.30155739188194275,-0.35428693890571594,0.9161211848258972,0.6865884065628052,0.004845983348786831,-0.03288386017084122,0.7262860536575317]","[0.1616298407316208,-0.16846948862075806,0.9778280854225159,-0.04164360836148262,0.006202470511198044,-0.010730232112109661,0.9990555644035339]","[0.13372357189655304,-0.1155056357383728,0.7805881500244141]","[0.09688002616167068,0.15189428627490997,0.6923674941062927,0.6986914277076721]",0.0,0.0,0.0,False,False,0.011282883584499359
75,1,24,False,"[0.00334235280752182,-0.0763048529624939,-0.050811707973480225,0.01098620891571045,-0.05077597498893738,-0.0350206196308136,1.019226312637329,0.3711051642894745,1.6330595016479492,0.7466718554496765,0.9288038611412048,-1.2794907093048096,0.02578634023666382,-0.03739696741104126]","[0.0036228755488991737,-0.07734328508377075,-0.0363210029900074,0.010752077214419842,-0.05081772804260254,-0.03546421602368355]",0.04399360343813896,"[0.3709142804145813,1.6338144540786743,0.7475805878639221,0.9284030795097351,-1.2801098823547363,0.02467532828450203]",0.0,"[-0.3013462722301483,-0.35418501496315,0.9161047339439392,0.6874683499336243,0.0056803361512720585,-0.031596001237630844,0.7255043387413025]","[0.16183926165103912,-0.17014530301094055,0.9777920246124268,-0.04032246395945549,0.006353885401040316,-0.007616498041898012,0.9991374611854553]","[0.13372357189655304,-0.1155056357383728,0.7805881500244141]","[0.09688027948141098,0.151894211769104,0.6923673748970032,0.6986914277076721]",0.0,0.0,0.0,False,False,0.014492567628622055
76,1,25,False,"[0.0011417344212532043,-0.059217631816864014,-0.04056423902511597,0.013575747609138489,-0.03688329458236694,-0.03135943412780762,1.0124965906143188,0.3744666576385498,1.6367413997650146,0.7554852366447449,0.9146988987922668,-1.2714310884475708,0.012232214212417603,-0.04483598470687866]","[0.001404139562509954,-0.061516281217336655,-0.03639571741223335,0.013165244832634926,-0.03863866254687309,-0.03188134729862213]",0.04399088770151138,"[0.37406307458877563,1.6364445686340332,0.7545705437660217,0.9164391756057739,-1.2725176811218262,0.013822843320667744]",0.0,"[-0.30078282952308655,-0.3533782362937927,0.9151068329811096,0.6926966309547424,0.0022421313915401697,-0.02527547813951969,0.720782458782196]","[0.1604343056678772,-0.16907252371311188,0.9780429005622864,-0.03806300833821297,0.0054402537643909454,-0.009411143139004707,0.9992161989212036]","[0.13372357189655304,-0.1155056580901146,0.7805881500244141]","[0.09688011556863785,0.15189401805400848,0.6923668384552002,0.6986920833587646]",0.0,0.0,0.0,False,False,0.009999999776482582
77,1,26,False,"[-0.0023939162492752075,-0.03662550449371338,-0.025995254516601562,0.01016119122505188,-0.01718848943710327,-0.02754858136177063,1.0118159055709839,0.37873131036758423,1.6305203437805176,0.7535624504089355,0.9170251488685608,-1.2676441669464111,0.022191107273101807,-0.04365348815917969]","[-0.0019930440466850996,-0.03959178179502487,-0.02718466706573963,0.010558133944869041,-0.019890103489160538,-0.028098873794078827]",0.04398578777909279,"[0.3782271444797516,1.6311691999435425,0.7537077069282532,0.9169630408287048,-1.268273949623108,0.021122153848409653]",0.0,"[-0.29991114139556885,-0.3528379797935486,0.9163063764572144,0.7006406188011169,-0.001811921945773065,-0.018229110166430473,0.7132790684700012]","[0.15952534973621368,-0.17021051049232483,0.9793907999992371,-0.038050174713134766,0.006194401998072863,-0.008066676557064056,0.9992240071296692]","[0.13372355699539185,-0.11550567299127579,0.7805881500244141]","[0.09687989205121994,0.15189452469348907,0.6923661828041077,0.6986926794052124]",0.0,0.0,0.0,False,False,0.009999999776482582
78,1,27,False,"[-0.007831186056137085,-0.011610150337219238,-0.013130724430084229,0.013235911726951599,-0.002227604389190674,-0.016525954008102417,1.0103284120559692,0.38186314702033997,1.6329023838043213,0.7589153051376343,0.9059823751449585,-1.257047176361084,0.011403471231460571,-0.04158109426498413]","[-0.007184321526437998,-0.014950607903301716,-0.014723693951964378,0.012923531234264374,-0.004445345140993595,-0.017999419942498207]",0.043985988944768906,"[0.38144516944885254,1.6327801942825317,0.7582871913909912,0.9073677062988281,-1.258461833000183,0.012646275572478771]",0.0,"[-0.29895591735839844,-0.35229671001434326,0.9188804030418396,0.7079654932022095,-0.0017484895652160048,-0.01103121042251587,0.7061585783958435]","[0.15827114880084991,-0.16955028474330902,0.979461133480072,-0.03472529724240303,0.0053709326311945915,-0.009141551330685616,0.9993405938148499]","[0.13372357189655304,-0.11550567299127579,0.7805881500244141]","[0.09688025712966919,0.15189403295516968,0.6923662424087524,0.6986926198005676]",0.0,0.0,0.0,False,False,0.009999999776482582
79,1,28,False,"[-0.01474490761756897,0.02761155366897583,0.010479748249053955,0.020118817687034607,0.0280073881149292,-0.0020408034324645996,1.0038657188415527,0.38496723771095276,1.6365504264831543,0.7635011672973633,0.9021291136741638,-1.249969482421875,0.007663160562515259,-0.044622719287872314]","[-0.01392766647040844,0.022518007084727287,0.0076452093198895454,0.019267132505774498,0.02392461523413658,-0.004072101786732674]",0.043977752327919006,"[0.38457000255584717,1.6361403465270996,0.7629073262214661,0.902790904045105,-1.2510358095169067,0.00829994399100542]",0.0,"[-0.29746413230895996,-0.3514619767665863,0.9242193102836609,0.7202572822570801,9.505073103355244e-05,-0.0029580537229776382,0.6937006711959839]","[0.15697365999221802,-0.1687747836112976,0.9794091582298279,-0.03256313502788544,0.004964557010680437,-0.009726880118250847,0.9994099736213684]","[0.13372358679771423,-0.115505650639534,0.7805881500244141]","[0.09688017517328262,0.15189415216445923,0.6923669576644897,0.6986919045448303]",0.0,0.0,0.0,False,False,0.009999999776482582
80,1,29,False,"[-0.034241653978824615,0.11275434494018555,0.0613560676574707,0.026896268129348755,0.09734126925468445,0.01358005404472351,1.0057473182678223,0.3875671923160553,1.6330677270889282,0.7643829584121704,0.8948688507080078,-1.2440232038497925,0.008876591920852661,-0.04788661003112793]","[-0.03201412782073021,0.10198187083005905,0.055283427238464355,0.026052197441458702,0.08810624480247498,0.011336228810250759]",0.043951261788606644,"[0.3872342109680176,1.6334164142608643,0.7642309069633484,0.8958827257156372,-1.2449145317077637,0.008803767152130604]",0.0,"[-0.29374223947525024,-0.3488617539405823,0.9348844289779663,0.7481656074523926,-0.003262097714468837,0.010851479135453701,0.6634151339530945]","[0.1562507450580597,-0.16907154023647308,0.9800517559051514,-0.030835814774036407,0.004525449126958847,-0.008112093433737755,0.9994812607765198]","[0.13372357189655304,-0.1155056357383728,0.7805881500244141]","[0.09688016027212143,0.15189439058303833,0.6923675537109375,0.6986913084983826]",0.0,0.0,0.0,False,False,0.017935186624526978
81,1,30,False,"[-0.051716893911361694,0.20545798540115356,0.11271452903747559,0.03184202313423157,0.1666138619184494,0.04602786898612976,1.0016785860061646,0.38770031929016113,1.6354531049728394,0.768221378326416,0.8918783664703369,-1.2347571849822998,0.007516741752624512,-0.04743480682373047]","[-0.049577903002500534,0.19320301711559296,0.10611341893672943,0.031205318868160248,0.15673236548900604,0.041610658168792725]",0.04395309463143349,"[0.38762691617012024,1.6352603435516357,0.7677592039108276,0.8923807740211487,-1.2360330820083618,0.007682505529373884]",0.0,"[-0.28976309299468994,-0.34432700276374817,0.9452851414680481,0.7760268449783325,-0.004645318724215031,0.03177729621529579,0.6298816800117493]","[0.15584437549114227,-0.16818317770957947,0.9802253842353821,-0.026590410619974136,0.004295717924833298,-0.007799954619258642,0.999606728553772]","[0.13372357189655304,-0.11550566554069519,0.7805881500244141]","[0.09688024967908859,0.1518940031528473,0.6923666000366211,0.698692262172699]",0.0,0.0,0.0,False,False,0.020562559366226196
82,1,31,False,"[-0.06753713637590408,0.2780657410621643,0.16359850764274597,0.03783059120178223,0.22288112342357635,0.07594233751296997,1.0017262697219849,0.3867771327495575,1.6309659481048584,0.7696163654327393,0.8895992636680603,-1.2294590473175049,0.0021055936813354492,-0.04256719350814819]","[-0.0655779168009758,0.26801255345344543,0.15707415342330933,0.03712613880634308,0.21455472707748413,0.07157033681869507]",0.04396238178014755,"[0.3868613839149475,1.6314380168914795,0.7694336771965027,0.8899673223495483,-1.2302912473678589,0.002817518310621381]",0.0,"[-0.2861160933971405,-0.33977746963500977,0.9568604826927185,0.7987551689147949,0.000613621377851814,0.045566052198410034,0.5999279022216797]","[0.1561230570077896,-0.16808147728443146,0.9816392660140991,-0.023327935487031937,0.004942385479807854,-0.011661142110824585,0.9996475577354431]","[0.13372355699539185,-0.11550566554069519,0.7805881500244141]","[0.09688042849302292,0.15189404785633087,0.6923665404319763,0.698692262172699]",0.0,0.0,0.0,False,False,0.016829371452331543
83,1,32,False,"[-0.10818015038967133,0.45025429129600525,0.2704894244670868,0.052101269364356995,0.3651960492134094,0.12359324097633362,0.998889148235321,0.3859609067440033,1.633537769317627,0.7645658850669861,0.8839212656021118,-1.225517749786377,-0.0009971559047698975,-0.049224793910980225]","[-0.10351674258708954,0.4280265271663666,0.25787508487701416,0.050534527748823166,0.3462020456790924,0.11696863919496536]",0.04393371194601059,"[0.386054128408432,1.633406639099121,0.7650542855262756,0.8846592307090759,-1.2261241674423218,-0.0005091969505883753]",0.0,"[-0.2768448293209076,-0.32666483521461487,0.9774507284164429,0.8466808795928955,0.0024158796295523643,0.06779630482196808,0.5277585983276367]","[0.15650169551372528,-0.1682288497686386,0.979427695274353,-0.020835187286138535,0.0029195190872997046,-0.007872603833675385,0.999747633934021]","[0.13372357189655304,-0.11550566554069519,0.7805881500244141]","[0.09687986969947815,0.15189442038536072,0.692366361618042,0.6986925005912781]",0.0,0.0,0.0,False,False,0.03718945384025574
84,1,33,False,"[-0.1401379406452179,0.5971958041191101,0.3590843677520752,0.06857864558696747,0.4745304584503174,0.16237840056419373,1.0074836015701294,0.38804569840431213,1.6193411350250244,0.7601838707923889,0.8805233836174011,-1.2177531719207764,0.0037081241607666016,-0.03954511880874634]","[-0.13612057268619537,0.5773736238479614,0.34770673513412476,0.06654053926467896,0.45831385254859924,0.15659262239933014]",0.04396272078156471,"[0.3878345489501953,1.6208354234695435,0.7608411908149719,0.8810888528823853,-1.2188372611999512,0.003168958704918623]",0.0,"[-0.2675075829029083,-0.3105369508266449,0.9931331276893616,0.8826556205749512,0.0029341373592615128,0.08404164761304855,0.4624361991882324]","[0.15677410364151,-0.17018717527389526,0.9816753268241882,-0.018088597804307938,0.0037857391871511936,-0.008252676576375961,0.9997950792312622]","[0.13372355699539185,-0.11550567299127579,0.7805881500244141]","[0.0968804880976677,0.15189389884471893,0.6923664212226868,0.6986925005912781]",0.0,0.0,0.0,False,False,0.03384190797805786
85,1,34,False,"[-0.18605336546897888,0.8044366836547852,0.48578059673309326,0.09972226619720459,0.6471017599105835,0.2133667767047882,1.0120896100997925,0.3834034204483032,1.6130831241607666,0.7556065320968628,0.8840585350990295,-1.216443419456482,0.0032381415367126465,-0.04037398099899292]","[-0.18064293265342712,0.7570046782493591,0.47147098183631897,0.09632215648889542,0.6216512322425842,0.20615628361701965]",0.043925363570451736,"[0.38387173414230347,1.6140276193618774,0.7561708688735962,0.883676290512085,-1.2167541980743408,0.0032292145770043135]",0.0,"[-0.2526777982711792,-0.28724050521850586,1.0143554210662842,0.926190197467804,0.015584821812808514,0.08870386332273483,0.36614251136779785]","[0.15843898057937622,-0.1709389090538025,0.9825602173805237,-0.015067435801029205,0.0046329740434885025,-0.01042899489402771,0.9998213648796082]","[0.13372357189655304,-0.1155056282877922,0.7805881500244141]","[0.09687943756580353,0.15189485251903534,0.6923675537109375,0.6986913084983826]",0.0,0.0,0.0,False,False,0.06721335649490356
86,1,35,False,"[-0.2171691209077835,0.9550954103469849,0.5737269520759583,0.11737802624702454,0.7578602433204651,0.26565253734588623,1.0119019746780396,0.38058751821517944,1.6154758930206299,0.7589641809463501,0.8794183731079102,-1.2111108303070068,0.006568223237991333,-0.035502731800079346]","[-0.21322354674339294,0.926799476146698,0.5627411007881165,0.11511477082967758,0.7406208515167236,0.2580747604370117]",0.04398954287171364,"[0.38093313574790955,1.6153628826141357,0.7586206197738647,0.8799493312835693,-1.21181321144104,0.006143706385046244]",0.0,"[-0.23884104192256927,-0.2619298994541168,1.0197573900222778,0.9513730406761169,0.014899403788149357,0.10012562572956085,0.29093340039253235]","[0.1590617150068283,-0.16989587247371674,0.9825709462165833,-0.011133847758173943,0.004163006320595741,-0.007749848999083042,0.9998992681503296]","[0.13372357189655304,-0.115505650639534,0.7805881500244141]","[0.09687992930412292,0.15189476311206818,0.6923669576644897,0.6986917853355408]",0.0,0.0,0.0,False,False,0.04606831073760986
87,1,36,False,"[-0.23769991099834442,1.0388411283493042,0.6271321773529053,0.13281649351119995,0.8256038427352905,0.28372815251350403,1.0190666913986206,0.38115018606185913,1.6123652458190918,0.7578600645065308,0.8764016032218933,-1.207802653312683,0.0024538934230804443,-0.039544105529785156]","[-0.2350255846977234,1.025707721710205,0.6201977133750916,0.13079768419265747,0.8147904276847839,0.28045955300331116]",0.04399999976158142,"[0.381132036447525,1.61270272731781,0.7579570412635803,0.8768579363822937,-1.208315372467041,0.0029251519590616226]",0.0,"[-0.22910074889659882,-0.24623721837997437,1.0222842693328857,0.9645673036575317,0.014492025598883629,0.10012924671173096,0.24366752803325653]","[0.15915417671203613,-0.17019730806350708,0.982923150062561,-0.009477515704929829,0.004004322923719883,-0.008841075003147125,0.999907910823822]","[0.13372357189655304,-0.1155056357383728,0.7805881500244141]","[0.09688004851341248,0.15189440548419952,0.6923673748970032,0.6986914873123169]",0.0,0.0,0.0,False,False,0.022838354110717773
88,1,37,False,"[-0.2791406512260437,1.2321827411651611,0.7321380376815796,0.1828189492225647,0.9743183851242065,0.3260292410850525,1.0499603748321533,0.3809511661529541,1.6075592041015625,0.74919593334198,0.8816319704055786,-1.2103984355926514,0.011781692504882812,-0.02511119842529297]","[-0.2743850648403168,1.1980831623077393,0.7206904292106628,0.17680644989013672,0.9541438221931458,0.3202386498451233]",0.04399409517645836,"[0.38098087906837463,1.6081554889678955,0.7501863241195679,0.881019651889801,-1.2101521492004395,0.010650228708982468]",0.0,"[-0.20968079566955566,-0.21787439286708832,1.0235278606414795,0.9833400249481201,0.02193513698875904,0.09054630994796753,0.15608473122119904]","[0.15982244908809662,-0.17178815603256226,0.9823890328407288,-0.010336585342884064,0.004123087506741285,-0.005420336499810219,0.9999232888221741]","[0.13372357189655304,-0.1155056282877922,0.7805881500244141]","[0.09688001871109009,0.1518944948911667,0.6923677921295166,0.6986910700798035]",0.0,0.0,0.0,False,False,0.052910566329956055
89,1,38,False,"[-0.3083920180797577,1.3566408157348633,0.8046026229858398,0.20132777094841003,1.0710369348526,0.349779337644577,1.0556756258010864,0.3782188296318054,1.5992010831832886,0.7438926696777344,0.88489830493927,-1.2123209238052368,0.017337560653686523,-0.031085669994354248]","[-0.30465593934059143,1.33791184425354,0.7957160472869873,0.19850946962833405,1.0560834407806396,0.34601354598999023]",0.04399999976158142,"[0.3785219192504883,1.60017728805542,0.7446444034576416,0.8844215869903564,-1.2120604515075684,0.016483306884765625]",0.0,"[-0.19305776059627533,-0.19530536234378815,1.01628577709198,0.9922018051147461,0.014152422547340393,0.08487921208143234,0.09017094224691391]","[0.16115714609622955,-0.17313016951084137,0.9834067821502686,-0.010081231594085693,0.005123778246343136,-0.005235549993813038,0.9999222755432129]","[0.13372357189655304,-0.1155056282877922,0.7805881500244141]","[0.09688029438257217,0.151894211769104,0.6923677325248718,0.6986910700798035]",0.0,0.0,0.0,False,False,0.03294169902801514
90,1,39,False,"[-0.32649338245391846,1.4422962665557861,0.8467310667037964,0.22518563270568848,1.1327458620071411,0.3773505389690399,1.0580451488494873,0.37556785345077515,1.6080743074417114,0.7440941333770752,0.885989248752594,-1.2132914066314697,0.01575753092765808,-0.025795578956604004]","[-0.3241181969642639,1.429819941520691,0.841443657875061,0.22199735045433044,1.122934103012085,0.3733586072921753]",0.04399999976158142,"[0.3758835196495056,1.607262372970581,0.7440908551216125,0.8857578039169312,-1.2131232023239136,0.015851395204663277]",0.0,"[-0.18163780868053436,-0.18093205988407135,1.0087249279022217,0.9956507086753845,0.01629541628062725,0.07867678999900818,0.047160543501377106]","[0.16161540150642395,-0.17210371792316437,0.981307864189148,-0.009283056482672691,0.003977891989052296,-0.0026196949183940887,0.9999454617500305]","[0.13372357189655304,-0.1155056431889534,0.7805881500244141]","[0.09688031673431396,0.15189413726329803,0.6923672556877136,0.6986915469169617]",0.0,0.0,0.0,False,False,0.02185678482055664
91,1,40,False,"[-0.3415203094482422,1.4850122928619385,0.8717470169067383,0.23033201694488525,1.1644338369369507,0.38950344920158386,1.0491864681243896,0.3750307857990265,1.6064242124557495,0.7414209842681885,0.8843185305595398,-1.2141616344451904,0.01376640796661377,-0.025182902812957764]","[-0.33963537216186523,1.4783084392547607,0.8686073422431946,0.22939884662628174,1.1591330766677856,0.3874482214450836]",0.04399999976158142,"[0.37513285875320435,1.6064599752426147,0.7417683005332947,0.8845123648643494,-1.2140346765518188,0.01403206679970026]",0.0,"[-0.17391625046730042,-0.17402513325214386,1.004540205001831,0.9968283772468567,0.016368677839636803,0.07485490292310715,0.021493783220648766]","[0.16198398172855377,-0.17243115603923798,0.9807928800582886,-0.009356768801808357,0.0034820488654077053,-0.002241370966657996,0.9999476075172424]","[0.13372357189655304,-0.115505650639534,0.7805881500244141]","[0.09687996655702591,0.15189437568187714,0.692366898059845,0.6986919641494751]",0.0,0.0,0.0,False,False,0.011603355407714844
92,1,41,False,"[-0.3503660261631012,1.5254852771759033,0.8951766490936279,0.23228541016578674,1.198240041732788,0.393231600522995,1.0516808032989502,0.37369924783706665,1.6012234687805176,0.7397465705871582,0.886347234249115,-1.2188074588775635,0.014586180448532104,-0.027446508407592773]","[-0.3492041230201721,1.519901156425476,0.8922685384750366,0.2319898009300232,1.1932330131530762,0.3924943506717682]",0.04399999976158142,"[0.3738642930984497,1.6017755270004272,0.7400025129318237,0.8861295580863953,-1.2182103395462036,0.014514347538352013]",0.0,"[-0.16821686923503876,-0.16793081164360046,1.000389814376831,0.997399628162384,0.010979817248880863,0.07122773677110672,0.00016173580661416054]","[0.16263344883918762,-0.17312785983085632,0.9817732572555542,-0.010816141031682491,0.0042500882409513,-0.004130024462938309,0.9999239444732666]","[0.13372357189655304,-0.115505650639534,0.7805881500244141]","[0.09688013792037964,0.15189410746097565,0.6923670768737793,0.6986918449401855]",0.0,0.0,0.0,False,False,0.009999999776482582
93,1,42,False,"[-0.36057960987091064,1.5671541690826416,0.9179580211639404,0.24448835849761963,1.2220836877822876,0.41045859456062317,1.0360009670257568,0.37371984124183655,1.6066744327545166,0.7434909343719482,0.8850147128105164,-1.2187132835388184,0.009297221899032593,-0.009138941764831543]","[-0.35934218764305115,1.5615637302398682,0.9151737689971924,0.24297454953193665,1.218373417854309,0.4081690311431885]",0.04399999976158142,"[0.3737318515777588,1.6061656475067139,0.7430527806282043,0.8851428627967834,-1.2186394929885864,0.009963728487491608]",0.0,"[-0.16222485899925232,-0.16165634989738464,0.9961068034172058,0.9974497556686401,0.01465488038957119,0.06766995042562485,-0.01731877587735653]","[0.16231873631477356,-0.17222657799720764,0.9812833666801453,-0.010952877812087536,0.003857627511024475,-0.005318915005773306,0.9999184012413025]","[0.13372355699539185,-0.11550567299127579,0.7805881500244141]","[0.0968799963593483,0.15189436078071594,0.6923662424087524,0.6986925601959229]",0.0,0.0,0.0,False,False,0.009999999776482582
94,1,43,False,"[-0.3723887801170349,1.5959035158157349,0.9338208436965942,0.25594019889831543,1.2447360754013062,0.4164431691169739,1.0178799629211426,0.37152785062789917,1.6099717617034912,0.7431669235229492,0.8862172365188599,-1.218977689743042,0.00933849811553955,-0.00964212417602539]","[-0.370982825756073,1.5917686223983765,0.931846022605896,0.25435495376586914,1.2413625717163086,0.4153915047645569]",0.04399999976158142,"[0.37176379561424255,1.60953688621521,0.7431569695472717,0.8860746622085571,-1.218927025794983,0.009418309666216373]",0.0,"[-0.15652641654014587,-0.15784358978271484,0.9930602312088013,0.9972653388977051,0.016817042604088783,0.0634199008345604,-0.03401114046573639]","[0.16271941363811493,-0.17158925533294678,0.9804103374481201,-0.01010986790060997,0.003439531894400716,-0.004503991454839706,0.9999328255653381]","[0.13372354209423065,-0.11550567299127579,0.7805881500244141]","[0.09688050299882889,0.15189391374588013,0.692366361618042,0.6986925601959229]",0.0,0.0,0.0,False,False,0.009999999776482582
95,1,44,False,"[-0.37989482283592224,1.6291959285736084,0.9500809907913208,0.25693973898887634,1.2710881233215332,0.4329780638217926,1.011218786239624,0.37145310640335083,1.606635332107544,0.7379298210144043,0.8918965458869934,-1.2289882898330688,0.012125581502914429,-0.004544317722320557]","[-0.3789219856262207,1.624795913696289,0.9480577707290649,0.25665345788002014,1.2672773599624634,0.43073567748069763]",0.04399999976158142,"[0.3715112507343292,1.6069148778915405,0.7385432720184326,0.891165018081665,-1.2277264595031738,0.011778241023421288]",0.0,"[-0.1518511325120926,-0.1536901593208313,0.9881818890571594,0.9967455267906189,0.016907263547182083,0.06028508022427559,-0.050775934010744095]","[0.16315816342830658,-0.17273782193660736,0.9802706837654114,-0.014389417134225368,0.0039028639439493418,-0.004791668616235256,0.9998772740364075]","[0.13372355699539185,-0.11550566554069519,0.7805881500244141]","[0.09688015282154083,0.15189418196678162,0.6923665404319763,0.6986923217773438]",0.0,0.0,0.0,False,False,0.009999999776482582
96,1,45,False,"[-0.38816583156585693,1.6446330547332764,0.9615890979766846,0.2631336450576782,1.282698392868042,0.43899261951446533,0.9828040599822998,0.3711647391319275,1.6188966035842896,0.7454044818878174,0.8985971212387085,-1.2335381507873535,0.015612512826919556,0.0024129152297973633]","[-0.3871653079986572,1.6421416997909546,0.9601970314979553,0.26236850023269653,1.2807281017303467,0.4379425346851349]",0.043634265661239624,"[0.3711967170238495,1.617539405822754,0.7446015477180481,0.8976373076438904,-1.2327795028686523,0.015123450197279453]",0.0,"[-0.14792294800281525,-0.151564359664917,0.9869066476821899,0.9962732195854187,0.02046368643641472,0.057218585163354874,-0.061212100088596344]","[0.16248463094234467,-0.170876607298851,0.9793823957443237,-0.016766797751188278,0.004163001198321581,-0.0040236227214336395,0.999842643737793]","[0.13372357189655304,-0.115505650639534,0.7805881500244141]","[0.09688009321689606,0.151894211769104,0.6923671364784241,0.698691725730896]",0.0,0.0,0.0,False,False,0.009869702160358429
97,1,46,False,"[-0.39533498883247375,1.6645245552062988,0.9693637490272522,0.28178834915161133,1.3005157709121704,0.4306955635547638,0.9367544651031494,0.3715464472770691,1.6146249771118164,0.7452380657196045,0.9065725207328796,-1.2423222064971924,0.009091079235076904,0.0030862092971801758]","[-0.3944457173347473,1.661899447441101,0.9683743715286255,0.2793358564376831,1.2979810237884521,0.43162304162979126]",0.04241053760051727,"[0.3715285360813141,1.6148529052734375,0.7452225685119629,0.9054655432701111,-1.241119623184204,0.009858574718236923]",0.0,"[-0.14423391222953796,-0.14938528835773468,0.9844470620155334,0.9957776665687561,0.01939229667186737,0.05303887650370598,-0.07237119227647781]","[0.16248607635498047,-0.17138125002384186,0.980930745601654,-0.021097920835018158,0.006052379030734301,-0.011901705525815487,0.9996881484985352]","[0.13372355699539185,-0.11550566554069519,0.7805881500244141]","[0.09687991440296173,0.1518944352865219,0.6923663020133972,0.6986925005912781]",0.0,0.0,0.0,False,False,0.009833344258368015
98,1,47,False,"[-0.40289032459259033,1.6662108898162842,0.9718698263168335,0.27895450592041016,1.303497076034546,0.42344632744789124,0.9096294045448303,0.370361328125,1.6219370365142822,0.7478342056274414,0.9128901958465576,-1.243504285812378,0.011482656002044678,0.003123641014099121]","[-0.40197721123695374,1.6655981540679932,0.9715486168861389,0.27902519702911377,1.302802562713623,0.42448967695236206]",0.0410875529050827,"[0.3704811632633209,1.6211825609207153,0.7474924921989441,0.9119266867637634,-1.2431901693344116,0.011275074444711208]",0.0,"[-0.14164109528064728,-0.14987823367118835,0.9842352271080017,0.995442271232605,0.01545341219753027,0.05241577327251434,-0.07815681397914886]","[0.16240087151527405,-0.17032112181186676,0.9802209138870239,-0.021615492179989815,0.0064191692508757114,-0.012331790290772915,0.9996696710586548]","[0.13372355699539185,-0.11550566554069519,0.7805881500244141]","[0.09688027203083038,0.15189416706562042,0.6923664212226868,0.6986923813819885]",0.0,0.0,0.0,False,False,0.0098313232883811
99,1,48,False,"[-0.39727896451950073,1.6718671321868896,0.9780850410461426,0.2595236301422119,1.2957767248153687,0.44914770126342773,0.899413526058197,0.3648509979248047,1.6149672269821167,0.7493330240249634,0.9016838669776917,-1.2400448322296143,0.007768005132675171,0.019731462001800537]","[-0.3977240324020386,1.6711808443069458,0.9772943258285522,0.2620154917240143,1.29664945602417,0.4459981918334961]",0.04004564881324768,"[0.365452378988266,1.6156362295150757,0.7491679787635803,0.9030078649520874,-1.240437626838684,0.008216770365834236]",0.0,"[-0.14252987504005432,-0.14815694093704224,0.9828981757164001,0.9955195188522339,0.01831955835223198,0.05554657056927681,-0.07429540157318115]","[0.16393710672855377,-0.16989485919475555,0.9816123843193054,-0.0177154541015625,0.006158275995403528,-0.013069529086351395,0.9997386932373047]","[0.13372357189655304,-0.1155056580901146,0.7805881500244141]","[0.09688011556863785,0.15189401805400848,0.6923668384552002,0.6986920833587646]",0.0,0.0,0.0,False,False,0.008934500627219677
