policy_step,act_chunk_number,act_chunk_index,act_chunk_refresh,act_action_14d,left_arm_joints,left_gripper,right_arm_joints,right_gripper,left_end_effector_pose,right_end_effector_pose,coin_position,coin_orientation_wxyz,coin_z_delta,reward,score,success,episode_ended,max_internal_tracking_error
11,0,10,False,"[-0.04592079669237137,1.4150159358978271,1.0284311771392822,-0.8985095024108887,-0.03795304894447327,1.3767969608306885,1.129927396774292,-0.004776075482368469,-0.009776413440704346,-0.006918191909790039,-0.015779294073581696,0.005766749382019043,0.006623029708862305,1.0529367923736572]","[-0.04550565406680107,1.3501274585723877,1.0053892135620117,-0.8829963803291321,-0.03879513964056969,1.3459376096725464]",0.04399999976158142,"[-0.0051273163408041,-0.012844573706388474,-0.006510660517960787,-0.01765156351029873,0.006527909077703953,0.0075649539940059185]",0.04399653524160385,"[-0.2895832657814026,-0.20597629249095917,1.0019609928131104,0.6964348554611206,0.05657382309436798,0.6907252669334412,0.18621601164340973]","[0.301159143447876,-0.352649062871933,0.9185654520988464,0.7111078500747681,-0.0013150073355063796,0.006657084915786982,0.7030501961708069]","[-0.3005593419075012,-0.13075098395347595,0.7805474996566772]","[0.03478807583451271,0.14891846477985382,0.6945821046829224,0.702971339225769]",1.1920928955078125e-07,0.0,0.0,False,False,0.08462488651275635
12,0,11,False,"[-0.05735139548778534,1.5385026931762695,1.1005254983901978,-0.948317289352417,-0.02612444758415222,1.4527593851089478,1.1536197662353516,0.004458189010620117,0.022105157375335693,0.005939066410064697,-0.012475498020648956,-0.005068719387054443,-0.0026372969150543213,1.0633032321929932]","[-0.056054048240184784,1.5137523412704468,1.0898491144180298,-0.9394369721412659,-0.027713371440768242,1.4391440153121948]",0.04399999976158142,"[0.003359579248353839,0.017922352999448776,0.0045888060703873634,-0.013097415678203106,-0.003623919328674674,-0.001338705769740045]",0.043998055160045624,"[-0.28518691658973694,-0.17919188737869263,0.984724760055542,0.6998415589332581,0.04610387235879898,0.7055459022521973,0.10149446874856949]","[0.3000350594520569,-0.3515658676624298,0.9204039573669434,0.7044582962989807,-0.009816152974963188,0.008869335986673832,0.7096219658851624]","[-0.30055946111679077,-0.13075116276741028,0.7805474996566772]","[0.034789711236953735,0.14891529083251953,0.6945760250091553,0.7029779553413391]",1.1920928955078125e-07,0.0,0.0,False,False,0.04220986366271973
13,0,12,False,"[-0.04504340887069702,1.6683220863342285,1.1898034811019897,-1.0263614654541016,-0.018278658390045166,1.5799245834350586,1.1356498003005981,0.0007291734218597412,0.017544925212860107,0.004792392253875732,-0.013944929465651512,-0.0010888874530792236,0.011455535888671875,1.061767339706421]","[-0.046292807906866074,1.6497472524642944,1.178675889968872,-1.0146938562393188,-0.019496124237775803,1.5619678497314453]",0.04399999976158142,"[0.001032635453157127,0.017602864652872086,0.004750580992549658,-0.013841703534126282,-0.0014034759951755404,0.009824269451200962]",0.04399656876921654,"[-0.2866026759147644,-0.1575428992509842,0.9710420966148376,0.7002577781677246,0.04306275025010109,0.712377667427063,0.01739758998155594]","[0.30032846331596375,-0.35159361362457275,0.920412540435791,0.7061130404472351,-0.0059686629101634026,0.012915441766381264,0.7079561352729797]","[-0.3005594313144684,-0.13075131177902222,0.7805474400520325]","[0.034788042306900024,0.1489168107509613,0.6945725679397583,0.7029811143875122]",5.960464477539063e-08,0.0,0.0,False,False,0.03260040283203125
14,0,13,False,"[-0.04056478664278984,1.7543377876281738,1.2572495937347412,-1.0834249258041382,-0.020265907049179077,1.6611964702606201,1.0817004442214966,-0.0010376572608947754,0.008305013179779053,0.0060471296310424805,-0.02191060781478882,0.0018153786659240723,0.013593077659606934,1.0601319074630737]","[-0.04122273996472359,1.7416092157363892,1.248404860496521,-1.0742676258087158,-0.02017502300441265,1.6485445499420166]",0.04399999976158142,"[-0.0008026543655432761,0.009403997100889683,0.005898690782487392,-0.02087404765188694,0.001413483521901071,0.013113641180098057]",0.04399658739566803,"[-0.2875019311904907,-0.1427428275346756,0.9622947573661804,0.6986735463142395,0.04296082630753517,0.7129788994789124,-0.040873438119888306]","[0.3005903363227844,-0.35212254524230957,0.920766294002533,0.7077718377113342,-0.0039825052954256535,0.013246512971818447,0.7063055634498596]","[-0.30055952072143555,-0.13075138628482819,0.7805474400520325]","[0.03478822484612465,0.14891234040260315,0.6945695877075195,0.7029851078987122]",5.960464477539063e-08,0.0,0.0,False,False,0.02208733558654785
15,0,14,False,"[-0.031018611043691635,1.7711000442504883,1.263311505317688,-1.0864765644073486,-0.02867916226387024,1.6902673244476318,1.0552337169647217,-0.0025099366903305054,-0.00011968612670898438,-0.0017558932304382324,-0.017810974270105362,0.0035378634929656982,0.016977161169052124,1.0586415529251099]","[-0.03210429847240448,1.7673170566558838,1.2618224620819092,-1.0848077535629272,-0.0276195015758276,1.6849493980407715]",0.0439925491809845,"[-0.002315058372914791,0.001026440178975463,-0.0009013928356580436,-0.018224775791168213,0.0032735897693783045,0.016485102474689484]",0.04399624094367027,"[-0.2904041111469269,-0.13900917768478394,0.9581054449081421,0.6956454515457153,0.044353142380714417,0.714588463306427,-0.05893635377287865]","[0.30079203844070435,-0.3522135615348816,0.9193500876426697,0.7089720368385315,-0.0012855218956246972,0.012932579033076763,0.7051168084144592]","[-0.3005594313144684,-0.13075123727321625,0.7805474400520325]","[0.03478696569800377,0.14891377091407776,0.6945737600326538,0.702980637550354]",5.960464477539063e-08,0.0,0.0,False,False,0.008319973945617676
16,0,15,False,"[-0.052145883440971375,1.8762315511703491,1.3140456676483154,-1.117095708847046,-0.009507209062576294,1.7418899536132812,1.0460091829299927,-0.003362715244293213,0.001682579517364502,0.004892289638519287,-0.015084683895111084,0.013091117143630981,0.0011386871337890625,1.0562617778778076]","[-0.050067078322172165,1.8637789487838745,1.3079679012298584,-1.1125786304473877,-0.011765833012759686,1.7346264123916626]",0.04399999976158142,"[-0.0032583943102508783,0.0015610246919095516,0.00432198541238904,-0.015439185313880444,0.011850938200950623,0.003096179338172078]",0.04399390518665314,"[-0.2836971879005432,-0.12591813504695892,0.9403125643730164,0.7000258564949036,0.04081358388066292,0.7043889164924622,-0.11015547066926956]","[0.30113187432289124,-0.35246792435646057,0.9213624596595764,0.7123143076896667,-0.0033996899146586657,0.005548921879380941,0.7018303275108337]","[-0.3005593717098236,-0.13075096905231476,0.7805474996566772]","[0.03478759899735451,0.1489158570766449,0.694581925868988,0.7029721140861511]",1.1920928955078125e-07,0.0,0.0,False,False,0.024149775505065918
17,0,16,False,"[-0.03530781343579292,1.8871842622756958,1.3330378532409668,-1.1305341720581055,-0.02058836817741394,1.7954903841018677,1.0054309368133545,-0.004511401057243347,-0.017895042896270752,-0.0015915632247924805,-0.025480445474386215,0.010459721088409424,0.013630807399749756,1.051593542098999]","[-0.036719657480716705,1.883679747581482,1.3305991888046265,-1.1280988454818726,-0.019504813477396965,1.7877285480499268]",0.04398192837834358,"[-0.004363630432635546,-0.015552712604403496,-0.0009940693853423,-0.02423134259879589,0.010640122927725315,0.012287029065191746]",0.043991103768348694,"[-0.2881022095680237,-0.12171679735183716,0.9395266175270081,0.6969504952430725,0.05010406672954559,0.7036327719688416,-0.1290365755558014]","[0.30120185017585754,-0.35311955213546753,0.920019805431366,0.7122845649719238,0.0009449620265513659,0.0077203428372740746,0.7018475532531738]","[-0.30055928230285645,-0.13075105845928192,0.7805474996566772]","[0.03478410840034485,0.14891822636127472,0.6945802569389343,0.702973484992981]",1.1920928955078125e-07,0.0,0.0,False,False,0.012144327163696289
18,0,17,False,"[-0.0387946255505085,1.928754210472107,1.3645269870758057,-1.1513845920562744,-0.022096067667007446,1.8283783197402954,0.9054722785949707,-0.005179151892662048,-0.0308111310005188,-0.004719913005828857,-0.024599045515060425,0.016125619411468506,0.02058163285255432,1.052499771118164]","[-0.038666825741529465,1.9235800504684448,1.3604758977890015,-1.148254156112671,-0.021757781505584717,1.823196291923523]",0.041947606950998306,"[-0.005096506793051958,-0.029018303379416466,-0.004244633484631777,-0.02454008162021637,0.015435030683875084,0.01952510140836239]",0.04399663209915161,"[-0.2872888445854187,-0.1155071035027504,0.9340712428092957,0.6954750418663025,0.05252683535218239,0.7001257538795471,-0.1529024839401245]","[0.3014090955257416,-0.3536602556705475,0.9199146628379822,0.714187741279602,0.007055411580950022,0.006750726141035557,0.6998859643936157]","[-0.30055952072143555,-0.13075153529644012,0.7805473208427429]","[0.034788839519023895,0.14891363680362701,0.6945657134056091,0.7029886245727539]",-5.960464477539063e-08,0.0,0.0,False,False,0.009831547737121582
19,0,18,False,"[-0.03633098304271698,1.939702033996582,1.3678178787231445,-1.1556692123413086,-0.019122153520584106,1.836762547492981,0.8673008680343628,-0.008504316210746765,-0.04658323526382446,-0.0020078420639038086,-0.025133009999990463,0.018572688102722168,0.016947269439697266,1.0469619035720825]","[-0.036566004157066345,1.937624216079712,1.3670750856399536,-1.1546719074249268,-0.019461361691355705,1.8350335359573364]",0.03989722952246666,"[-0.008111097849905491,-0.04453528672456741,-0.002183865988627076,-0.025015205144882202,0.018183276057243347,0.01727692037820816]",0.04399549961090088,"[-0.28787025809288025,-0.11396802961826324,0.9311987161636353,0.6963332295417786,0.05108126625418663,0.6975563168525696,-0.1610150784254074]","[0.3017713725566864,-0.35465914011001587,0.9217455983161926,0.7161295413970947,0.012347612529993057,-6.898267020005733e-05,0.6978580951690674]","[-0.30055952072143555,-0.1307513415813446,0.7805474996566772]","[0.034791093319654465,0.1489151120185852,0.6945707201957703,0.7029832005500793]",1.1920928955078125e-07,0.0,0.0,False,False,0.0035331249237060547
20,0,19,False,"[-0.044538404792547226,1.9494794607162476,1.3600003719329834,-1.1553778648376465,-0.023337751626968384,1.854832410812378,0.7766966819763184,-0.008685380220413208,-0.05344676971435547,-0.017750978469848633,-0.01141477469354868,0.018845349550247192,0.017074942588806152,1.0452406406402588]","[-0.0434475839138031,1.9474291801452637,1.3618338108062744,-1.154784917831421,-0.023451998829841614,1.8521125316619873]",0.03701172024011612,"[-0.00861980952322483,-0.05234316736459732,-0.01604197733104229,-0.013207877986133099,0.018763072788715363,0.017100732773542404]",0.04399384930729866,"[-0.28568828105926514,-0.11439727246761322,0.9269498586654663,0.6940654516220093,0.05404827371239662,0.6962420344352722,-0.1749250590801239]","[0.3018406331539154,-0.3541751503944397,0.9187754988670349,0.7164719104766846,0.014333505183458328,-0.002158389426767826,0.6974652409553528]","[-0.3005594313144684,-0.13075101375579834,0.7805474400520325]","[0.03478880971670151,0.1489177644252777,0.6945790648460388,0.7029744982719421]",5.960464477539063e-08,0.0,0.0,False,False,0.005214571952819824
21,0,20,False,"[-0.04024520516395569,1.940361499786377,1.3549894094467163,-1.150726079940796,-0.03218907117843628,1.8922299146652222,0.6618249416351318,-0.010950997471809387,-0.0592915415763855,-0.02929311990737915,-0.011599468067288399,0.01617729663848877,0.02690678834915161,1.0444936752319336]","[-0.040542587637901306,1.9411640167236328,1.3558050394058228,-1.1512798070907593,-0.03109239973127842,1.8871159553527832]",0.032475344836711884,"[-0.010673251934349537,-0.05844603106379509,-0.027786852791905403,-0.011843555606901646,0.0165100134909153,0.025656672194600105]",0.04399649798870087,"[-0.28693097829818726,-0.11550842225551605,0.9275542497634888,0.6904709935188293,0.06633622199296951,0.6960546970367432,-0.18535642325878143]","[0.30197691917419434,-0.3537174463272095,0.915382444858551,0.716370165348053,0.01586347632110119,0.0023161391727626324,0.6975361704826355]","[-0.300559401512146,-0.13075092434883118,0.7805474996566772]","[0.034788910299539566,0.14891409873962402,0.6945827603340149,0.7029715776443481]",1.1920928955078125e-07,0.0,0.0,False,False,0.008005142211914062
22,0,21,False,"[-0.03730275109410286,1.9584007263183594,1.372870683670044,-1.1621570587158203,-0.03543877601623535,1.8989264965057373,0.5710151791572571,-0.012074336409568787,-0.06739610433578491,-0.022840380668640137,-0.017686855047941208,0.022315382957458496,0.02985227108001709,1.0467548370361328]","[-0.037658270448446274,1.9564499855041504,1.3708126544952393,-1.1606993675231934,-0.03489242494106293,1.8974210023880005]",0.027738334611058235,"[-0.011923164129257202,-0.06638675183057785,-0.023283468559384346,-0.01688661053776741,0.02158500999212265,0.029318340122699738]",0.04399603605270386,"[-0.2879008650779724,-0.11266760528087616,0.9261624217033386,0.6892243027687073,0.0654313936829567,0.6956779956817627,-0.19162648916244507]","[0.30223605036735535,-0.35441863536834717,0.9170265793800354,0.7184731364250183,0.019848771393299103,0.0009692814201116562,0.6952706575393677]","[-0.30055946111679077,-0.13075120747089386,0.7805474996566772]","[0.034789878875017166,0.14891529083251953,0.6945747137069702,0.702979326248169]",1.1920928955078125e-07,0.0,0.0,False,False,0.007566630840301514
23,0,22,False,"[-0.043210651725530624,1.953689455986023,1.3567944765090942,-1.1494574546813965,-0.03857553005218506,1.8857983350753784,0.5340125560760498,-0.011760741472244263,-0.057054102420806885,-0.025577247142791748,-0.01807078719139099,0.020398616790771484,0.02299630641937256,1.0436335802078247]","[-0.042320746928453445,1.952667236328125,1.35983407497406,-1.1506260633468628,-0.03811793401837349,1.8872803449630737]",0.02441483549773693,"[-0.011776444502174854,-0.05811936780810356,-0.025426283478736877,-0.017966093495488167,0.02054782398045063,0.023802420124411583]",0.043994415551424026,"[-0.2864759564399719,-0.11401872336864471,0.9248018860816956,0.687893271446228,0.06450121849775314,0.6978123188018799,-0.18894518911838531]","[0.3021986186504364,-0.3538511097431183,0.9155676960945129,0.7182046175003052,0.013778486289083958,0.0030963863246142864,0.6956885457038879]","[-0.30055955052375793,-0.1307513564825058,0.7805474400520325]","[0.034792084246873856,0.14891450107097626,0.6945704817771912,0.702983558177948]",5.960464477539063e-08,0.0,0.0,False,False,0.006235936656594276
24,0,23,False,"[-0.03898737207055092,1.9591500759124756,1.3608977794647217,-1.1605751514434814,-0.03913414478302002,1.8893711566925049,0.45871129631996155,-0.01121288537979126,-0.06191146373748779,-0.025658369064331055,-0.01414799690246582,0.026644736528396606,0.022138625383377075,1.0412944555282593]","[-0.039545610547065735,1.9567400217056274,1.3622063398361206,-1.158907413482666,-0.0388750284910202,1.88910710811615]",0.021736178547143936,"[-0.011291591450572014,-0.06148822605609894,-0.02555086649954319,-0.014608880504965782,0.025872759521007538,0.022350789979100227]",0.043997373431921005,"[-0.28743454813957214,-0.1140885129570961,0.9241718649864197,0.6879977583885193,0.060678284615278244,0.697169303894043,-0.19217729568481445]","[0.30230411887168884,-0.3540226221084595,0.916106104850769,0.7198476791381836,0.015641754493117332,0.0002707508101593703,0.6939557194709778]","[-0.3005593419075012,-0.1307508945465088,0.7805474996566772]","[0.03478730842471123,0.14891569316387177,0.6945837736129761,0.7029703259468079]",1.1920928955078125e-07,0.0,0.0,False,False,0.006965768523514271
25,0,24,False,"[-0.03488007187843323,1.959631085395813,1.3583396673202515,-1.1407592296600342,-0.03953516483306885,1.9137890338897705,0.3779667615890503,-0.01659870147705078,-0.06492912769317627,-0.031153202056884766,-0.009758397936820984,0.02597329020500183,0.026354193687438965,1.0373778343200684]","[-0.036722879856824875,1.956703782081604,1.3607264757156372,-1.1432205438613892,-0.03838634863495827,1.910766839981079]",0.01726122386753559,"[-0.015975965186953545,-0.06450587511062622,-0.03053249605000019,-0.010396079160273075,0.025972094386816025,0.025844264775514603]",0.043995343148708344,"[-0.28832435607910156,-0.11284013092517853,0.9235963225364685,0.6874427795410156,0.07209993898868561,0.6961968541145325,-0.1937367469072342]","[0.30275920033454895,-0.3538624942302704,0.9150514006614685,0.7214575409889221,0.01770232617855072,0.0006520840688608587,0.6922319531440735]","[-0.30055946111679077,-0.13075119256973267,0.7805474996566772]","[0.03478996083140373,0.14891523122787476,0.6945751309394836,0.7029789090156555]",1.1920928955078125e-07,0.0,0.0,False,False,0.007364590652287006
26,0,25,False,"[-0.033591531217098236,1.9377706050872803,1.3620378971099854,-1.1510531902313232,-0.04327654838562012,1.906042456626892,0.3127398192882538,-0.012439459562301636,-0.07814943790435791,-0.0350990891456604,-0.004811478313058615,0.022656172513961792,0.03850889205932617,1.0357483625411987]","[-0.03393139690160751,1.939805507659912,1.3619384765625,-1.1501063108444214,-0.04266102984547615,1.906647801399231]",0.013068773783743382,"[-0.012851127423346043,-0.07655027508735657,-0.034501813352108,-0.00550460908561945,0.023069923743605614,0.03689396753907204]",0.043991051614284515,"[-0.289438396692276,-0.11426666378974915,0.9293256402015686,0.68604576587677,0.07349131256341934,0.6990625858306885,-0.18775418400764465]","[0.3023706376552582,-0.3541918992996216,0.9150926470756531,0.7191048264503479,0.026256196200847626,-4.248850018484518e-05,0.6944053173065186]","[-0.30055949091911316,-0.1307515650987625,0.7805473208427429]","[0.03478853404521942,0.1489149034023285,0.6945652365684509,0.7029888033866882]",-5.960464477539063e-08,0.0,0.0,False,False,0.006798174697905779
