policy_step,act_chunk_number,act_chunk_index,act_chunk_refresh,act_action_14d,left_arm_joints,left_gripper,right_arm_joints,right_gripper,left_end_effector_pose,right_end_effector_pose,coin_position,coin_orientation_wxyz,coin_z_delta,reward,score,success,episode_ended,max_internal_tracking_error
11,0,10,False,"[-0.020128019154071808,-0.03782916069030762,-0.0026640892028808594,0.011183038353919983,-0.014355689287185669,-0.0028899312019348145,1.0422024726867676,0.4912090599536896,1.1841073036193848,0.9566042423248291,-0.6669836044311523,0.08860695362091064,-0.656925618648529,1.1050922870635986]","[-0.01977238431572914,-0.038018401712179184,-0.004467853810638189,0.01171781774610281,-0.01472979225218296,-0.003371721599251032]",0.04399575665593147,"[0.48238587379455566,1.1380107402801514,0.9360761046409607,-0.6491788029670715,0.08786153048276901,-0.641934335231781]",0.04399999976158142,"[-0.29806146025657654,-0.3542473614215851,0.924028217792511,0.7086246013641357,0.014532734639942646,-0.017463624477386475,0.7052196860313416]","[0.19863104820251465,-0.2500050663948059,1.0382472276687622,0.36512279510498047,-0.5031527876853943,-0.05123413726687431,0.7815994620323181]","[0.13372357189655304,-0.1155056431889534,0.7805881500244141]","[0.09688003361225128,0.15189434587955475,0.6923672556877136,0.6986915469169617]",0.0,0.0,0.0,False,False,0.06584799289703369
12,0,11,False,"[-0.024737350642681122,-0.0238264799118042,-0.009187459945678711,0.017453521490097046,-0.008773714303970337,0.008860915899276733,1.045298457145691,0.5354949235916138,1.3571374416351318,1.075202226638794,-0.7518588304519653,0.09317237138748169,-0.748751163482666,1.125708818435669]","[-0.024167856201529503,-0.02543230541050434,-0.008831067010760307,0.016646407544612885,-0.009514781646430492,0.007302426267415285]",0.043992623686790466,"[0.5294079780578613,1.3155118227005005,1.0602009296417236,-0.7382491827011108,0.09241094440221786,-0.7351435422897339]",0.04399999976158142,"[-0.2974659204483032,-0.3532657027244568,0.9220603704452515,0.7120169401168823,0.014156138524413109,-0.009385795332491398,0.7019567489624023]","[0.1727607250213623,-0.226411834359169,1.032326579093933,0.2881091833114624,-0.5652696490287781,-0.06337544322013855,0.7703549861907959]","[0.13372357189655304,-0.1155056431889534,0.7805881500244141]","[0.09687983989715576,0.15189450979232788,0.6923670172691345,0.6986918449401855]",0.0,0.0,0.0,False,False,0.0612560510635376
13,0,12,False,"[-0.02361532673239708,-0.021411478519439697,-0.008132994174957275,0.020759597420692444,-0.003767251968383789,-0.001841425895690918,1.058113694190979,0.5760742425918579,1.489323377609253,1.2106776237487793,-0.8331530690193176,0.10455754399299622,-0.8301805257797241,1.0791757106781006]","[-0.023691892623901367,-0.021913498640060425,-0.008138799108564854,0.020256852731108665,-0.004495305474847555,-0.0006747183506377041]",0.04398949071764946,"[0.570745587348938,1.4681529998779297,1.194112777709961,-0.8201606273651123,0.10295677930116653,-0.818065345287323]",0.04394303262233734,"[-0.2973633408546448,-0.3531227111816406,0.9223747849464417,0.713655948638916,0.011621608398854733,-0.01243397407233715,0.7002895474433899]","[0.1471206396818161,-0.20560219883918762,1.0299307107925415,0.22402650117874146,-0.6080473065376282,-0.08241724967956543,0.7571643590927124]","[0.13372357189655304,-0.115505650639534,0.7805881500244141]","[0.09687996655702591,0.15189442038536072,0.6923670172691345,0.6986917853355408]",0.0,0.0,0.0,False,False,0.036539673805236816
14,0,13,False,"[-0.01987583190202713,-0.026611626148223877,0.00397104024887085,0.01739610731601715,0.0002631545066833496,0.0046246349811553955,1.0514684915542603,0.6279019117355347,1.6028149127960205,1.3040094375610352,-0.906582236289978,0.10969570279121399,-0.890975832939148,1.0988409519195557]","[-0.02033465914428234,-0.026107408106327057,0.0026855976320803165,0.017830943688750267,-0.000344982574461028,0.003948472440242767]",0.04399077966809273,"[0.6214807629585266,1.5865840911865234,1.2916423082351685,-0.8949571847915649,0.10875354707241058,-0.8816866278648376]",0.043957654386758804,"[-0.2975872755050659,-0.3540579676628113,0.9261454343795776,0.7138053774833679,0.017722995951771736,-0.015267664566636086,0.6999531984329224]","[0.12195417284965515,-0.19528527557849884,1.0222206115722656,0.15956683456897736,-0.6411095261573792,-0.09835604578256607,0.7442063093185425]","[0.13372357189655304,-0.11550566554069519,0.7805881500244141]","[0.09688010066747665,0.1518939733505249,0.6923664212226868,0.6986925005912781]",0.0,0.0,0.0,False,False,0.028439998626708984
15,0,14,False,"[-0.025358840823173523,-0.022748291492462158,0.0008737444877624512,0.015651434659957886,-0.0009852051734924316,0.004617869853973389,1.0374071598052979,0.639954686164856,1.6657238006591797,1.351250171661377,-0.9376886487007141,0.10170230269432068,-0.9307101964950562,1.0875513553619385]","[-0.024766484275460243,-0.023092234507203102,0.0009402274154126644,0.01588047295808792,-0.0008939597173593938,0.004533217754215002]",0.0439959280192852,"[0.6377879977226257,1.6559083461761475,1.3446934223175049,-0.9318791627883911,0.10258814692497253,-0.9244600534439087]",0.043944187462329865,"[-0.2971705496311188,-0.3537634611129761,0.9251338839530945,0.7152149081230164,0.015551329590380192,-0.01270455401390791,0.6986159682273865]","[0.1098516434431076,-0.1877695769071579,1.015421748161316,0.12245313823223114,-0.6563359498977661,-0.10487984120845795,0.7370402812957764]","[0.13372357189655304,-0.1155056357383728,0.7805881500244141]","[0.09687983989715576,0.15189455449581146,0.6923673748970032,0.6986914873123169]",0.0,0.0,0.0,False,False,0.01691412925720215
16,0,15,False,"[-0.025800175964832306,-0.012473881244659424,0.0002860426902770996,0.019140198826789856,0.006475329399108887,-0.005147606134414673,1.0548831224441528,0.6794352531433105,1.8005050420761108,1.444516658782959,-0.9756391644477844,0.10343930125236511,-0.9731913805007935,1.0342092514038086]","[-0.025693316012620926,-0.013729377649724483,0.00035965139977633953,0.01871512085199356,0.005544885527342558,-0.003912754822522402]",0.04399526119232178,"[0.6747515797615051,1.7831369638442993,1.433455228805542,-0.9693328738212585,0.10328845679759979,-0.9669743180274963]",0.04390937089920044,"[-0.29688021540641785,-0.3531888425350189,0.9244931936264038,0.7178837060928345,0.0100772799924016,-0.013073389418423176,0.6959672570228577]","[0.08458839356899261,-0.1753275990486145,0.9987432956695557,0.07239216566085815,-0.6764433979988098,-0.11312366276979446,0.7241454124450684]","[0.13372358679771423,-0.1155056357383728,0.7805881500244141]","[0.09687983989715576,0.1518944352865219,0.6923673748970032,0.6986914873123169]",0.0,0.0,0.0,False,False,0.03162074089050293
17,0,16,False,"[-0.02668241783976555,-0.022967517375946045,0.003750324249267578,0.017971888184547424,0.00915566086769104,-0.013804107904434204,1.0468796491622925,0.7052861452102661,1.843247413635254,1.4775021076202393,-0.9934515357017517,0.09748426079750061,-0.9951285123825073,1.002848505973816]","[-0.0265730619430542,-0.02190820872783661,0.0034505112562328577,0.01810908317565918,0.008700704202055931,-0.012543143704533577]",0.0439939945936203,"[0.7017526626586914,1.8352997303009033,1.472963809967041,-0.9900431036949158,0.09820016473531723,-0.9915381669998169]",0.043936587870121,"[-0.29672175645828247,-0.3538806140422821,0.9261128902435303,0.7192738056182861,0.010720387101173401,-0.019856248050928116,0.694360077381134]","[0.0707884281873703,-0.17382949590682983,0.9915735125541687,0.04303043335676193,-0.6826046705245972,-0.1216345950961113,0.719308078289032]","[0.13372355699539185,-0.115505650639534,0.7805881500244141]","[0.09687996655702591,0.1518944501876831,0.6923670768737793,0.6986917853355408]",0.0,0.0,0.0,False,False,0.012982726097106934
18,0,17,False,"[-0.02891046553850174,-0.021689653396606445,0.0031987428665161133,0.023792356252670288,0.011058986186981201,-0.028117597103118896,1.0334872007369995,0.7536517381668091,1.9593586921691895,1.5630552768707275,-1.0428104400634766,0.09243848919868469,-1.0564420223236084,0.9019439220428467]","[-0.028638925403356552,-0.02171027660369873,0.00321103073656559,0.02306423895061016,0.010763954371213913,-0.026132065802812576]",0.0439959317445755,"[0.7477313280105591,1.944304347038269,1.5529288053512573,-1.0354846715927124,0.09312312304973602,-1.0481635332107544]",0.04179919883608818,"[-0.29646334052085876,-0.35388392210006714,0.9264949560165405,0.7207455039024353,0.007397686596959829,-0.026164432987570763,0.6926661729812622]","[0.045214250683784485,-0.17072948813438416,0.9740298390388489,-0.016518164426088333,-0.69659024477005,-0.13724036514759064,0.7040271759033203]","[0.13372357189655304,-0.1155056580901146,0.7805881500244141]","[0.09688003361225128,0.15189404785633087,0.6923666596412659,0.698692262172699]",0.0,0.0,0.0,False,False,0.027742743492126465
19,0,18,False,"[-0.02583147957921028,-0.007302224636077881,0.004763364791870117,0.0264207124710083,0.017017394304275513,-0.022901147603988647,1.0487475395202637,0.7479267120361328,1.967828392982483,1.5918161869049072,-1.0579267740249634,0.10095730423927307,-1.074352741241455,0.8981233239173889]","[-0.026174571365118027,-0.008997127413749695,0.004549994599074125,0.02597838081419468,0.016221823170781136,-0.0233137309551239]",0.04399380832910538,"[0.7472683191299438,1.9642459154129028,1.5876872539520264,-1.0548617839813232,0.10001908987760544,-1.0710090398788452]",0.040537893772125244,"[-0.2965247929096222,-0.3532072603702545,0.9262595176696777,0.7218037247657776,0.005492351949214935,-0.022105004638433456,0.6917228102684021]","[0.04206690564751625,-0.16678474843502045,0.9756937623023987,-0.02410554513335228,-0.699317216873169,-0.14512883126735687,0.6995083093643188]","[0.13372355699539185,-0.115505650639534,0.7805881500244141]","[0.09688053280115128,0.1518942415714264,0.6923671960830688,0.6986916661262512]",0.0,0.0,0.0,False,False,0.010859489440917969
20,0,19,False,"[-0.024249110370874405,-0.025930821895599365,-0.0015361905097961426,0.03286130726337433,0.012402325868606567,-0.03286951780319214,1.0177966356277466,0.76210618019104,1.948899269104004,1.5861024856567383,-1.0825378894805908,0.10404929518699646,-1.0906388759613037,0.8209820985794067]","[-0.024466386064887047,-0.023942966014146805,-0.0007589809829369187,0.03200199082493782,0.012880602851510048,-0.03165137767791748]",0.0439942367374897,"[0.7605982422828674,1.9507524967193604,1.5860793590545654,-1.0791488885879517,0.10350351780653,-1.088143229484558]",0.03797478973865509,"[-0.2968011200428009,-0.3537871241569519,0.9261777997016907,0.720024824142456,0.008004770614206791,-0.03059220500290394,0.6932274699211121]","[0.04118231311440468,-0.1731141060590744,0.9798438549041748,-0.0377509631216526,-0.7018267512321472,-0.15311187505722046,0.6946731209754944]","[0.13372357189655304,-0.1155056431889534,0.7805881500244141]","[0.09687992930412292,0.15189464390277863,0.6923672556877136,0.6986916065216064]",0.0,0.0,0.0,False,False,0.005509138107299805
21,0,20,False,"[-0.022516071796417236,-0.034823477268218994,-0.006382584571838379,0.02689884603023529,0.009867727756500244,-0.02799054980278015,1.0203324556350708,0.7658637762069702,1.9827498197555542,1.5760300159454346,-1.0646971464157104,0.09693032503128052,-1.086735486984253,0.8010585308074951]","[-0.02273925207555294,-0.033512819558382034,-0.00578616326674819,0.027525220066308975,0.01024474948644638,-0.028458133339881897]",0.043997954577207565,"[0.7651447653770447,1.9791334867477417,1.5772939920425415,-1.0664513111114502,0.09777149558067322,-1.0869135856628418]",0.03603709116578102,"[-0.29704830050468445,-0.35398954153060913,0.92476487159729,0.7184959053993225,0.009190280921757221,-0.029540129005908966,0.6948427557945251]","[0.037660423666238785,-0.17217402160167694,0.9674562811851501,-0.04768681153655052,-0.7054373621940613,-0.1467493623495102,0.6917720437049866]","[0.13372357189655304,-0.1155056431889534,0.7805881500244141]","[0.09688016027212143,0.15189434587955475,0.6923671960830688,0.6986916661262512]",0.0,0.0,0.0,False,False,0.010285139083862305
22,0,21,False,"[-0.023120295256376266,-0.039352595806121826,-0.005904674530029297,0.036250606179237366,0.012349128723144531,-0.03345209360122681,1.018092393875122,0.7967789173126221,2.0537796020507812,1.6379668712615967,-1.0870113372802734,0.09620484709739685,-1.1281850337982178,0.6398187875747681]","[-0.023079119622707367,-0.03870008885860443,-0.0057873958721756935,0.03517438843846321,0.012083240784704685,-0.03281499072909355]",0.0439981184899807,"[0.7933204770088196,2.0443778038024902,1.6312601566314697,-1.083974838256836,0.09636999666690826,-1.1229170560836792]",0.031402796506881714,"[-0.29697051644325256,-0.35434815287590027,0.9258962273597717,0.7192029356956482,0.012140492908656597,-0.03558320924639702,0.6937820315361023]","[0.02114853449165821,-0.17108583450317383,0.9570704698562622,-0.07920636981725693,-0.708053469657898,-0.16113579273223877,0.6829508543014526]","[0.13372358679771423,-0.1155056580901146,0.7805881500244141]","[0.09687996655702591,0.1518942415714264,0.6923667192459106,0.6986921429634094]",0.0,0.0,0.0,False,False,0.016164064407348633
23,0,22,False,"[-0.0223190076649189,-0.04059422016143799,-0.01227647066116333,0.03067740797996521,0.009973019361495972,-0.03411072492599487,1.018009901046753,0.7939069271087646,2.0718421936035156,1.6366846561431885,-1.0954687595367432,0.10563784837722778,-1.1368533372879028,0.5811623334884644]","[-0.022403869777917862,-0.04032129794359207,-0.011643658392131329,0.0311993807554245,0.010238086804747581,-0.03394602611660957]",0.04399546608328819,"[0.793369472026825,2.0681405067443848,1.6362980604171753,-1.093927025794983,0.10449851304292679,-1.1350747346878052]",0.027315782383084297,"[-0.2970810830593109,-0.35400766134262085,0.9236465692520142,0.7183794379234314,0.008849257603287697,-0.03308834508061409,0.6948077082633972]","[0.019974028691649437,-0.16962949931621552,0.9493885040283203,-0.09057930111885071,-0.715829074382782,-0.15913745760917664,0.6738392114639282]","[0.13372357189655304,-0.115505650639534,0.7805881500244141]","[0.09687992185354233,0.15189409255981445,0.6923670172691345,0.6986919045448303]",0.0,0.0,0.0,False,False,0.0065264515578746796
24,0,23,False,"[-0.019318237900733948,-0.039961397647857666,-0.009423792362213135,0.04412071406841278,0.006645411252975464,-0.03926089406013489,1.0151113271713257,0.8096919059753418,2.0559864044189453,1.6755454540252686,-1.1275640726089478,0.10861030220985413,-1.1665723323822021,0.459951788187027]","[-0.019672773778438568,-0.040062665939331055,-0.009525828994810581,0.042527176439762115,0.007092676591128111,-0.038583748042583466]",0.04399804398417473,"[0.80800461769104,2.0572702884674072,1.6708749532699585,-1.1232200860977173,0.10806211829185486,-1.162556767463684]",0.022299962118268013,"[-0.29743820428848267,-0.354202538728714,0.9254394769668579,0.7162846922874451,0.011851891875267029,-0.03942923992872238,0.696592390537262]","[0.015160899609327316,-0.17290879786014557,0.962064802646637,-0.09955362975597382,-0.7108871340751648,-0.178623229265213,0.6729207038879395]","[0.13372357189655304,-0.1155056580901146,0.7805881500244141]","[0.09688028693199158,0.1518937349319458,0.6923667788505554,0.6986922025680542]",0.0,0.0,0.0,False,False,0.010224342346191406
25,0,24,False,"[-0.02237008884549141,-0.0461118221282959,-0.009306907653808594,0.03134898841381073,0.002662956714630127,-0.03479599952697754,1.010013222694397,0.8004916906356812,2.0859010219573975,1.6609447002410889,-1.110960841178894,0.10536381602287292,-1.1549792289733887,0.4343147277832031]","[-0.022043855860829353,-0.045363519340753555,-0.009419742040336132,0.03275168687105179,0.0032282164320349693,-0.03527926653623581]",0.04399940371513367,"[0.8010426759719849,2.0828847885131836,1.6620692014694214,-1.1124550104141235,0.1057378426194191,-1.155943751335144]",0.018632614985108376,"[-0.29732853174209595,-0.35446280241012573,0.9249338507652283,0.7157702445983887,0.011433374136686325,-0.03681076318025589,0.6972711682319641]","[0.015529684722423553,-0.16950765252113342,0.9501951932907104,-0.10267749428749084,-0.7160826921463013,-0.16711300611495972,0.6698925495147705]","[0.13372357189655304,-0.1155056580901146,0.7805881500244141]","[0.09687963128089905,0.1518947184085846,0.6923667192459106,0.6986920833587646]",0.0,0.0,0.0,False,False,0.012629508972167969
26,0,25,False,"[-0.016771361231803894,-0.04479855298995972,-0.003905355930328369,0.046976134181022644,0.0010770559310913086,-0.033702969551086426,1.0174517631530762,0.817757248878479,2.0559029579162598,1.6530098915100098,-1.1045775413513184,0.09938278794288635,-1.1285353899002075,0.346917062997818]","[-0.017387213185429573,-0.04492489993572235,-0.0043957470916211605,0.04522387310862541,0.0013385070487856865,-0.03390426188707352]",0.043997980654239655,"[0.8161616325378418,2.058697462081909,1.6543704271316528,-1.1056016683578491,0.10015265643596649,-1.132034182548523]",0.01464492455124855,"[-0.29783549904823303,-0.35488221049308777,0.9278068542480469,0.7133418321609497,0.017979871481657028,-0.042406629770994186,0.6993008255958557]","[0.013090294785797596,-0.17572304606437683,0.9574214816093445,-0.09329017996788025,-0.7095633745193481,-0.16962920129299164,0.6775268316268921]","[0.13372357189655304,-0.115505650639534,0.7805881500244141]","[0.09687991440296173,0.15189458429813385,0.6923670768737793,0.698691725730896]",0.0,0.0,0.0,False,False,0.011751651763916016
