policy_step,act_chunk_number,act_chunk_index,act_chunk_refresh,act_action_14d,left_arm_joints,left_gripper,right_arm_joints,right_gripper,left_end_effector_pose,right_end_effector_pose,coin_position,coin_orientation_wxyz,coin_z_delta,reward,score,success,episode_ended,max_internal_tracking_error
86,1,35,False,"[-0.08578827977180481,0.44494685530662537,0.2253774106502533,0.19452938437461853,0.3206809163093567,0.07081088423728943,1.0001461505889893,0.3127495050430298,1.6176433563232422,0.9139959812164307,0.5444077253341675,-0.9758141040802002,-0.24398896098136902,0.05171835422515869]","[-0.08341226726770401,0.428627610206604,0.21748919785022736,0.19008608162403107,0.3078596591949463,0.06667612493038177]",0.043807417154312134,"[0.3128563463687897,1.6179944276809692,0.9134281277656555,0.5418899059295654,-0.9763488173484802,-0.24542482197284698]",0.0,"[-0.2802576720714569,-0.3247111439704895,0.9766282439231873,0.8307560682296753,0.019469859078526497,0.025099677965044975,0.555729329586029]","[0.17345896363258362,-0.1354384571313858,0.9995856285095215,0.13431118428707123,-0.05245352163910866,-0.048322390764951706,0.988369345664978]","[0.13372357189655304,-0.115505650639534,0.7805881500244141]","[0.09687992930412292,0.15189476311206818,0.6923669576644897,0.6986917853355408]",0.0,0.0,0.0,False,False,0.027822881937026978
87,1,36,False,"[-0.12462542951107025,0.5950093269348145,0.3034343719482422,0.2415320873260498,0.43469470739364624,0.09951505064964294,0.9990382194519043,0.3255932629108429,1.636023759841919,0.9230883121490479,0.5427300930023193,-0.9713112115859985,-0.2434978187084198,0.05087381601333618]","[-0.12006447464227676,0.575398862361908,0.2940387427806854,0.23521137237548828,0.41867300868034363,0.09533446282148361]",0.043944090604782104,"[0.32423684000968933,1.6341185569763184,0.9218757152557373,0.5425924062728882,-0.9719409346580505,-0.2437424510717392]",0.0,"[-0.27066925168037415,-0.30896908044815063,0.9905856251716614,0.8693768382072449,0.02288762480020523,0.03720017150044441,0.492215633392334]","[0.1688838005065918,-0.1336912214756012,0.9970473647117615,0.1306418776512146,-0.054024845361709595,-0.044708121567964554,0.9889464974403381]","[0.13372357189655304,-0.1155056357383728,0.7805881500244141]","[0.09688004851341248,0.15189440548419952,0.6923673748970032,0.6986914873123169]",0.0,0.0,0.0,False,False,0.03335928916931152
88,1,37,False,"[-0.13429643213748932,0.6651459336280823,0.33430492877960205,0.2598327398300171,0.4845901131629944,0.11053383350372314,1.0120097398757935,0.3247116208076477,1.62980055809021,0.9080263376235962,0.5553407073020935,-0.9785104990005493,-0.2170087695121765,0.0803571343421936]","[-0.13277281820774078,0.6547755599021912,0.3297082185745239,0.25673580169677734,0.4762416481971741,0.10859773308038712]",0.04394449666142464,"[0.324632465839386,1.6301573514938354,0.9097309112548828,0.5537242889404297,-0.9776931405067444,-0.22042207419872284]",0.0,"[-0.2660180926322937,-0.29925402998924255,0.9947092533111572,0.8862066268920898,0.020195042714476585,0.044735923409461975,0.46068274974823]","[0.16934339702129364,-0.135771706700325,0.9955655336380005,0.12835697829723358,-0.051316920667886734,-0.03444143012166023,0.9898003935813904]","[0.13372357189655304,-0.1155056282877922,0.7805881500244141]","[0.09688001871109009,0.1518944948911667,0.6923677921295166,0.6986910700798035]",0.0,0.0,0.0,False,False,0.017924964427947998
89,1,38,False,"[-0.16745589673519135,0.819827675819397,0.41936054825782776,0.3064643144607544,0.6116848587989807,0.14082512259483337,1.015026569366455,0.3288189172744751,1.6304702758789062,0.9072598814964294,0.5762515664100647,-0.9946887493133545,-0.19092826545238495,0.07679468393325806]","[-0.16368192434310913,0.8004195690155029,0.40965136885643005,0.3003794848918915,0.5945053696632385,0.13671928644180298]",0.04398099705576897,"[0.3283998370170593,1.6303527355194092,0.9076024293899536,0.5733967423439026,-0.9925439953804016,-0.19469377398490906]",0.0,"[-0.2549818158149719,-0.27968570590019226,1.0051370859146118,0.9180461764335632,0.024723852053284645,0.051295243203639984,0.3923628330230713]","[0.16804933547973633,-0.13667607307434082,0.9965404272079468,0.12034427374601364,-0.044593144208192825,-0.02942257560789585,0.9912936091423035]","[0.13372357189655304,-0.1155056282877922,0.7805881500244141]","[0.09688029438257217,0.151894211769104,0.6923677325248718,0.6986910700798035]",0.0,0.0,0.0,False,False,0.0333060622215271
90,1,39,False,"[-0.18527060747146606,0.9332054853439331,0.4706243574619293,0.33818426728248596,0.6845569610595703,0.16710972785949707,1.0176624059677124,0.32637032866477966,1.6330113410949707,0.9022834300994873,0.567721962928772,-0.9794480204582214,-0.18402327597141266,0.103557288646698]","[-0.18292959034442902,0.9178338646888733,0.4638911187648773,0.3334718942642212,0.6730964779853821,0.16323545575141907]",0.04399999976158142,"[0.3265363872051239,1.6327928304672241,0.9028538465499878,0.568414568901062,-0.9811012744903564,-0.18538156151771545]",0.0,"[-0.24651077389717102,-0.26251256465911865,1.007222294807434,0.9361602067947388,0.024774784222245216,0.05933670699596405,0.3456434905529022]","[0.1688418984413147,-0.1364765763282776,0.9938680529594421,0.12676282227039337,-0.04762754216790199,-0.01942393183708191,0.9905985593795776]","[0.13372357189655304,-0.1155056431889534,0.7805881500244141]","[0.09688031673431396,0.15189413726329803,0.6923672556877136,0.6986915469169617]",0.0,0.0,0.0,False,False,0.026826679706573486
91,1,40,False,"[-0.2043483853340149,0.9927762746810913,0.5029409527778625,0.3585175573825836,0.7369157075881958,0.1821231096982956,1.0136995315551758,0.32727497816085815,1.6384879350662231,0.8898361921310425,0.5940998792648315,-0.9876435995101929,-0.16146054863929749,0.11026054620742798]","[-0.2020067274570465,0.9840110540390015,0.4987175166606903,0.3554275631904602,0.7288175821304321,0.1797187179327011]",0.043990496546030045,"[0.3272229731082916,1.6377390623092651,0.8914232850074768,0.5908236503601074,-0.9868230819702148,-0.16451548039913177]",0.0,"[-0.23949860036373138,-0.2528705596923828,1.0090183019638062,0.9484189748764038,0.028973057866096497,0.06039601191878319,0.30986154079437256]","[0.16878896951675415,-0.13732990622520447,0.9907195568084717,0.12425056099891663,-0.04454430565237999,-0.011743122711777687,0.9911808967590332]","[0.13372357189655304,-0.115505650639534,0.7805881500244141]","[0.09687996655702591,0.15189437568187714,0.692366898059845,0.6986919641494751]",0.0,0.0,0.0,False,False,0.01517343521118164
92,1,41,False,"[-0.2203732281923294,1.0758265256881714,0.5503925085067749,0.3702579736709595,0.8047575950622559,0.18083219230175018,1.0222759246826172,0.3293749690055847,1.628401517868042,0.8750640749931335,0.6297602653503418,-1.011782169342041,-0.14444051682949066,0.08958274126052856]","[-0.2183910310268402,1.0652004480361938,0.5446199774742126,0.36844754219055176,0.795081377029419,0.18068981170654297]",0.04399999976158142,"[0.32919883728027344,1.629263997077942,0.877090334892273,0.6248365044593811,-1.008654236793518,-0.14700782299041748]",0.0,"[-0.23183105885982513,-0.24024027585983276,1.0098531246185303,0.9607210755348206,0.019954122602939606,0.060837749391794205,0.2700287103652954]","[0.1688712239265442,-0.14069528877735138,0.9919862151145935,0.1134994700551033,-0.03586767613887787,-0.015545174479484558,0.9927687048912048]","[0.13372357189655304,-0.115505650639534,0.7805881500244141]","[0.09688013792037964,0.15189410746097565,0.6923670768737793,0.6986918449401855]",0.0,0.0,0.0,False,False,0.018613338470458984
93,1,42,False,"[-0.22690661251544952,1.1363847255706787,0.5846077799797058,0.3692924380302429,0.835657000541687,0.21580559015274048,1.017383337020874,0.32785913348197937,1.6202776432037354,0.8772127628326416,0.6162484884262085,-1.0021556615829468,-0.15816961228847504,0.12844312191009521]","[-0.22599174082279205,1.1281672716140747,0.5801371932029724,0.36924898624420166,0.8304584622383118,0.2113245576620102]",0.0439983569085598,"[0.3279702067375183,1.6213674545288086,0.8771547079086304,0.6173424124717712,-1.0029851198196411,-0.15674357116222382]",0.0,"[-0.22696399688720703,-0.22964802384376526,1.008689284324646,0.9661799073219299,0.02296503633260727,0.06796490401029587,0.24768847227096558]","[0.16963738203048706,-0.14139483869075775,0.9938536286354065,0.11673086136579514,-0.03671381250023842,-0.02061767503619194,0.9922705292701721]","[0.13372355699539185,-0.11550567299127579,0.7805881500244141]","[0.0968799963593483,0.15189436078071594,0.6923662424087524,0.6986925601959229]",0.0,0.0,0.0,False,False,0.0145033597946167
94,1,43,False,"[-0.22211815416812897,1.106740951538086,0.5686321258544922,0.3623450696468353,0.805910587310791,0.21791283786296844,1.0065237283706665,0.32238078117370605,1.601313829421997,0.8565518856048584,0.6111925840377808,-0.9871006011962891,-0.1506725698709488,0.13078880310058594]","[-0.22252076864242554,1.1090680360794067,0.5701151490211487,0.363259881734848,0.8090419173240662,0.21707525849342346]",0.04399975389242172,"[0.3229573965072632,1.603685736656189,0.8588745594024658,0.6119444370269775,-0.9891430735588074,-0.1514473706483841]",0.0,"[-0.2288750857114792,-0.23254746198654175,1.0088386535644531,0.9628437161445618,0.027128547430038452,0.06995813548564911,0.25942593812942505]","[0.1728123426437378,-0.1449146270751953,0.9933777451515198,0.1259932965040207,-0.038664355874061584,-0.015325037762522697,0.9911588430404663]","[0.13372354209423065,-0.11550567299127579,0.7805881500244141]","[0.09688050299882889,0.15189391374588013,0.692366361618042,0.6986925601959229]",0.0,0.0,0.0,False,False,0.0056378841400146484
95,1,44,False,"[-0.24947237968444824,1.2224575281143188,0.6340122222900391,0.3821146488189697,0.9027024507522583,0.24365030229091644,1.0191441774368286,0.3213629424571991,1.6124324798583984,0.8510082960128784,0.6590937972068787,-1.0217753648757935,-0.12862733006477356,0.13840657472610474]","[-0.24653667211532593,1.2094273567199707,0.6267796754837036,0.3797855079174042,0.8907433152198792,0.240260049700737]",0.04399999976158142,"[0.32160112261772156,1.6113711595535278,0.8519452214241028,0.6530866622924805,-1.0176379680633545,-0.13154469430446625]",0.0,"[-0.217659592628479,-0.2167927771806717,1.0070838928222656,0.9754032492637634,0.02649138681590557,0.07057121396064758,0.20713867247104645]","[0.17288409173488617,-0.14511767029762268,0.9924067258834839,0.11348193138837814,-0.030041327700018883,-0.017162814736366272,0.9929373860359192]","[0.13372355699539185,-0.11550566554069519,0.7805881500244141]","[0.09688015282154083,0.15189418196678162,0.6923665404319763,0.6986923217773438]",0.0,0.0,0.0,False,False,0.023256778717041016
96,1,45,False,"[-0.2596844732761383,1.25104820728302,0.6447317004203796,0.4070286750793457,0.9247347116470337,0.25439709424972534,1.003612756729126,0.32452192902565,1.601326584815979,0.8309972882270813,0.6930340528488159,-1.025132179260254,-0.09264881908893585,0.15109390020370483]","[-0.25826379656791687,1.2460763454437256,0.642936646938324,0.4036366939544678,0.920412540435791,0.2526000738143921]",0.04399999976158142,"[0.3242361545562744,1.6023553609848022,0.8335064649581909,0.6879611015319824,-1.0242232084274292,-0.097617007791996]",0.0,"[-0.21272066235542297,-0.21147695183753967,1.0059502124786377,0.9794362783432007,0.034152958542108536,0.06777800619602203,0.18693393468856812]","[0.17312175035476685,-0.14885929226875305,0.9925758242607117,0.1097388043999672,-0.022440310567617416,-0.011838044971227646,0.9936365485191345]","[0.13372357189655304,-0.115505650639534,0.7805881500244141]","[0.09688009321689606,0.151894211769104,0.6923671364784241,0.698691725730896]",0.0,0.0,0.0,False,False,0.0085676908493042
97,1,46,False,"[-0.2673260569572449,1.2775012254714966,0.660432755947113,0.4208448529243469,0.9475363492965698,0.25230926275253296,0.9879961013793945,0.3204188346862793,1.5739738941192627,0.8161584138870239,0.711676836013794,-1.0278956890106201,-0.06740128993988037,0.16177144646644592]","[-0.2663487195968628,1.2738186120986938,0.6585344672203064,0.4186943769454956,0.944077730178833,0.2523490786552429]",0.04374090954661369,"[0.32082468271255493,1.5771043300628662,0.8182522654533386,0.7086989879608154,-1.027469277381897,-0.0712594985961914]",0.0,"[-0.2089976966381073,-0.20714834332466125,1.0057120323181152,0.9823920130729675,0.035381801426410675,0.06449151784181595,0.17174075543880463]","[0.17577290534973145,-0.1534619927406311,0.997401237487793,0.11039626598358154,-0.014445275068283081,-0.012641221284866333,0.9937021732330322]","[0.13372355699539185,-0.11550566554069519,0.7805881500244141]","[0.09687991440296173,0.1518944352865219,0.6923663020133972,0.6986925005912781]",0.0,0.0,0.0,False,False,0.006408810615539551
98,1,47,False,"[-0.2794719636440277,1.313680648803711,0.6741279363632202,0.42033517360687256,0.9721201658248901,0.24932631850242615,0.9697679281234741,0.3212762475013733,1.5693061351776123,0.8044473528862,0.7332798838615417,-1.0256941318511963,-0.045603930950164795,0.16773808002471924]","[-0.27804237604141235,1.309156894683838,0.6723085641860962,0.4201127290725708,0.968541145324707,0.2497105896472931]",0.04320322722196579,"[0.3212311267852783,1.570356845855713,0.8059211373329163,0.7301101684570312,-1.025941014289856,-0.04887864366173744]",0.0,"[-0.20414438843727112,-0.20263366401195526,1.001749038696289,0.9856255054473877,0.02507895603775978,0.06570900976657867,0.15360870957374573]","[0.17643451690673828,-0.1557879000902176,0.9975073337554932,0.11120741814374924,-0.00992493238300085,-0.008712366223335266,0.9937094449996948]","[0.13372355699539185,-0.11550566554069519,0.7805881500244141]","[0.09688027203083038,0.15189416706562042,0.6923664212226868,0.6986923813819885]",0.0,0.0,0.0,False,False,0.008330345153808594
99,1,48,False,"[-0.2638324499130249,1.2785029411315918,0.659308671951294,0.4017929434776306,0.9327824115753174,0.27448099851608276,0.9581574201583862,0.30204933881759644,1.5162248611450195,0.7892478704452515,0.7022205591201782,-1.0056705474853516,-0.050406962633132935,0.22361516952514648]","[-0.2653444707393646,1.28183114528656,0.6610062122344971,0.4041813611984253,0.9373273849487305,0.2713208496570587]",0.04260947182774544,"[0.3040497303009033,1.522292971611023,0.791314423084259,0.7058465480804443,-1.0082672834396362,-0.05020909756422043]",0.0008444396080449224,"[-0.20901310443878174,-0.20577506721019745,1.0033398866653442,0.9815104007720947,0.03568655252456665,0.07114871591329575,0.1740734577178955]","[0.18416936695575714,-0.16128553450107574,1.0052306652069092,0.12855111062526703,-0.00850710365921259,-0.013494524173438549,0.9915745854377747]","[0.13372357189655304,-0.1155056580901146,0.7805881500244141]","[0.09688011556863785,0.15189401805400848,0.6923668384552002,0.6986920833587646]",0.0,0.0,0.0,False,False,0.011985540390014648
100,1,49,False,"[-0.2730709910392761,1.3152705430984497,0.6757045984268188,0.39531534910202026,0.95176100730896,0.2797369062900543,0.9502588510513306,0.2997815012931824,1.4889717102050781,0.7352217435836792,0.7615506649017334,-1.0208873748779297,-0.0016634464263916016,0.2166004478931427]","[-0.27222397923469543,1.3116222620010376,0.6738393306732178,0.3963976204395294,0.9498981833457947,0.27866092324256897]",0.04210252687335014,"[0.30031275749206543,1.4929840564727783,0.7414730787277222,0.754378080368042,-1.0193737745285034,-0.007866431027650833]",0.0011612513335421681,"[-0.20575138926506042,-0.20152224600315094,0.9995757937431335,0.9832602739334106,0.028224630281329155,0.07541158050298691,0.1634487360715866]","[0.188200905919075,-0.17095060646533966,1.002583622932434,0.12508045136928558,0.000100488199677784,-0.005211095325648785,0.9921329021453857]","[0.13372357189655304,-0.1155056580901146,0.7805881500244141]","[0.09687980264425278,0.15189485251903534,0.6923668384552002,0.6986919641494751]",0.0,0.0,0.0,False,False,0.011909067630767822
101,2,0,True,"[-0.1751684844493866,1.6158833503723145,1.1419178247451782,-0.17826847732067108,0.8142638206481934,0.8813223838806152,0.22438424825668335,0.24349240958690643,0.9372245669364929,0.43313032388687134,0.5055349469184875,-0.8004682064056396,-0.01957494020462036,0.854022204875946]","[-0.18605229258537292,1.4957021474838257,0.8662324547767639,0.19786755740642548,0.8312802314758301,0.4780236482620239]",0.03270070254802704,"[0.24945659935474396,1.2993578910827637,0.5549336075782776,0.5700536966323853,-0.8402079939842224,-0.01806716062128544]",0.009575377218425274,"[-0.2211487889289856,-0.14892029762268066,0.9932841062545776,0.9582558870315552,0.036266956478357315,0.15606485307216644,0.23679965734481812]","[0.21703511476516724,-0.20995819568634033,0.9799158573150635,0.2368244081735611,-0.04313380643725395,0.0680757462978363,0.9682042002677917]","[0.13372358679771423,-0.1155056357383728,0.7805881500244141]","[0.09687980264425278,0.1518944352865219,0.6923675537109375,0.6986913084983826]",0.0,0.0,0.0,False,False,0.4231453835964203
102,2,1,False,"[-0.13986432552337646,1.5780012607574463,1.1273568868637085,-0.24542281031608582,0.7471809387207031,0.9112256765365601,0.2357386350631714,0.22139854729175568,0.860042154788971,0.39177852869033813,0.4591473937034607,-0.734268844127655,-0.025490880012512207,0.8577980995178223]","[-0.14517024159431458,1.568179965019226,1.0476551055908203,0.0025303661823272705,0.7577366232872009,0.6750883460044861]",0.024769673123955727,"[0.22429141402244568,1.106082558631897,0.41077402234077454,0.47293251752853394,-0.7476910352706909,-0.024528473615646362]",0.017503121867775917,"[-0.23118709027767181,-0.11962918192148209,1.0122772455215454,0.9369412660598755,0.08795619755983353,0.21634387969970703,0.260000079870224]","[0.23397976160049438,-0.24713793396949768,0.9679265022277832,0.29228901863098145,-0.05909178778529167,0.08442346751689911,0.9507617354393005]","[0.13372358679771423,-0.1155056431889534,0.7805881500244141]","[0.09687995165586472,0.151894211769104,0.6923672556877136,0.6986916065216064]",0.0,0.0,0.0,False,False,0.26793545484542847
103,2,2,False,"[-0.10596659034490585,1.573346734046936,1.1544723510742188,-0.3582058250904083,0.6671667098999023,0.9892680644989014,0.24756968021392822,0.2057982236146927,0.7924273014068604,0.37139105796813965,0.4071151614189148,-0.6698848009109497,-0.030311644077301025,0.8603672385215759]","[-0.11019165813922882,1.5737888813018799,1.1415168046951294,-0.1885460466146469,0.6785155534744263,0.8668937683105469]",0.017505036666989326,"[0.20768126845359802,0.9187218546867371,0.37668806314468384,0.4155343174934387,-0.6796687245368958,-0.0295619685202837]",0.024615127593278885,"[-0.24413587152957916,-0.11394506692886353,1.0251879692077637,0.9113867878913879,0.1265910118818283,0.2856505513191223,0.2678666412830353]","[0.24384421110153198,-0.269595742225647,0.9855285286903381,0.33377736806869507,-0.03795040026307106,0.039994169026613235,0.941038191318512]","[0.13372357189655304,-0.115505650639534,0.7805881500244141]","[0.09687969088554382,0.1518947333097458,0.6923668384552002,0.6986919641494751]",0.0,0.0,0.0,False,False,0.1880064159631729
104,2,3,False,"[-0.06394164264202118,1.5668354034423828,1.1962053775787354,-0.509103536605835,0.5536033511161804,1.0703175067901611,0.2647548019886017,0.17906609177589417,0.701302170753479,0.3454476594924927,0.3333507776260376,-0.58188396692276,-0.0533178448677063,0.8822491765022278]","[-0.0687178373336792,1.5685679912567139,1.189414143562317,-0.3792218565940857,0.569311797618866,1.0392837524414062]",0.012232278473675251,"[0.18211565911769867,0.7400920391082764,0.3488598167896271,0.3436448276042938,-0.5941787958145142,-0.050270527601242065]",0.029925400391221046,"[-0.26105403900146484,-0.11726036667823792,1.0274746417999268,0.8783025741577148,0.1355815976858139,0.3712863028049469,0.26897695660591125]","[0.2547067701816559,-0.29104188084602356,0.9975093007087708,0.38618889451026917,-0.022740818560123444,-0.0032713336404412985,0.9221335053443909]","[0.13372355699539185,-0.1155056580901146,0.7805881500244141]","[0.09688014537096024,0.15189431607723236,0.6923666596412659,0.6986921429634094]",0.0,0.0,0.0,False,False,0.14927035570144653
105,2,4,False,"[-0.0314936563372612,1.4935312271118164,1.1568832397460938,-0.5509088635444641,0.474392294883728,1.0787965059280396,0.2681173086166382,0.15886789560317993,0.6186343431472778,0.30448853969573975,0.28835591673851013,-0.5091912746429443,-0.05622512102127075,0.8950462341308594]","[-0.03531965985894203,1.501924991607666,1.1599987745285034,-0.5294305086135864,0.4864136278629303,1.0737648010253906]",0.00912032276391983,"[0.16141916811466217,0.6328495144844055,0.3091704547405243,0.2952732443809509,-0.5199634432792664,-0.055463243275880814]",0.033395376056432724,"[-0.27506715059280396,-0.13916347920894623,1.0280574560165405,0.8571555018424988,0.09399202466011047,0.4248168468475342,0.27564558386802673]","[0.26213809847831726,-0.3041432499885559,0.9941717982292175,0.4296257495880127,-0.02001233957707882,-0.013364918529987335,0.9026862978935242]","[0.13372355699539185,-0.11550566554069519,0.7805881500244141]","[0.09688027948141098,0.15189425647258759,0.6923666000366211,0.698692262172699]",0.0,0.0,0.0,False,False,0.034423649311065674
106,2,5,False,"[0.011212311685085297,1.5021107196807861,1.2031996250152588,-0.7015426754951477,0.3590942621231079,1.2053217887878418,0.26387208700180054,0.12496080994606018,0.5034031867980957,0.2551156282424927,0.20402519404888153,-0.4042968451976776,-0.08072099089622498,0.9171628952026367]","[0.006468696054071188,1.5021883249282837,1.1973330974578857,-0.6795862913131714,0.3751482367515564,1.1885294914245605]",0.007034793496131897,"[0.1289997547864914,0.5184599161148071,0.26116856932640076,0.2155507206916809,-0.41890817880630493,-0.07749193906784058]",0.03594247251749039,"[-0.2909541726112366,-0.14512553811073303,1.0298882722854614,0.8213716745376587,0.08251173794269562,0.49839699268341064,0.2648409903049469]","[0.2712843120098114,-0.3165951073169708,0.9842062592506409,0.48835042119026184,-0.03141230344772339,-0.017057424411177635,0.8719151616096497]","[0.13372357189655304,-0.11550562083721161,0.7805881500244141]","[0.09687979519367218,0.15189486742019653,0.6923679113388062,0.6986908912658691]",0.0,0.0,0.0,False,False,0.03466486930847168
107,2,6,False,"[0.049811363220214844,1.482193112373352,1.2091847658157349,-0.7948178648948669,0.27546313405036926,1.268014669418335,0.29963958263397217,0.10324155539274216,0.42055922746658325,0.22208750247955322,0.1414819061756134,-0.3300696611404419,-0.08616575598716736,0.9398690462112427]","[0.04533122852444649,1.4843376874923706,1.2073067426681519,-0.7803768515586853,0.2880209982395172,1.2578767538070679]",0.006662626285105944,"[0.10607697814702988,0.4319438636302948,0.22652187943458557,0.15084980428218842,-0.3412800133228302,-0.08505439758300781]",0.03789293020963669,"[-0.3047444820404053,-0.15482456982135773,1.0321756601333618,0.7915573120117188,0.06765671074390411,0.549651563167572,0.25834622979164124]","[0.2774418294429779,-0.32528209686279297,0.9756841659545898,0.5311179757118225,-0.039513543248176575,-0.014572268351912498,0.8462505340576172]","[0.13372357189655304,-0.115505650639534,0.7805881500244141]","[0.09687986224889755,0.1518944799900055,0.6923669576644897,0.6986919045448303]",0.0,0.0,0.0,False,False,0.022989988327026367
108,2,7,False,"[0.07726715505123138,1.496364951133728,1.2739509344100952,-0.9264606833457947,0.1867164969444275,1.3598196506500244,0.24839437007904053,0.08486215770244598,0.3648359775543213,0.20316720008850098,0.0657833144068718,-0.2676410675048828,-0.12871883809566498,0.9368419051170349]","[0.07398151606321335,1.4948363304138184,1.2655394077301025,-0.9079297184944153,0.19950425624847412,1.3468137979507446]",0.0052930633537471294,"[0.08719873428344727,0.37272727489471436,0.2056327760219574,0.07652050256729126,-0.2769259512424469,-0.12314379215240479]",0.0389915406703949,"[-0.3154235780239105,-0.15867596864700317,1.0403547286987305,0.761642336845398,0.058654170483350754,0.6018517017364502,0.23288413882255554]","[0.2821073830127716,-0.33087435364723206,0.9674626588821411,0.5638390183448792,-0.06365550309419632,-0.01579350233078003,0.8232763409614563]","[0.13372358679771423,-0.1155056431889534,0.7805881500244141]","[0.09688009321689606,0.15189404785633087,0.6923671960830688,0.698691725730896]",0.0,0.0,0.0,False,False,0.02910792827606201
109,2,8,False,"[0.09731695055961609,1.4859619140625,1.2715033292770386,-0.9689266681671143,0.1518930047750473,1.3916561603546143,0.2739199697971344,0.07940687239170074,0.33390259742736816,0.1926458179950714,0.03828050568699837,-0.23947229981422424,-0.13483551144599915,0.93855881690979]","[0.094859778881073,1.4870445728302002,1.270390510559082,-0.9613461494445801,0.157879039645195,1.3859410285949707]",0.005093000363558531,"[0.08024192601442337,0.3384159505367279,0.19414231181144714,0.04312838986515999,-0.24419863522052765,-0.13334402441978455]",0.039654139429330826,"[-0.3221539556980133,-0.16471223533153534,1.041596531867981,0.7469082474708557,0.049258459359407425,0.625305712223053,0.22066791355609894]","[0.2841227054595947,-0.3340708315372467,0.9636625051498413,0.5792772769927979,-0.07145483791828156,-0.015575115568935871,0.81184321641922]","[0.13372355699539185,-0.11550566554069519,0.7805881500244141]","[0.09687994420528412,0.15189439058303833,0.6923666000366211,0.698692262172699]",0.0,0.0,0.0,False,False,0.012152373790740967
110,2,9,False,"[0.11936399340629578,1.490783929824829,1.2980283498764038,-1.0441774129867554,0.0986960381269455,1.452573537826538,0.2489052414894104,0.05970137566328049,0.27574241161346436,0.16261601448059082,-0.0032672840170562267,-0.18385736644268036,-0.14598608016967773,0.9288324117660522]","[0.11682724207639694,1.4902116060256958,1.2944291830062866,-1.0337475538253784,0.10614823549985886,1.4440749883651733]",0.004397611133754253,"[0.06198561564087868,0.2831546366214752,0.16606329381465912,0.002525784308090806,-0.19145332276821136,-0.14436925947666168]",0.03987562656402588,"[-0.3294418156147003,-0.1692458987236023,1.0449424982070923,0.7290073037147522,0.04141330346465111,0.6539235711097717,0.1980331391096115]","[0.28803521394729614,-0.3386109173297882,0.9552589654922485,0.606633722782135,-0.08174960315227509,-0.01404876634478569,0.7906422019004822]","[0.13372358679771423,-0.115505650639534,0.7805881500244141]","[0.09688019007444382,0.15189385414123535,0.6923670768737793,0.6986919045448303]",0.0,0.0,0.0,False,False,0.01651597023010254
111,2,10,False,"[0.16295725107192993,1.5400785207748413,1.3680765628814697,-1.1632325649261475,0.03776249289512634,1.5638549327850342,0.20753201842308044,0.04155652970075607,0.17381638288497925,0.11564904451370239,-0.06317267566919327,-0.11162258684635162,-0.15963299572467804,0.9328017830848694]","[0.15806478261947632,1.5342379808425903,1.3588871955871582,-1.1467164754867554,0.04633387550711632,1.5485724210739136]",0.003081881208345294,"[0.04378926753997803,0.1867036372423172,0.1213340312242508,-0.05494680255651474,-0.12168222665786743,-0.15768156945705414]",0.040080998092889786,"[-0.3431514501571655,-0.1681174486875534,1.0480295419692993,0.7090347409248352,0.02736261487007141,0.6885309815406799,0.1498197317123413]","[0.2923831343650818,-0.34572315216064453,0.9427993893623352,0.6397485136985779,-0.09150153398513794,-0.016010014340281487,0.7629501223564148]","[0.13372358679771423,-0.1155056357383728,0.7805881500244141]","[0.09688001126050949,0.15189404785633087,0.6923673748970032,0.6986915469169617]",0.0,0.0,0.0,False,False,0.025835514068603516
112,2,11,False,"[0.17526501417160034,1.5063843727111816,1.3381998538970947,-1.1456515789031982,0.011191219091415405,1.568811058998108,0.1779429316520691,0.03331708908081055,0.16301923990249634,0.10313233733177185,-0.07133786380290985,-0.0857953131198883,-0.163072869181633,0.9208707809448242]","[0.17343026399612427,1.5093989372253418,1.340728521347046,-1.1459299325942993,0.015611623413860798,1.5662367343902588]",0.0016744963359087706,"[0.03446591645479202,0.16577543318271637,0.10529071092605591,-0.06927914917469025,-0.09030698239803314,-0.16238291561603546]",0.03991309180855751,"[-0.3473276197910309,-0.17481017112731934,1.0495388507843018,0.696393609046936,0.0287362989038229,0.7007461190223694,0.1522005945444107]","[0.2942993640899658,-0.346809446811676,0.9376546144485474,0.6543527245521545,-0.0979476347565651,-0.013745822943747044,0.7496930956840515]","[0.13372358679771423,-0.11550562083721161,0.7805881500244141]","[0.09688009321689606,0.15189410746097565,0.6923677921295166,0.6986910700798035]",0.0,0.0,0.0,False,False,0.0071533918380737305
