policy_step,action_l2_rgb_minus_bgr,bgr_left_gripper_m,rgb_left_gripper_m,bgr_surface_distance_m,rgb_surface_distance_m,bgr_alignment_error_m,rgb_alignment_error_m,bgr_coin_z_delta_m,rgb_coin_z_delta_m,bgr_tracking_error,rgb_tracking_error
18,0.7215275775733316,0.04270460456609726,0.04201626777648926,0.0420012620757676,0.034860169405058025,0.045537692514292814,0.01064247114721391,-5.960464477539063e-08,-5.960464477539063e-08,0.019520998001098633,0.009998798370361328
19,0.7142927456883881,0.041231170296669006,0.04004638269543648,0.036075099095117434,0.032296918686036145,0.04205405180094685,0.01108926008876325,1.1920928955078125e-07,1.1920928955078125e-07,0.005881667137145996,0.003759145736694336
20,0.7263599758180111,0.03833127021789551,0.036869440227746964,0.030769453139384166,0.02680017578868921,0.04003243508717342,0.015559120187422691,5.960464477539063e-08,5.960464477539063e-08,0.0065229060128331184,0.005170963704586029
21,0.7553840055906328,0.03582504391670227,0.03241962939500809,0.021217663714240165,0.021620817201444043,0.0381602068269333,0.014051433223249135,1.1920928955078125e-07,1.1920928955078125e-07,0.005513429641723633,0.008242964744567871
22,0.6843087403371851,0.032185014337301254,0.02777709998190403,0.01906259806373805,0.018235418611098873,0.03581333730766051,0.012679741807846763,1.1920928955078125e-07,1.1920928955078125e-07,0.013396143913269043,0.00741681270301342
23,0.6725782245251034,0.029508918523788452,0.02426358126103878,0.010022024956560332,0.013759276917712455,0.03509433346347237,0.015343603035273542,5.960464477539063e-08,5.960464477539063e-08,0.004490327090024948,0.005662174895405769
24,0.6923898998900996,0.02647418901324272,0.020477481186389923,0.010747492072066997,0.007824417250172628,0.03654880881431456,0.016549997553693914,1.1920928955078125e-07,1.1920928955078125e-07,0.004796678200364113,0.0061002327129244804
25,0.662739790841219,0.023720497265458107,0.016471222043037415,0.004266911008053609,0.007068673668136061,0.02990166772699895,0.01469804810755673,1.1920928955078125e-07,1.1920928955078125e-07,0.008739948272705078,0.006433594971895218
26,0.6654092988099836,0.02074006386101246,0.013111406937241554,0.010945677047071617,0.0030647116820123675,0.03442137270191576,0.009797911529097678,-5.960464477539063e-08,-5.960464477539063e-08,0.005643010139465332,0.00644307117909193
27,0.6474927316140813,0.01840381883084774,0.013084156438708305,0.0077500914681473175,0.0028181067541915928,0.03306727171002358,0.00956111307435183,1.1920928955078125e-07,1.1920928955078125e-07,0.009756427258253098,0.012364983558654785
28,0.679033606151386,0.01689816080033779,0.014567766338586807,0.01066761605387148,0.0029917299894579434,0.034810712343312934,0.007249209481544168,1.1920928955078125e-07,1.1920928955078125e-07,0.005919694900512695,0.010771598899737
29,0.7089015817156885,0.015316733159124851,0.01593325473368168,0.013161195989602222,0.0027817868194571454,0.03662345381327679,0.008813655963434423,1.1920928955078125e-07,1.1920928955078125e-07,0.010437726974487305,0.011161861475557089
30,0.6845231179537139,0.01369638741016388,0.013842280022799969,0.016004472721963803,0.002278069671405365,0.03840322786901937,0.0069351257625012985,1.1920928955078125e-07,1.1920928955078125e-07,0.0077435970306396484,0.010494567221030593
31,0.6994284573502936,0.013114131055772305,0.013458242639899254,0.017633774883850845,0.0020162678477122858,0.03950853406736507,0.006755442792482025,5.960464477539063e-08,5.960464477539063e-08,0.0018541812896728516,0.010824603727087379
32,0.6598296933059602,0.012434307485818863,0.011743463575839996,0.014129587907513418,0.00211041800646928,0.03565489477026006,0.0056801637926087315,1.1920928955078125e-07,1.1920928955078125e-07,0.006095767021179199,0.010589617071673274
33,0.6536099996398707,0.010436817072331905,0.012650578282773495,0.01628872749208115,0.0021122078805563844,0.03692331011409279,0.005658051830302515,1.1920928955078125e-07,1.1920928955078125e-07,0.004751801490783691,0.01094582467339933
34,0.7108392418331508,0.009667688980698586,0.010363582521677017,0.02151032552360595,1.9200683319236537e-05,0.040549394994052475,0.009335877224003792,1.1920928955078125e-07,-6.079673767089844e-06,0.009895086288452148,0.010776021284982562
35,0.7099741178049258,0.009077331982553005,0.006870069541037083,0.02112805361881794,3.0960440654831446e-05,0.040624892806611385,0.007748845878343493,0.0,0.00020956993103027344,0.005187511444091797,0.010436806594952941
36,0.7154599271866683,0.008388607762753963,0.004554112907499075,0.02522740398532708,1.597511955312554e-05,0.04449902719963366,0.008903902770224424,1.1920928955078125e-07,0.0006777048110961914,0.005463209003210068,0.009460506960749626
37,0.7170485578807579,0.007208194117993116,0.0018309993902221322,0.023507535774993805,3.7820470851469183e-05,0.042091948922348105,0.008983216673668418,1.1920928955078125e-07,0.001703023910522461,0.004419922828674316,0.009758671279996634
38,0.7244774231861771,0.00725579122081399,0.0009454935207031667,0.024214476873660063,2.4402746927411158e-05,0.0429075879540663,0.010956669107876764,0.0,0.0019901394844055176,0.00483548641204834,0.009521217783913016
39,0.7221091963946511,0.006831927224993706,0.0,0.03053765920004578,0.0013751534945327267,0.04899896530684485,0.017738044839500318,0.0,0.0020540356636047363,0.0048950910568237305,0.009093138389289379
40,0.7148208567173955,0.005290912929922342,0.0,0.0320172005387093,0.0037163379045551522,0.04989184419585308,0.020081664225074326,1.1920928955078125e-07,0.0022750496864318848,0.003524303436279297,0.009999999776482582
41,0.7416577127945752,0.0049973223358392715,0.0,0.034436229934768,0.008657491423297725,0.05210322445889939,0.0234941226471673,-5.960464477539063e-08,0.0021144747734069824,0.004627346992492676,0.009999999776482582
42,0.7515023995121036,0.004720222670584917,0.0,0.034637582831859366,0.010481705287131072,0.0521015507183542,0.022831778952522672,1.1920928955078125e-07,0.0018416047096252441,0.0026535987854003906,0.009999999776482582
43,0.7695923885643472,0.004360121674835682,0.0,0.040222715317485516,0.016513745948690265,0.05760256690638213,0.027912310896673433,1.1920928955078125e-07,0.0029279589653015137,0.00457419827580452,0.009999999776482582
44,0.7767146838967385,0.004867296665906906,0.0,0.04239998797995936,0.02229368008118377,0.059955110347938455,0.03358657962440159,5.960464477539063e-08,0.004164636135101318,0.004333905875682831,0.009999999776482582
45,0.779480759373708,0.005276469513773918,0.0,0.036825891506134904,0.0287444031904764,0.05454650246198794,0.03415293258528847,5.960464477539063e-08,-0.0025802254676818848,0.005567386746406555,0.009999999776482582
46,0.792661092658883,0.005524846725165844,0.0,0.04190648863179582,0.03796428108046054,0.059708182447877345,0.048930170761914686,0.0,-0.0083351731300354,0.005699276924133301,0.009999999776482582
47,0.8531572921027285,0.005796580109745264,0.0,0.04572379976622579,0.047201483892894906,0.06356018162372735,0.05650674263935521,1.1920928955078125e-07,-0.009224891662597656,0.007850289344787598,0.009999999776482582
48,0.8988812813631379,0.00584813067689538,0.0,0.04141667537069412,0.04421427907297547,0.058958350211490824,0.05272371228605359,5.960464477539063e-08,-0.009374141693115234,0.011829376220703125,0.009999999776482582
49,0.9253252915404427,0.005783765576779842,0.0,0.04067988352688362,0.05066147568073993,0.057736611790448825,0.060319502646225216,1.1920928955078125e-07,-0.00963205099105835,0.006750941276550293,0.009999999776482582
50,1.0385848934819586,0.006481687538325787,0.0,0.04362509264173741,0.051870694962375646,0.060432876824727304,0.06126417900999422,-5.960464477539063e-08,-0.00963515043258667,0.014879226684570312,0.009999999776482582
51,0.6666162573649804,0.013743971474468708,3.2358539669985475e-07,0.04585723721375155,0.06695491643586553,0.0694217777445376,0.07903219276934295,1.1920928955078125e-07,-0.009635627269744873,0.5511229038238525,0.030063867568969727
52,0.6365960977767926,0.017391853034496307,0.0,0.03934979679374243,0.06898398262003104,0.06510372628429423,0.08207140116852606,1.1920928955078125e-07,-0.009635627269744873,0.3767685890197754,0.016296133399009705
53,0.5940573568844406,0.017840629443526268,0.0,0.03834650578958281,0.06839124288109254,0.05502712249827504,0.08255269730859095,1.7881393432617188e-07,-0.009635090827941895,0.1897033452987671,0.01443508267402649
54,0.580100325644127,0.01805661804974079,0.0,0.05748212298404008,0.06872177021593373,0.07901558339783807,0.08424358557440315,1.1920928955078125e-07,-0.00963503122329712,0.03853785991668701,0.01150554046034813
55,0.581552378969995,0.016935523599386215,0.0,0.05959169740896214,0.0677241067772345,0.08117846727967427,0.08450663575242265,5.960464477539063e-08,-0.009635090827941895,0.005983114242553711,0.012704383581876755
56,0.5952489543398775,0.015476394444704056,0.0,0.060410664941726644,0.07305361096546964,0.081518192090963,0.09102508910235868,0.0,-0.00963503122329712,0.0025518834590911865,0.011827997863292694
57,0.6787424647286427,0.01374870352447033,0.0,0.06191239912117599,0.08085726604840578,0.08266035126276866,0.10009405902498046,1.7881393432617188e-07,-0.00963503122329712,0.004351690411567688,0.02394247055053711
58,0.6899094639771531,0.011357789859175682,0.0,0.06277804732217006,0.08875417045863668,0.08274810420101253,0.10823736405252449,0.0,-0.009635090827941895,0.0038551241159439087,0.012628316879272461
59,0.7983648881362225,0.009434637613594532,0.0,0.06308420366829158,0.1015294221672961,0.082373345708037,0.12118982813259678,1.1920928955078125e-07,-0.00963503122329712,0.0030872710049152374,0.02007460594177246
60,0.9080655911808054,0.007322745863348246,0.0,0.06422176134383466,0.11512290572815033,0.08276520222140513,0.13475394405525268,1.1920928955078125e-07,-0.009635090827941895,0.0033988230861723423,0.021701574325561523
61,1.0372762697689373,0.005923628341406584,0.0,0.06597666077082141,0.13073357970324548,0.08400182874938274,0.15013144988923757,-5.960464477539063e-08,-0.00963503122329712,0.0022755544632673264,0.024882197380065918
62,1.238323071716136,0.004512038081884384,0.0,0.06575239476684956,0.15513749087179335,0.08314632159118311,0.17437835018136968,1.1920928955078125e-07,-0.009635090827941895,0.0022798366844654083,0.03401589393615723
63,1.2863682483310193,0.0028211823664605618,0.0,0.06582131056568553,0.16457512085220044,0.0824274848542823,0.18381692830147645,1.1920928955078125e-07,-0.00963503122329712,0.003919132053852081,0.01268148422241211
64,1.4346584810539718,0.001419548294506967,0.0,0.06832037744568704,0.17731183908993695,0.08451051367173734,0.1966058673499898,1.1920928955078125e-07,-0.00963503122329712,0.002240182540845126,0.0261160209774971
65,1.558034206120112,0.00018585569341666996,0.0,0.07183538253626917,0.19214177532246152,0.08761169484244989,0.21137533498180824,1.1920928955078125e-07,-0.00963503122329712,0.003122091293334961,0.021182186901569366
66,1.6408326226446528,0.0,0.0,0.06988506782245589,0.20486426286355006,0.085596355549296,0.22409035956570925,5.960464477539063e-08,-0.00963503122329712,0.0036824941635131836,0.01862776279449463
67,1.832949283414249,0.0,0.0,0.07083848883947688,0.222164269169862,0.08680304404652646,0.2413045838792717,5.960464477539063e-08,-0.009635090827941895,0.0030565261840820312,0.026071295142173767
68,1.941146356000462,0.0,0.0,0.07237327257801615,0.23396148965832345,0.0885978059565178,0.25308506193736824,1.1920928955078125e-07,-0.00963503122329712,0.0036888374015688896,0.03139420226216316
69,2.0406696972797658,0.0,0.0,0.07249148094970341,0.24324321784068828,0.08885579362322527,0.2622999537498448,1.1920928955078125e-07,-0.00963503122329712,0.004537325352430344,0.029102880507707596
70,2.115590644329715,0.0,0.0,0.07432089902175995,0.2498746975254165,0.0908733406994845,0.26886743228305665,-5.960464477539063e-08,-0.00963503122329712,0.00417091092094779,0.02815818414092064
71,2.182180445963035,0.0,0.0,0.0750981491543925,0.2549146511101925,0.09171004338116669,0.2738454801959653,1.1920928955078125e-07,-0.00963503122329712,0.0037097842432558537,0.03499463573098183
72,2.2910263687996544,0.0,0.0,0.07656507335071233,0.26388600791330014,0.0933253099338874,0.2827038836383026,0.0,-0.009635090827941895,0.0038587949238717556,0.032029829919338226
73,2.323535843144464,0.0,0.0,0.07556933067866622,0.27046061136286687,0.09274307104372467,0.28924824938552407,5.960464477539063e-08,-0.009635090827941895,0.00485837459564209,0.03026469424366951
74,2.481790350725228,0.0,0.0,0.07770927893614663,0.27984838199403944,0.09484726304736732,0.2986846559769755,1.1920928955078125e-07,-0.00963503122329712,0.004136210307478905,0.041548632085323334
75,2.5108396521103873,0.0,0.0,0.07882898244433827,0.28313986316228507,0.0961894545738643,0.30196622658781913,1.1920928955078125e-07,-0.00963503122329712,0.003758072853088379,0.03897874802350998
76,2.5615783303304545,0.0,0.0,0.08075877751007915,0.28662723215230657,0.09802344578907113,0.3054226822458274,-5.960464477539063e-08,-0.009635090827941895,0.0034514295402914286,0.042830780148506165
77,2.614270122590926,0.0,0.0,0.08198023423609409,0.29158239366816435,0.09934048864532483,0.31036613446463734,1.1920928955078125e-07,-0.00963503122329712,0.0030748844146728516,0.042404305189847946
78,2.6991793813716582,0.00032242212910205126,0.0,0.0810358475184096,0.2978377968613403,0.09831435905564558,0.3165895398007308,1.7881393432617188e-07,-0.009635090827941895,0.003093242645263672,0.04342899098992348
79,2.6800147351647285,0.0009391888161189854,0.0,0.0828209037574814,0.2996436961823669,0.10008446585216069,0.31840178909185496,0.0,-0.009635090827941895,0.004569053649902344,0.03136906772851944
80,2.782687302761444,0.0018970401724800467,0.0,0.0823435884267185,0.3090810570988414,0.09960791128071836,0.32779146536624465,1.1920928955078125e-07,-0.00963503122329712,0.0025701820850372314,0.013600200414657593
81,2.815273577655021,0.0030428864993155003,0.0,0.08433979046760572,0.312823622594707,0.1016697736505412,0.33152102671791117,1.1920928955078125e-07,-0.009635090827941895,0.0030956268310546875,0.010318011045455933
82,2.8311179676618896,0.003406530013307929,0.0,0.085630407235689,0.31754597477984786,0.10299451240692208,0.3362215783063967,0.0,-0.009635090827941895,0.003122687339782715,0.006979994475841522
83,2.8644919543416454,0.005231590010225773,0.0,0.08487905054702227,0.31716702131353863,0.10208955157393124,0.3358432321378393,5.960464477539063e-08,-0.00963503122329712,0.003008604049682617,0.007507180795073509
84,2.893101680173317,0.005908051040023565,0.0,0.08514254471607562,0.3254918235180908,0.10222355408440416,0.3441089305119647,1.1920928955078125e-07,-0.00963503122329712,0.008370399475097656,0.010551944375038147
85,2.86550808031508,0.007379498798400164,0.0,0.0845538022848823,0.32716716003463103,0.10171930747864934,0.3457768040919455,5.960464477539063e-08,-0.00963503122329712,0.008214712142944336,0.01287698745727539
86,2.8153099877391528,0.009282705374062061,0.0,0.08700201783909634,0.32938855121911276,0.10411942141369465,0.34796087147798077,1.1920928955078125e-07,-0.00963503122329712,0.01286458969116211,0.012452766299247742
87,2.8488528592886686,0.01047427300363779,0.0,0.08625244825060166,0.3376808896487142,0.10365172002954018,0.3561563394391036,-5.960464477539063e-08,-0.00963503122329712,0.005326509475708008,0.013162761926651001
88,2.8070911648319754,0.010695483535528183,0.0,0.08475351055297227,0.3401570965658298,0.1022906076616265,0.35859469926478493,1.1920928955078125e-07,-0.00963503122329712,0.009842634201049805,0.032235682010650635
89,2.712441339721667,0.012146564200520515,0.0,0.08548838750508474,0.3445196304630392,0.10352882000219846,0.36286838455549375,0.0,-0.00963503122329712,0.027734041213989258,0.029784023761749268
90,2.7878807024869725,0.013222163543105125,0.0,0.08720315963067882,0.3490514928410677,0.10549194615145156,0.3673072469236824,1.1920928955078125e-07,-0.00963503122329712,0.01215982437133789,0.035297930240631104
91,2.709355367050143,0.013768564909696579,0.0,0.09098109490492395,0.3533435548581746,0.11082216855395496,0.3715431348565655,1.1920928955078125e-07,-0.00963503122329712,0.03147101402282715,0.035215675830841064
92,2.7259151008329967,0.0147830406203866,0.0,0.09185524130645006,0.35444833421864236,0.11249016462077467,0.37260617243567457,1.1920928955078125e-07,-0.00963503122329712,0.02008211612701416,0.02825295925140381
93,2.6551298944225974,0.015501273795962334,0.0,0.09978045566291738,0.3520644008234556,0.12143725367547427,0.3702320070569555,5.960464477539063e-08,-0.00963503122329712,0.032472431659698486,0.020570456981658936
94,2.5996514137898377,0.016672546043992043,0.0,0.1083985893048737,0.3556010502608669,0.13046523684794342,0.37369511085961193,1.1920928955078125e-07,-0.00963503122329712,0.03323709964752197,0.013605594635009766
95,2.6556093149519904,0.017248347401618958,0.0,0.11743572277849942,0.3527158553927418,0.13897131933968726,0.37082607015800745,5.960464477539063e-08,-0.00963503122329712,0.026128768920898438,0.027954578399658203
96,2.646354424369936,0.01798391155898571,0.0,0.1343245093432814,0.3552633560556411,0.1546075773420223,0.3733081398812864,1.1920928955078125e-07,-0.00963503122329712,0.033660709857940674,0.019055962562561035
97,2.668335984528599,0.01909615658223629,0.0,0.14046713384858867,0.35548851101757695,0.16008937941877596,0.37351146585701234,1.1920928955078125e-07,-0.00963503122329712,0.027204036712646484,0.0073877559043467045
98,2.661788145809524,0.019854774698615074,0.0,0.145224129156481,0.35444502292620617,0.16322367824002307,0.3724443841655738,5.960464477539063e-08,-0.00963503122329712,0.02181875705718994,0.00718235969543457
99,2.6297638210457257,0.020570233464241028,0.0,0.1565701001230806,0.353383851781338,0.17666829679250132,0.3714020464707458,5.960464477539063e-08,-0.009635090827941895,0.022821247577667236,0.007760047912597656
100,2.6696774995811374,0.021935490891337395,0.0,0.15511108061457488,0.3508721304550871,0.17681152114944493,0.3688959717322813,1.7881393432617188e-07,-0.00963503122329712,0.029529929161071777,0.005941207520663738
101,3.649739001359527,0.029127443209290504,9.798911378311459e-06,0.1380849342954705,0.3493626115401562,0.1604022915816542,0.3674741080686624,5.960464477539063e-08,-0.00963503122329712,0.49568378925323486,0.22159481048583984
102,3.696563178953236,0.03527479246258736,0.0,0.1199849012179505,0.34954628598655996,0.15063377553686952,0.3676312764375984,5.960464477539063e-08,-0.009635090827941895,0.3483808636665344,0.06313848495483398
103,3.7185279873440336,0.03900982066988945,0.0,0.11439464545137189,0.34928498518782697,0.1471823546253101,0.3673850889240558,5.960464477539063e-08,-0.00963503122329712,0.20847636461257935,0.010048151016235352
104,3.7325660101046587,0.041358787566423416,0.0,0.11009508402104135,0.3499367660926865,0.13242843334797713,0.368021321102132,1.7881393432617188e-07,-0.00963503122329712,0.05217856168746948,0.009131746366620064
105,3.744834040334368,0.0422758087515831,0.0,0.11147653747990158,0.35098413560773695,0.13231579934669374,0.3690663376455381,0.0,-0.00963503122329712,0.014054298400878906,0.009999999776482582
106,3.774394267932145,0.04280494526028633,0.0,0.10900158027740854,0.3522323184859544,0.12905161146610564,0.3703034492863311,5.960464477539063e-08,-0.00963503122329712,0.012886404991149902,0.009999999776482582
107,3.7580634195733875,0.043211452662944794,0.0,0.10843578927697951,0.35285210480975365,0.12881577644353207,0.37091796641286484,1.1920928955078125e-07,-0.00963503122329712,0.004035592079162598,0.009999999776482582
108,3.764089352394183,0.042425721883773804,0.0,0.10757758674122538,0.35254157872323694,0.12727739148891856,0.3706316701895113,1.1920928955078125e-07,-0.00963503122329712,0.009799599647521973,0.009999999776482582
109,3.7942213563240177,0.04205101355910301,0.0,0.10744487079823588,0.35341431558537584,0.12857431931731927,0.3714870007718804,5.960464477539063e-08,-0.009635090827941895,0.007887005805969238,0.009999999776482582
110,3.7649004319790818,0.04104797914624214,0.0,0.10589066659316886,0.3520615254947903,0.12481225881556078,0.37018479651806413,5.960464477539063e-08,-0.00963503122329712,0.008206605911254883,0.009999999776482582
111,3.7200623264836397,0.040408797562122345,0.0,0.10273779595975731,0.35072650821834006,0.12334343105510177,0.368883403449996,5.960464477539063e-08,-0.00963503122329712,0.004626907408237457,0.009999999776482582
112,3.7213874368248963,0.03934607654809952,0.0,0.10146283713357804,0.35013850853345097,0.12118043181604535,0.3682951724584278,-5.960464477539063e-08,-0.009635090827941895,0.0033735819160938263,0.009999999776482582
113,3.7464755932595177,0.03931593522429466,0.0,0.10047959521303648,0.3550614523492582,0.12048282970915605,0.3731204161632267,1.1920928955078125e-07,-0.00963503122329712,0.0026210881769657135,0.009999999776482582
114,3.758360093804204,0.0380050390958786,0.0,0.10035861017002896,0.3557376837665073,0.11994543071569023,0.3737819601916651,1.1920928955078125e-07,-0.00963503122329712,0.007946491241455078,0.009775901213288307
115,3.7110652248824207,0.03691459074616432,0.0,0.10173272811655854,0.35563339757421264,0.12229034430745832,0.3736796290245508,1.1920928955078125e-07,-0.00963503122329712,0.006610751152038574,0.008023912087082863
116,3.6684001940947653,0.035724543035030365,0.0,0.10045618035583567,0.3568170971437202,0.12009247086449548,0.37486247646560156,1.1920928955078125e-07,-0.00963503122329712,0.004578948020935059,0.006763730198144913
117,3.7041358181217445,0.03518892079591751,0.0,0.10042562631986572,0.35750463900234214,0.12020016540615434,0.37550921458177783,1.1920928955078125e-07,-0.00963503122329712,0.0026576463133096695,0.004713296890258789
118,3.6785398268980933,0.03427889570593834,8.779203199082986e-06,0.10028697507142763,0.35886647778451547,0.1195969559445235,0.3768739381190354,1.1920928955078125e-07,-0.009635090827941895,0.0036516189575195312,0.0038422346115112305
119,3.6789127008649753,0.03301497548818588,9.96262242551893e-05,0.10113944253353797,0.358497800755516,0.12148160154274207,0.37651145156238414,1.1920928955078125e-07,-0.009635090827941895,0.004245758056640625,0.00348055362701416
120,3.653075781876066,0.03206867352128029,0.00172150949947536,0.10149041739059327,0.35957819554694587,0.12327610698562821,0.377680566631066,5.960464477539063e-08,-0.00963503122329712,0.01011347770690918,0.004472136497497559
121,3.616260055089027,0.031088823452591896,0.0030639406759291887,0.10130744361137654,0.35805488456454637,0.12266686007594227,0.37617882134259273,1.1920928955078125e-07,-0.00963503122329712,0.005002379417419434,0.0023698806762695312
122,3.658341492101881,0.029812244698405266,0.003963137045502663,0.10326076314831618,0.35830412935987255,0.12440128521064603,0.3764423198310995,-5.960464477539063e-08,-0.009635090827941895,0.0037969350814819336,0.002472400665283203
123,3.6062897212030744,0.028708593919873238,0.005144124384969473,0.1022520568706875,0.3556739436348738,0.12246040756818917,0.373820694451742,1.1920928955078125e-07,-0.00963503122329712,0.0035933256149291992,0.0031489133834838867
124,3.6031438688141812,0.028117146342992783,0.006443087477236986,0.10124980854302307,0.35775903573114287,0.12310275413437224,0.3760272499806433,1.1920928955078125e-07,-0.00963503122329712,0.010538101196289062,0.0032767057418823242
125,3.554337234961919,0.02798367664217949,0.007572024129331112,0.10079494651854023,0.35475801698993303,0.12310942500529341,0.37289774558470956,5.960464477539063e-08,-0.00963503122329712,0.004653811454772949,0.005017638206481934
126,3.5026098632864584,0.02746526151895523,0.00881287083029747,0.10011403540891681,0.35245021131190496,0.12152065456203501,0.3705316764970134,1.1920928955078125e-07,-0.00963503122329712,0.002200821414589882,0.005950629711151123
127,3.463290871279434,0.027157943695783615,0.009846960194408894,0.10167636741906169,0.34941408609673846,0.12362760426830632,0.36740727785733873,1.1920928955078125e-07,-0.009635090827941895,0.002477884292602539,0.0059798359870910645
128,3.385463017263227,0.027437342330813408,0.011248470284044743,0.09886393784819276,0.3468408140091859,0.1208746750680448,0.3646919945575224,1.1920928955078125e-07,-0.00963503122329712,0.008042454719543457,0.006242632865905762
129,3.252586311076722,0.027007289230823517,0.012157173827290535,0.10103635736173608,0.3455429909583515,0.12478980114548019,0.36322792220951255,0.0,-0.00963503122329712,0.015365123748779297,0.009147882461547852
130,3.1318045369962566,0.027269843965768814,0.013159702531993389,0.09851493131141002,0.33801259899033737,0.12123435130470489,0.3559940935625387,1.1920928955078125e-07,-0.00963503122329712,0.006919980049133301,0.015089988708496094
131,2.9820075150894976,0.027485450729727745,0.014064639806747437,0.10021636708179951,0.33042990483967916,0.12443375560331618,0.3487118057555134,0.0,-0.00963503122329712,0.002686023712158203,0.016348838806152344
132,2.8991951447731306,0.027416586875915527,0.01476708147674799,0.09989500828018696,0.327295667874998,0.12409485377540935,0.345545885193877,-5.960464477539063e-08,-0.00963503122329712,0.007593274116516113,0.010374188423156738
133,2.7150125253961592,0.027155771851539612,0.015102865174412727,0.10201417916404343,0.3174087189897922,0.12641359406227667,0.33585296494391337,1.1920928955078125e-07,-0.009635090827941895,0.003969073295593262,0.021687865257263184
134,2.4688884707047842,0.027331320568919182,0.015747133642435074,0.1021579711952349,0.30698576034090286,0.1276086119165394,0.3254517388749457,1.1920928955078125e-07,-0.00963503122329712,0.015262603759765625,0.02213960886001587
135,2.3349685238071434,0.0272679403424263,0.016394037753343582,0.10153128396415335,0.2983021689393514,0.12660626553403054,0.31642951234225203,1.1920928955078125e-07,-0.00963503122329712,0.003505527973175049,0.016283750534057617
