policy_step,action_l2_rgb_minus_bgr,bgr_left_gripper_m,rgb_left_gripper_m,bgr_surface_distance_m,rgb_surface_distance_m,bgr_alignment_error_m,rgb_alignment_error_m,bgr_coin_z_delta_m,rgb_coin_z_delta_m,bgr_tracking_error,rgb_tracking_error
136,1.9762882041254397,0.02779591828584671,0.01656150631606579,0.10267052464034891,0.27215140656154146,0.1291262554754632,0.2893994069508393,1.1920928955078125e-07,-0.009635090827941895,0.01375126838684082,0.05856846272945404
137,1.5870504620597297,0.0275421142578125,0.017065932974219322,0.10160021034000945,0.2389665047340029,0.12747823637010333,0.2574842225980612,5.960464477539063e-08,-0.00963503122329712,0.002560339868068695,0.07189667224884033
138,1.4396585223784688,0.027147285640239716,0.017314279451966286,0.10211154759049626,0.2132460856297211,0.12784450526098412,0.23295534648324626,1.1920928955078125e-07,-0.00963503122329712,0.0029099583625793457,0.030979126691818237
139,1.34183309392519,0.027342073619365692,0.017159977927803993,0.1035583109531145,0.208236344877264,0.13025928568261466,0.2285129713327821,-5.960464477539063e-08,-0.009635090827941895,0.015757858753204346,0.011537432670593262
140,1.2475978603505051,0.027004433795809746,0.017450883984565735,0.1039142168423964,0.1890014267575713,0.12999478220661395,0.20980804682293394,1.1920928955078125e-07,-0.00963503122329712,0.004351833835244179,0.022205621004104614
141,1.109467727952848,0.027075128629803658,0.017228003591299057,0.10504703782106058,0.17160234965197366,0.13248916783388964,0.1931602594531095,1.1920928955078125e-07,-0.00963503122329712,0.014349222183227539,0.02518606185913086
142,0.982279276388654,0.027004793286323547,0.01746276393532753,0.1044150842210223,0.15746564049795717,0.13100503528727983,0.17895494174223325,1.1920928955078125e-07,-0.00963503122329712,0.009448111057281494,0.025186479091644287
143,0.9863987333602073,0.027321835979819298,0.017480473965406418,0.10714322486733203,0.14789348162560317,0.1349550598801168,0.1686690766259062,5.960464477539063e-08,-0.009635090827941895,0.004888975992798805,0.008017182350158691
144,1.0188908398280945,0.02780012972652912,0.01763240061700344,0.1078853172041389,0.1441781747573659,0.13547927442299662,0.1642643445336943,1.1920928955078125e-07,-0.009635090827941895,0.018758654594421387,0.009099245071411133
145,1.0224578894139027,0.02817557193338871,0.01754198595881462,0.10918609053158192,0.1468893746302567,0.13729275988370007,0.16363970635878422,1.1920928955078125e-07,-0.00963503122329712,0.005692660808563232,0.03447014093399048
146,1.0357102085001144,0.02804804965853691,0.017626941204071045,0.11334699851857749,0.14253722364268662,0.1407779868149445,0.15780324086536232,-5.960464477539063e-08,-0.00963503122329712,0.01189124584197998,0.0079193115234375
147,1.0613401684014045,0.0283056553453207,0.017747607082128525,0.1147102494313526,0.1428831438474142,0.1431473196811357,0.15609786434056808,1.1920928955078125e-07,-0.00963503122329712,0.007875053212046623,0.009010553359985352
148,1.0562507138132315,0.02789277955889702,0.018014654517173767,0.11423010844550155,0.1355459895034043,0.1409127771819369,0.14909734492336355,1.1920928955078125e-07,-0.00963503122329712,0.012739419937133789,0.011172652244567871
149,1.1689374497724756,0.02810903824865818,0.01855725236237049,0.11990123143047023,0.14069162248840922,0.14640668399203607,0.15264318869304233,1.1920928955078125e-07,-0.00963503122329712,0.01455676555633545,0.011598348617553711
150,1.2862500731104165,0.02878083661198616,0.018973173573613167,0.12506286077621087,0.13721729887988612,0.1496613279369518,0.14909769183225077,0.0,-0.00963503122329712,0.025531768798828125,0.006561458110809326
151,0.7375557141516446,0.034585848450660706,0.02685271017253399,0.1228342699336219,0.13927095156372948,0.14520850086839762,0.14792070334632132,0.0,-0.00963503122329712,0.48740386962890625,0.5312539339065552
152,0.6131884898212414,0.037871021777391434,0.031380049884319305,0.1181675162353871,0.13177892242787945,0.14026357783444446,0.1490858993396233,5.960464477539063e-08,-0.00963503122329712,0.36549878120422363,0.32479071617126465
153,0.488234105400162,0.03951429948210716,0.03314526006579399,0.11438066589597078,0.083948432829176,0.13426426883961645,0.09518118093460871,1.1920928955078125e-07,-0.00963503122329712,0.22691857814788818,0.11036789417266846
154,0.4408184451252321,0.040337882936000824,0.033024609088897705,0.10972425140159847,0.060845548219257875,0.12815462797484356,0.07192020466536714,5.960464477539063e-08,-0.00963503122329712,0.07780492305755615,0.015850067138671875
155,0.4019855975505688,0.040411077439785004,0.0318063423037529,0.10029176456712112,0.05651923606057919,0.11728576265057937,0.06990350559118785,5.960464477539063e-08,-0.00963503122329712,0.01842367649078369,0.009466290473937988
156,0.40483528495674115,0.04010438546538353,0.03042031079530716,0.09568675293886357,0.054664337470870676,0.11262857999736385,0.06970179781614098,5.960464477539063e-08,-0.009635090827941895,0.008480310440063477,0.0029615163803100586
157,0.4332621477412832,0.03995472192764282,0.028371717780828476,0.09341301997566007,0.05326278652847348,0.1103773966032731,0.07128769082843332,1.1920928955078125e-07,-0.009635090827941895,0.003876924514770508,0.009589791297912598
158,0.45517794918309973,0.03851151093840599,0.02641468495130539,0.0921235231360478,0.05234972407721549,0.1075938157681715,0.07168426581986945,1.1920928955078125e-07,-0.00963503122329712,0.008936405181884766,0.004928231239318848
159,0.47552623538832944,0.03756430745124817,0.02448163740336895,0.09062254243151595,0.051626434475544845,0.10660284699224137,0.07199218211029827,1.1920928955078125e-07,-0.00963503122329712,0.003000020980834961,0.0030776001513004303
160,0.47920435598268346,0.03618605062365532,0.023150954395532608,0.08843378200093029,0.05155097528451383,0.10229501023274358,0.07284005806442792,5.960464477539063e-08,-0.00963503122329712,0.005900859832763672,0.0035676956176757812
161,0.504312030308334,0.03536092862486839,0.021758919581770897,0.08707316991514759,0.053846939916334616,0.10219095340955296,0.07483502635287484,1.1920928955078125e-07,-0.00963503122329712,0.003481335937976837,0.004197359085083008
162,0.5022978470315406,0.034151673316955566,0.02052052691578865,0.0844219847298083,0.052233003568482844,0.09881692373699998,0.07415086595411545,1.1920928955078125e-07,-0.00963503122329712,0.004267280921339989,0.0038973093032836914
163,0.517455737844836,0.033692531287670135,0.019432635977864265,0.08347518771315142,0.0517822308970504,0.09700697300053066,0.07359760288894933,5.960464477539063e-08,-0.00963503122329712,0.003404855728149414,0.00462186336517334
164,0.5248600309105718,0.032028112560510635,0.01824122481048107,0.08379884134218162,0.05454081786076306,0.0976201166792102,0.07628302000150528,1.1920928955078125e-07,-0.00963503122329712,0.0049397945404052734,0.0019053146243095398
165,0.5266558549268656,0.030641427263617516,0.017170894891023636,0.08636762275132912,0.05587052635241026,0.10065643713483174,0.07732863614457393,1.1920928955078125e-07,-0.00963503122329712,0.004601240158081055,0.004337191581726074
166,0.5173424408627695,0.029447022825479507,0.016535544767975807,0.08400745258329398,0.05367658896180373,0.09787760872256121,0.07578121815020095,-5.960464477539063e-08,-0.009635090827941895,0.0037137269973754883,0.003954768180847168
167,0.5209926180122095,0.028833890333771706,0.01614742912352085,0.08439106916253375,0.05613574780469383,0.09855041955116017,0.07761493279778996,1.1920928955078125e-07,-0.00963503122329712,0.0022515058517456055,0.0033380985260009766
168,0.5313610708611547,0.027862776070833206,0.015350994653999805,0.08498369204268885,0.05641365900519475,0.09877927857779423,0.07790877886143412,1.1920928955078125e-07,-0.009635090827941895,0.003301262855529785,0.0013110516592860222
169,0.5130574711247942,0.026397187262773514,0.014656960032880306,0.08632801753794998,0.05706116153614408,0.10054464899801968,0.07824730544365803,5.960464477539063e-08,-0.009635090827941895,0.004166960716247559,0.0035327672958374023
170,0.49071361198194635,0.02551281824707985,0.014273137785494328,0.08812483838742532,0.058648260942045706,0.102789151257753,0.07940691993594651,1.1920928955078125e-07,-0.00963503122329712,0.006183505058288574,0.002918243408203125
171,0.47380747099775283,0.024653442203998566,0.014007095247507095,0.0885209897996803,0.05875990747999384,0.10294391242196196,0.07954427376279995,1.7881393432617188e-07,-0.009635090827941895,0.003998756408691406,0.0016503334045410156
172,0.4870048606902437,0.023589080199599266,0.01362534798681736,0.09077389815861919,0.06066764503408738,0.10508819365050447,0.08094666172481235,-5.960464477539063e-08,-0.009635090827941895,0.0032607316970825195,0.003237009048461914
173,0.47269472947549496,0.022752495482563972,0.013343555852770805,0.08909611029094701,0.05882209677667205,0.10355378315175602,0.07944749510216591,5.960464477539063e-08,-0.00963503122329712,0.003047347068786621,0.0034712553024291992
174,0.46851569475949734,0.021997325122356415,0.012782136909663677,0.09048857797894279,0.06061288950096368,0.1048997143112985,0.08097392345226381,1.1920928955078125e-07,-0.009635090827941895,0.007132411003112793,0.0033921003341674805
175,0.45231750981147617,0.02191328816115856,0.012441480532288551,0.08876065034059849,0.0600704254754311,0.10321969014980553,0.07991546020782202,1.1920928955078125e-07,-0.00963503122329712,0.004115939140319824,0.0013571132440119982
176,0.4568039506774964,0.021562034264206886,0.012346084229648113,0.08992214093356792,0.0594691120424832,0.10396244834684336,0.07951432891919723,-5.960464477539063e-08,-0.00963503122329712,0.00467681884765625,0.0029059648513793945
177,0.4532234132232459,0.02129017934203148,0.012109866365790367,0.09057345881593007,0.060637434422752726,0.10465459387580742,0.08025383613181782,1.1920928955078125e-07,-0.00963503122329712,0.0025976896286010742,0.0028191804885864258
178,0.45506869931212546,0.021684076637029648,0.011930153705179691,0.08968308271204714,0.06252796341413389,0.10391430213883007,0.08217381692298657,1.7881393432617188e-07,-0.00963503122329712,0.002605956047773361,0.0016200542449951172
179,0.40726521678698313,0.021589353680610657,0.01207740418612957,0.09134680080396816,0.06169123974426497,0.10569619697825489,0.08089353907703482,1.1920928955078125e-07,-0.00963503122329712,0.010643243789672852,0.0028122663497924805
180,0.42443649287696933,0.02204635925590992,0.012006030417978764,0.09262175842436295,0.06329403609265309,0.10656542582513094,0.08262330828316966,5.960464477539063e-08,-0.00963503122329712,0.0041887760162353516,0.0023691654205322266
181,0.4158003407452218,0.022460728883743286,0.011916017159819603,0.09402926770312522,0.06469344138175229,0.10851854819289324,0.08345893271743234,5.960464477539063e-08,-0.00963503122329712,0.002552032470703125,0.0025531351566314697
182,0.412383493192496,0.02260933630168438,0.011871757917106152,0.09311523009136385,0.06639491115365952,0.10757614532214448,0.08481010295780453,1.1920928955078125e-07,-0.009635090827941895,0.0037546157836914062,0.0037887096405029297
183,0.421177332211932,0.022627830505371094,0.011638890951871872,0.09601482883082094,0.06680142977632227,0.11035899889042475,0.08530475441389346,-5.960464477539063e-08,-0.00963503122329712,0.0028151273727416992,0.0023807883262634277
184,0.3880082328866662,0.022997265681624413,0.011689802631735802,0.09483852280854099,0.07066814367195239,0.10970047325712866,0.08812669226355077,0.0,-0.00963503122329712,0.009806811809539795,0.007181048393249512
185,0.40477737137433023,0.0235251784324646,0.011725532822310925,0.09633900221078492,0.06909668453902451,0.11102020743703436,0.0868980825862646,1.1920928955078125e-07,-0.00963503122329712,0.007193446159362793,0.0027468204498291016
186,0.39892422646243664,0.024122154340147972,0.011739182285964489,0.09826131278705312,0.0747966366306151,0.11363560261386844,0.09154490251686878,1.1920928955078125e-07,-0.00963503122329712,0.009688854217529297,0.0070133209228515625
187,0.3831083975124693,0.02405860647559166,0.012003789655864239,0.09727696552601107,0.0731904642777192,0.11246061549205029,0.09007430526038386,5.960464477539063e-08,-0.00963503122329712,0.006376504898071289,0.0024716854095458984
188,0.39959535899629,0.024203715845942497,0.012016710825264454,0.09664103699511667,0.07326512269627848,0.11246073424430283,0.09049828201142635,1.1920928955078125e-07,-0.009635090827941895,0.0047533512115478516,0.0017327666282653809
189,0.4056462594612968,0.024833736941218376,0.012317690998315811,0.09651793313207085,0.07722054078111815,0.11274737526054314,0.09390243554743397,0.0,-0.00963503122329712,0.010567188262939453,0.0065520405769348145
190,0.40993371889118435,0.024820715188980103,0.012218630872666836,0.09747298296701716,0.0781333859089677,0.11379704255031149,0.0942304498530954,1.1920928955078125e-07,-0.00963503122329712,0.0036025047302246094,0.0034186840057373047
191,0.44437485320009823,0.025207143276929855,0.012094549834728241,0.09803362445113113,0.07913386686644769,0.11543490828799606,0.0950600959675968,5.960464477539063e-08,-0.00963503122329712,0.013915479183197021,0.006319701671600342
192,0.4541950772609826,0.02548087015748024,0.012461133301258087,0.09689649299462316,0.08227683569304337,0.11346459396513184,0.09803359754891723,1.1920928955078125e-07,-0.00963503122329712,0.011560916900634766,0.005848944187164307
193,0.47687311441395164,0.025910284370183945,0.012950995936989784,0.10115639033634824,0.08767661895158896,0.11910014210582211,0.10266999006788012,-5.960464477539063e-08,-0.00963503122329712,0.011238813400268555,0.007445991039276123
194,0.4925315503269991,0.026477020233869553,0.013366097584366798,0.1004445805375404,0.09034203972659438,0.11886321712253513,0.10504595320902724,1.1920928955078125e-07,-0.00963503122329712,0.015469253063201904,0.011295735836029053
195,0.5573932981630852,0.02678881771862507,0.013455127365887165,0.10029614886278733,0.09212679221172665,0.11957597402824835,0.10641427967566162,1.1920928955078125e-07,-0.00963503122329712,0.009836256504058838,0.00443422794342041
196,0.5672947072111901,0.027057575061917305,0.013753602281212807,0.10217947904594435,0.09764338360267283,0.12151619073138946,0.11137294687245132,1.1920928955078125e-07,-0.00963503122329712,0.01197052001953125,0.009755373001098633
197,0.5798601386104343,0.02739214524626732,0.014747590757906437,0.10469291440974413,0.0980615543092999,0.12523974023730305,0.11059045750156851,5.960464477539063e-08,-0.00963503122329712,0.007513642311096191,0.002925872802734375
198,0.5516462177738947,0.02753600664436817,0.015308154746890068,0.10458057312827398,0.10305331190087152,0.12436580343318109,0.11489075405756083,5.960464477539063e-08,-0.00963503122329712,0.014281868934631348,0.01942002773284912
199,0.6392860110909173,0.027914250269532204,0.01573428139090538,0.10717636204023763,0.10770450170599129,0.12791747676117757,0.1194851007394615,1.1920928955078125e-07,-0.00963503122329712,0.0155964195728302,0.006968080997467041
200,0.716026156602934,0.028598403558135033,0.016892170533537865,0.11022621184386087,0.10675239824379489,0.13063852174215962,0.11785619649072356,1.1920928955078125e-07,-0.00963503122329712,0.02673429250717163,0.014817953109741211
201,0.8227773675630112,0.03504127264022827,0.024527015164494514,0.11618206761972154,0.10181866085852696,0.1298392669681212,0.10876274888966107,1.1920928955078125e-07,-0.00963503122329712,0.46595728397369385,0.7828495502471924
202,0.8175254057273421,0.03875342383980751,0.032002706080675125,0.11728580267848351,0.1006769276142589,0.1280779708917555,0.10478431218544897,1.1920928955078125e-07,-0.00963503122329712,0.3012683391571045,0.6019843816757202
203,0.8043407340545714,0.040926944464445114,0.03669368103146553,0.1143357033118142,0.09196766297952304,0.12493141797054953,0.0972198519451864,1.1920928955078125e-07,-0.00963503122329712,0.1451740264892578,0.4247608184814453
204,0.8233297962452751,0.042227454483509064,0.03938858211040497,0.10356163850066748,0.059369729399668884,0.11216628437046698,0.058697551240994246,0.0,-0.009635090827941895,0.02868020534515381,0.2353677749633789
205,0.866003121706417,0.04232353717088699,0.03994949907064438,0.10118942956880753,0.051360814522142625,0.10963056428120209,0.04855024936581843,5.960464477539063e-08,-0.00963503122329712,0.0048350803554058075,0.07294571399688721
206,0.8622695818524359,0.042046982795000076,0.038852933794260025,0.09732877610274482,0.046217043822380975,0.1053296437692554,0.0429393244088287,1.7881393432617188e-07,-0.00963503122329712,0.006246447563171387,0.014243483543395996
207,0.9166314218074824,0.04166452959179878,0.03724336996674538,0.09666605362802028,0.045022518015974886,0.10505960611750355,0.044612814186785005,1.1920928955078125e-07,-0.00963503122329712,0.002768414095044136,0.008608102798461914
208,0.8864091056304987,0.040139295160770416,0.03466658666729927,0.09315278768170093,0.041004329606254365,0.10115706276687284,0.040752718510325,0.0,-0.00963503122329712,0.005568146705627441,0.004260281100869179
209,0.9287793610779309,0.039360567927360535,0.03194914385676384,0.0913062770776944,0.03590691536960254,0.09934767646829933,0.037935819389522576,5.960464477539063e-08,-0.00963503122329712,0.0032929647713899612,0.00450587272644043
210,0.9159799707120063,0.037980154156684875,0.029336657375097275,0.08693617946737868,0.03259550204290739,0.0963031049062521,0.03677031649386446,1.7881393432617188e-07,-0.009635090827941895,0.0040569305419921875,0.004166664555668831
211,0.9324120167500449,0.03715767711400986,0.02672782726585865,0.08804712734138184,0.03086651597071212,0.09630298054813106,0.036954117669283575,-5.960464477539063e-08,-0.00963503122329712,0.002754220739006996,0.004205841571092606
212,0.9553394143987278,0.03627721220254898,0.024264968931674957,0.08385557636639003,0.027405910589241286,0.09264743320349898,0.03486613481750003,1.1920928955078125e-07,-0.00963503122329712,0.005447234958410263,0.003958072513341904
213,0.9475128270395852,0.03581346198916435,0.021501868963241577,0.07923153719588566,0.022769037218101206,0.08940939483443154,0.033031685380656206,1.1920928955078125e-07,-0.00963503122329712,0.003116607666015625,0.004492904990911484
214,0.9454134296916137,0.034270480275154114,0.018678652122616768,0.07996891058687179,0.021846400009219103,0.09116469626219263,0.033824475872542524,1.1920928955078125e-07,-0.00963503122329712,0.0039130449295043945,0.004512143321335316
215,0.9672378196610342,0.032830554991960526,0.016419358551502228,0.08165280121948508,0.0231583018494074,0.09345299048164062,0.035475845331689744,5.960464477539063e-08,-0.009635090827941895,0.004714369773864746,0.0036065317690372467
216,0.961384321758657,0.03159333020448685,0.014333398081362247,0.07875758449949209,0.01878175201981391,0.09181617931076955,0.03161262238204657,5.960464477539063e-08,-0.00963503122329712,0.004188871011137962,0.0033490872010588646
217,0.9787701822244498,0.030850673094391823,0.012680454179644585,0.07969551750457803,0.02158720090405187,0.09280567420221511,0.03444694270388326,1.1920928955078125e-07,-0.009635090827941895,0.0031838417053222656,0.00298154354095459
218,0.9765446636287402,0.02984686754643917,0.0107233552262187,0.07981787572862885,0.023218082301818467,0.093622841347316,0.03565135344360449,1.1920928955078125e-07,-0.00963503122329712,0.0031485557556152344,0.003159038722515106
219,0.9803394767407279,0.028366493061184883,0.009064990095794201,0.07991539357715309,0.023493147457582308,0.0943081482374246,0.03562854789783176,1.1920928955078125e-07,-0.00963503122329712,0.002924323081970215,0.0033326782286167145
220,1.031794509253215,0.02737324871122837,0.007540018763393164,0.08387777135663133,0.0269390444037783,0.09740751095859893,0.03882351406425805,1.1920928955078125e-07,-0.00963503122329712,0.007875502109527588,0.004491470754146576
221,1.030674246076595,0.026346934959292412,0.006703345570713282,0.08395989649374223,0.03033290317710168,0.09849040872557006,0.04215247063098727,1.1920928955078125e-07,-0.00963503122329712,0.003421187400817871,0.005943629890680313
222,1.0327205665867996,0.02531980164349079,0.004934370052069426,0.08361712369838335,0.03072187279069471,0.09847877523341496,0.04215792130890588,-5.960464477539063e-08,-0.00963503122329712,0.002939462661743164,0.0036878399550914764
223,1.0409826820854218,0.02451104111969471,0.004130943678319454,0.08238433374633773,0.0298070108216764,0.09723067556389237,0.041176579270416895,1.1920928955078125e-07,-0.009635090827941895,0.0039615631103515625,0.010023076087236404
224,1.0519719794843385,0.023509742692112923,0.0022574414033442736,0.08490973963898947,0.03342051343202379,0.10010522074868942,0.04380502468289894,1.1920928955078125e-07,-0.00963503122329712,0.005070328712463379,0.004625864326953888
225,1.063954149288117,0.023180970922112465,0.0013072584988549352,0.08318064184856096,0.03524189127957992,0.09819871667840434,0.04576507013050338,1.1920928955078125e-07,-0.00963503122329712,0.0030645132064819336,0.006634045392274857
226,1.070049242313908,0.022829944267868996,0.00017446622950956225,0.08410013335131321,0.03918109633021989,0.09945656303075683,0.049105660077535404,5.960464477539063e-08,-0.009635090827941895,0.0031031370162963867,0.004620831459760666
227,1.072119759091307,0.022462807595729828,0.0,0.08459091687535367,0.037971501039785006,0.09972159622090677,0.04774499183290622,5.960464477539063e-08,-0.00963503122329712,0.0018202103674411774,0.008696068078279495
228,1.1077339870719054,0.022536858916282654,0.0,0.08475923595452026,0.039913390259555044,0.09988216614735032,0.05022354979146176,1.1920928955078125e-07,-0.009635090827941895,0.0021425485610961914,0.007445748895406723
229,1.1414118319387834,0.02244477905333042,0.0,0.08874255119040314,0.04069486159228385,0.10298798658830743,0.05106189723127075,1.1920928955078125e-07,-0.009635090827941895,0.008491456508636475,0.006811525672674179
230,1.1626632628426585,0.022502774372696877,0.0,0.08921579055664221,0.04608650862225218,0.10401882089313666,0.056826341048879285,1.1920928955078125e-07,-0.00963503122329712,0.0030226707458496094,0.005900342017412186
231,1.1680659364572057,0.022723855450749397,0.0,0.09041577503567293,0.04828002356996711,0.10452910938308382,0.05895930844658142,1.1920928955078125e-07,-0.009635090827941895,0.0015791654586791992,0.0029607785400003195
232,1.164890684695093,0.02251088246703148,0.0,0.0909165166602591,0.04975601401181363,0.10483971378440218,0.06138681343020247,1.1920928955078125e-07,-0.00963503122329712,0.0047338008880615234,0.005372989922761917
233,1.1553224304672958,0.022408928722143173,0.0,0.09326662053706664,0.05329181809705391,0.10739052527441291,0.06525372970491411,5.960464477539063e-08,-0.009635090827941895,0.003493785858154297,0.004102595150470734
234,1.22270663544525,0.022395946085453033,0.0,0.09490906759676204,0.05531365138595168,0.10805526374210922,0.06784349205468583,5.960464477539063e-08,-0.00963503122329712,0.007853269577026367,0.005279816221445799
235,1.233118009034061,0.022538233548402786,0.0,0.09698672888443459,0.05748695143549929,0.11001227461872473,0.07012321259743591,1.1920928955078125e-07,-0.00963503122329712,0.006182074546813965,0.003705094801262021
236,1.2565729578491103,0.022856680676341057,5.4905555657569494e-08,0.10030325523295487,0.061824110807265686,0.11238084913135504,0.0757309073263526,0.0,-0.00963503122329712,0.010728716850280762,0.008532047271728516
237,1.261791434879317,0.022654948756098747,0.0,0.10000761743538046,0.05908063640058227,0.11207868544710428,0.07398145610846335,1.1920928955078125e-07,-0.00963503122329712,0.004521548748016357,0.00401461124420166
238,1.2568893168905435,0.0225773174315691,0.0,0.09998661682870025,0.06342360294907273,0.11216519075598214,0.07932806824631458,-5.960464477539063e-08,-0.00963503122329712,0.003129243850708008,0.00644838809967041
239,1.3014168402368869,0.022966887801885605,0.0,0.10074893328911844,0.06995667343215944,0.11375568894994371,0.08789883025087183,1.1920928955078125e-07,-0.00963503122329712,0.012430310249328613,0.013974428176879883
240,1.2782840013330814,0.022855501621961594,0.0,0.10110623409038152,0.08005746602328305,0.11396455961927542,0.09869825660376158,1.1920928955078125e-07,-0.00963503122329712,0.006038665771484375,0.012134432792663574
241,1.2874915528627704,0.023232659325003624,0.0,0.10259719858617747,0.09388113967938258,0.11655389268149365,0.11336516196532616,5.960464477539063e-08,-0.00963503122329712,0.010903358459472656,0.01876389980316162
242,1.33239863498077,0.02342185750603676,0.0,0.10196051874745937,0.10568734758833848,0.11530348122454216,0.12522063537549644,5.960464477539063e-08,-0.00963503122329712,0.016352057456970215,0.013614118099212646
243,1.3154430365573422,0.02362891659140587,0.0,0.10633486204879729,0.1200572743601112,0.12119426397018894,0.1396650236047205,5.960464477539063e-08,-0.00963503122329712,0.007555365562438965,0.013869285583496094
244,1.3249391445420564,0.024286119267344475,0.0,0.1072778954844577,0.14874632356391437,0.12341034413324721,0.16832600543309986,5.960464477539063e-08,-0.00963503122329712,0.01889592409133911,0.04084503650665283
245,1.3509885653666642,0.024433571845293045,0.0,0.10744367494527153,0.15411674690531563,0.12373612517295496,0.17365953133681677,5.960464477539063e-08,-0.00963503122329712,0.007391870021820068,0.0060454607009887695
246,1.3414376093886535,0.02434055134654045,0.0,0.11018857931315965,0.1868489519307949,0.12629677481150262,0.20597502109670454,1.1920928955078125e-07,-0.00963503122329712,0.01448214054107666,0.0668439269065857
247,1.3571140798570023,0.02478545531630516,0.0,0.11254068842406925,0.203736134166563,0.12952278979504211,0.22269346859882524,1.1920928955078125e-07,-0.00963503122329712,0.010445117950439453,0.02141439914703369
248,1.3500258364219806,0.02483450248837471,0.0,0.11225005423969137,0.22445987713828328,0.12833953199521642,0.24306875491710422,1.1920928955078125e-07,-0.00963503122329712,0.012716352939605713,0.05253034830093384
249,1.4152824151721082,0.02487069182097912,0.0,0.12045412871589654,0.25580922910758935,0.13668783915543287,0.2742302044621975,5.960464477539063e-08,-0.00963503122329712,0.01964479684829712,0.0520026758313179
250,1.4304919339196431,0.02558935061097145,2.1007242168025186e-08,0.12298138904390994,0.25719556188523285,0.13850157556453557,0.27542947032404946,5.960464477539063e-08,-0.009635090827941895,0.022929251194000244,0.0173494815826416
251,1.4014813664157624,0.03259693458676338,0.006484382785856724,0.11763574778346461,0.24180402955471522,0.13478486653789495,0.26199040434927384,0.0,-0.00963503122329712,0.4117865264415741,0.8496008962392807
252,1.2819781339316343,0.037328965961933136,0.010572405532002449,0.11566829693977655,0.21819805957241542,0.13243433601107746,0.24175196867403592,1.7881393432617188e-07,-0.009635090827941895,0.27415716648101807,0.6510317027568817
253,1.1900855307487679,0.0401955172419548,0.01255268044769764,0.1124284734321315,0.21370650690184967,0.12847227306767967,0.2394619759998153,5.960464477539063e-08,-0.00963503122329712,0.12970906496047974,0.44122326374053955
254,1.1210877559140269,0.041886430233716965,0.01404719240963459,0.10869398202864214,0.18138181878360163,0.12537462849417755,0.20675746873627665,5.960464477539063e-08,-0.00963503122329712,0.02853912115097046,0.22890889644622803
255,1.0687794928448895,0.04277995228767395,0.013777725398540497,0.10652870407705499,0.1477836382098464,0.12352314239640902,0.17087361767423911,0.0,-0.00963503122329712,0.010509371757507324,0.039606690406799316
256,1.0306524846500145,0.04320893436670303,0.013194303028285503,0.10186668494229689,0.14709541963330855,0.11733762846013086,0.1697743538826171,5.960464477539063e-08,-0.00963503122329712,0.013700246810913086,0.0067784786224365234
257,1.0154973048241012,0.043538909405469894,0.012126910500228405,0.10041011395160095,0.14753245393014808,0.11641787105670139,0.1691992690117347,1.7881393432617188e-07,-0.009635090827941895,0.004790306091308594,0.01158761978149414
258,0.9478819748717653,0.04239046946167946,0.011263282038271427,0.09942383661807735,0.14408361271317005,0.11365758505279748,0.16567004418126693,0.0,-0.009635090827941895,0.012175917625427246,0.0056673577055335045
259,0.9711625110274623,0.04179883375763893,0.009678351692855358,0.09826458855751295,0.14574801775648785,0.11343842506807743,0.16691966041233325,5.960464477539063e-08,-0.00963503122329712,0.003012418746948242,0.007347762584686279
260,0.9211659464199221,0.04042958840727806,0.008551260456442833,0.09694511214703805,0.1423544029746469,0.10922190559091685,0.16341602185335213,1.1920928955078125e-07,-0.00963503122329712,0.01123344898223877,0.0030945539474487305
261,0.9354670524308414,0.03965796157717705,0.007497391197830439,0.09347418609326548,0.1406889251680379,0.10749557105808658,0.16137859733986912,-5.960464477539063e-08,-0.00963503122329712,0.004286246374249458,0.006085216999053955
262,0.9216343941691474,0.038344305008649826,0.006308240815997124,0.09058808970140393,0.13785047136180975,0.10308894917342137,0.15812199057368873,1.1920928955078125e-07,-0.00963503122329712,0.004578256979584694,0.008818984031677246
263,0.9603875791671875,0.03800061717629433,0.0050614019855856895,0.08995249084144208,0.13551501072293162,0.10214861611008698,0.15555174762820637,1.1920928955078125e-07,-0.00963503122329712,0.0026839952915906906,0.003951698541641235
264,0.9334646245630607,0.03639591857790947,0.003935507033020258,0.09004495493966853,0.13575366579353673,0.10257816557899982,0.15565708208537182,1.1920928955078125e-07,-0.00963503122329712,0.006963372230529785,0.005862772464752197
265,0.9373962869967096,0.034990325570106506,0.0031031945254653692,0.09197594104856743,0.13592577842368195,0.10564893390066622,0.15568016488640218,-5.960464477539063e-08,-0.00963503122329712,0.005622148513793945,0.0037847161293029785
266,0.9144889883702182,0.03338406980037689,0.002755356952548027,0.09083511295725717,0.1357109949905154,0.10294528345256433,0.15539433804153427,1.1920928955078125e-07,-0.00963503122329712,0.006216764450073242,0.005811221897602081
267,0.9295835945996502,0.032440993934869766,0.0024634695146232843,0.09053044605464639,0.13266463151809488,0.10258410478394747,0.15221858627265564,1.1920928955078125e-07,-0.00963503122329712,0.0031962841749191284,0.007339395582675934
268,0.9238905309633525,0.03111145831644535,0.0018083273898810148,0.09104251270236101,0.13255089785468413,0.10241633919305149,0.15215547962761264,1.1920928955078125e-07,-0.00963503122329712,0.004568934440612793,0.005180239677429199
