policy_step,action_l2_true_minus_false,false_adjacent_action_l2,true_adjacent_action_l2,false_tracking_error,true_tracking_error,false_surface_distance_m,true_surface_distance_m,false_alignment_error_m,true_alignment_error_m,false_coin_z_delta_m,true_coin_z_delta_m
266,1.082400296144214,0.09780042305989159,0.08115242289954797,0.01822064444422722,0.010289400815963745,0.1332820961757263,0.18873980605797552,0.15004901772916485,0.20572678525213245,-0.013257622718811035,1.1920928955078125e-07
267,1.0332189433810208,0.05357574686876094,0.08423405030461191,0.02054358646273613,0.010586559772491455,0.1335027095822443,0.18083363729204538,0.15033294593749397,0.19793037919665799,-0.013257622718811035,1.1920928955078125e-07
268,1.0173720953989196,0.03695170855668281,0.08359376632798801,0.028399188071489334,0.010483622550964355,0.13751472768801887,0.17277944574264742,0.15420151694713302,0.190093273911,-0.013257622718811035,1.1920928955078125e-07
269,0.9864645234436823,0.06399408495853269,0.08035842653051663,0.0211108960211277,0.009915769100189209,0.1418511139622826,0.16484613598194153,0.1584676288766923,0.18248989709960264,-0.013257622718811035,5.960464477539063e-08
270,0.9553364288783861,0.07392730882614856,0.08397252908146227,0.011254072189331055,0.009703576564788818,0.15072164791192522,0.15607878965131167,0.16720619359962563,0.17421039457154863,-0.013257622718811035,1.1920928955078125e-07
271,0.9732763652521471,0.03852552342189642,0.08355780990184543,0.012541208416223526,0.009372055530548096,0.15125744077165296,0.14718331092980977,0.16769460051400897,0.16600760159525202,-0.013257622718811035,5.960464477539063e-08
272,0.9462163824342728,0.05800641690585221,0.08157444854900059,0.005905479192733765,0.00887918472290039,0.1556720624436913,0.13809073882190967,0.17192906302880911,0.15775740872019023,-0.013257622718811035,5.960464477539063e-08
273,0.9267393343682713,0.04026614146708024,0.08111207699661643,0.0049507878720760345,0.008493542671203613,0.15457124032947744,0.1293716642768487,0.1709552494881041,0.1499661823793776,-0.013257622718811035,1.1920928955078125e-07
274,1.0204613931743363,0.13002208530912215,0.07798599037287375,0.016920626163482666,0.008101493120193481,0.16533342784825006,0.12137908360251662,0.18131540858864,0.14290488450521377,-0.013257622718811035,5.960464477539063e-08
275,0.9967119528573534,0.04779481386036754,0.08062609061929153,0.005552500486373901,0.008364289999008179,0.1628270549851284,0.11357403748236099,0.1788277348122857,0.1360802761204255,-0.013257622718811035,1.1920928955078125e-07
276,1.0151668261588367,0.029681163126172437,0.08568705995798973,0.0037465430796146393,0.009090155363082886,0.1653048352851292,0.106110697445965,0.18119194891107507,0.12958185790768836,-0.013257622718811035,1.1920928955078125e-07
277,1.0213772944130568,0.04164033329160347,0.08375621495675957,0.005615756846964359,0.008880555629730225,0.1628224177066098,0.09971690103961285,0.1787828856690794,0.12386387837324773,-0.013257622718811035,5.960464477539063e-08
278,1.0678620582727663,0.052693638689859226,0.07815352442193436,0.00497204065322876,0.008442506194114685,0.1641574651760935,0.09535867048163937,0.1801805140226381,0.11990006378813897,-0.013257622718811035,1.1920928955078125e-07
279,1.1619402058925052,0.08810037070950336,0.07935182749006221,0.011411011219024658,0.008781850337982178,0.17169435731335242,0.09269323450664253,0.18734685709374027,0.11722942828460865,-0.013257622718811035,1.1920928955078125e-07
280,1.2331973619284158,0.10823296281913367,0.07838980129921753,0.01186911016702652,0.008604265749454498,0.17618362971869778,0.09197919022938351,0.19180205925203914,0.1160089363160209,-0.013257622718811035,5.960464477539063e-08
281,1.3245416012273572,0.07508851521614517,0.07166171610606711,0.011072888970375061,0.008020810782909393,0.18234561736099086,0.09267261124089295,0.19773076638197534,0.11585231840059784,-0.013257622718811035,5.960464477539063e-08
282,1.4087107787713469,0.11506126632482451,0.0632890364251518,0.014929980039596558,0.007154885679483414,0.1928716201797666,0.09406767790542649,0.20819869817457987,0.11637656072580772,-0.013257622718811035,1.1920928955078125e-07
283,1.4618712804139335,0.036414347807515665,0.055863144845658345,0.004346489906311035,0.006357476115226746,0.19290736436126468,0.09616085342455856,0.2081236950747084,0.11755309412487934,-0.013257622718811035,1.1920928955078125e-07
284,1.5830569307719522,0.1127372627401858,0.041397628663996024,0.014191493391990662,0.004563868977129459,0.19870839255507533,0.09762455861588253,0.213592085791857,0.11822402219734225,-0.013257622718811035,-5.960464477539063e-08
285,1.7398169065333273,0.2729204808656736,0.03644085897958192,0.03344517946243286,0.003857748582959175,0.2110671328932673,0.09846909284024498,0.22612485528691773,0.11883929195319635,-0.013257622718811035,1.1920928955078125e-07
286,1.8288747830912289,0.1320325580345241,0.02120638582303073,0.02031123638153076,0.0026788711547851562,0.2179233871066971,0.09789834484939133,0.23319213141233477,0.1181273566795287,-0.013257622718811035,1.1920928955078125e-07
287,2.080047074679787,0.29022671114141235,0.018386797645681144,0.037113070487976074,0.0024607181549072266,0.23537531151227148,0.09699274396262413,0.2505847133282604,0.11707121477573516,-0.013257622718811035,1.1920928955078125e-07
288,2.1651348254221494,0.08191583485208155,0.020488281800308473,0.012841761112213135,0.0029914379119873047,0.24163275287817945,0.09512882026213575,0.25658479772894427,0.11504519017214529,-0.013257622718811035,-5.960464477539063e-08
289,2.377836299317354,0.2690556715955098,0.018852934004342816,0.03537660837173462,0.0029178857803344727,0.25123903451514484,0.0931456044940409,0.26599553135177406,0.1127932106202346,-0.013257622718811035,0.0
290,2.593979430586575,0.23875423488089248,0.021718321193566415,0.030897438526153564,0.0031578540802001953,0.26495039235014434,0.09111748899489967,0.2794222747568333,0.11047582101012116,-0.013257622718811035,1.1920928955078125e-07
291,2.6501949636779405,0.06359055427397727,0.020542973212174458,0.010233283042907715,0.003389596939086914,0.2705103678189563,0.08884010976582689,0.2848261405407289,0.10787753785959324,-0.013257622718811035,-5.960464477539063e-08
292,2.770832565077715,0.11878139730959156,0.02354255332261938,0.012412548065185547,0.003959298133850098,0.2751066703147697,0.08621273296309061,0.2890895990996882,0.10484602639556904,-0.013257622718811035,1.1920928955078125e-07
293,2.8373411575396674,0.0809839802641133,0.02445869407806115,0.007790684700012207,0.004221677780151367,0.2740922523892958,0.08349677581835142,0.28792076628919505,0.10173701585830419,-0.013257622718811035,1.1920928955078125e-07
294,2.9193321156627943,0.08146936845196168,0.02563571982890683,0.010987550020217896,0.0044023990631103516,0.279668103557524,0.08059318481289121,0.2933740675245482,0.0983370809996224,-0.013257622718811035,5.960464477539063e-08
295,2.9993201040965083,0.09142894334798239,0.024514630929184083,0.011178851127624512,0.004319906234741211,0.2746100055256654,0.07778261502726257,0.288536577491544,0.09502648677204299,-0.013257622718811035,5.960464477539063e-08
296,3.174986756904469,0.1750880017208007,0.027976496760596777,0.018436193466186523,0.0047948360443115234,0.2834889231449714,0.0748213775901712,0.2973796475967259,0.09160767030758968,-0.013257622718811035,1.1920928955078125e-07
297,3.190919193324494,0.0625785090442824,0.024376111399068374,0.00742030143737793,0.004451870918273926,0.28196659412935354,0.07190918551017944,0.2958647169187517,0.08813894323357162,-0.013257622718811035,1.1920928955078125e-07
298,3.2505450933560605,0.08822549461642688,0.025000992090407247,0.011698365211486816,0.004466056823730469,0.28199950594050305,0.0689811140812846,0.29590998599643287,0.08460647275982663,-0.013257622718811035,1.1920928955078125e-07
299,3.283094627693034,0.055864810555579604,0.022452509475807007,0.008432984352111816,0.004204154014587402,0.28258149295093654,0.06608264439580071,0.29635458807470916,0.08114157346321298,-0.013257622718811035,1.1920928955078125e-07
300,3.3263575033873085,0.07824735177717561,0.020330988817229962,0.01165860891342163,0.0037398338317871094,0.2770922671386357,0.06344813748693946,0.2911894127679942,0.07800774632186636,-0.013257622718811035,5.960464477539063e-08
