policy_step,candidate_count,oldest_weight,newest_weight
145,50,0.025288288646746752,0.01549227308875117
146,50,0.025288288646746752,0.01549227308875117
147,50,0.025288288646746752,0.01549227308875117
148,50,0.025288288646746752,0.01549227308875117
149,50,0.025288288646746752,0.01549227308875117
150,50,0.025288288646746752,0.01549227308875117
151,50,0.025288288646746752,0.01549227308875117
152,50,0.025288288646746752,0.01549227308875117
153,50,0.025288288646746752,0.01549227308875117
154,50,0.025288288646746752,0.01549227308875117
155,50,0.025288288646746752,0.01549227308875117
156,50,0.025288288646746752,0.01549227308875117
157,50,0.025288288646746752,0.01549227308875117
158,50,0.025288288646746752,0.01549227308875117
159,50,0.025288288646746752,0.01549227308875117
160,50,0.025288288646746752,0.01549227308875117
161,50,0.025288288646746752,0.01549227308875117
162,50,0.025288288646746752,0.01549227308875117
163,50,0.025288288646746752,0.01549227308875117
164,50,0.025288288646746752,0.01549227308875117
165,50,0.025288288646746752,0.01549227308875117
166,50,0.025288288646746752,0.01549227308875117
167,50,0.025288288646746752,0.01549227308875117
168,50,0.025288288646746752,0.01549227308875117
169,50,0.025288288646746752,0.01549227308875117
170,50,0.025288288646746752,0.01549227308875117
171,50,0.025288288646746752,0.01549227308875117
172,50,0.025288288646746752,0.01549227308875117
173,50,0.025288288646746752,0.01549227308875117
174,50,0.025288288646746752,0.01549227308875117
175,50,0.025288288646746752,0.01549227308875117
176,50,0.025288288646746752,0.01549227308875117
177,50,0.025288288646746752,0.01549227308875117
178,50,0.025288288646746752,0.01549227308875117
179,50,0.025288288646746752,0.01549227308875117
180,50,0.025288288646746752,0.01549227308875117
181,50,0.025288288646746752,0.01549227308875117
182,50,0.025288288646746752,0.01549227308875117
183,50,0.025288288646746752,0.01549227308875117
184,50,0.025288288646746752,0.01549227308875117
185,50,0.025288288646746752,0.01549227308875117
186,50,0.025288288646746752,0.01549227308875117
187,50,0.025288288646746752,0.01549227308875117
188,50,0.025288288646746752,0.01549227308875117
189,50,0.025288288646746752,0.01549227308875117
190,50,0.025288288646746752,0.01549227308875117
191,50,0.025288288646746752,0.01549227308875117
192,50,0.025288288646746752,0.01549227308875117
193,50,0.025288288646746752,0.01549227308875117
194,50,0.025288288646746752,0.01549227308875117
195,50,0.025288288646746752,0.01549227308875117
196,50,0.025288288646746752,0.01549227308875117
197,50,0.025288288646746752,0.01549227308875117
198,50,0.025288288646746752,0.01549227308875117
199,50,0.025288288646746752,0.01549227308875117
200,50,0.025288288646746752,0.01549227308875117
201,50,0.025288288646746752,0.01549227308875117
202,50,0.025288288646746752,0.01549227308875117
203,50,0.025288288646746752,0.01549227308875117
204,50,0.025288288646746752,0.01549227308875117
205,50,0.025288288646746752,0.01549227308875117
206,50,0.025288288646746752,0.01549227308875117
207,50,0.025288288646746752,0.01549227308875117
208,50,0.025288288646746752,0.01549227308875117
209,50,0.025288288646746752,0.01549227308875117
210,50,0.025288288646746752,0.01549227308875117
211,50,0.025288288646746752,0.01549227308875117
212,50,0.025288288646746752,0.01549227308875117
213,50,0.025288288646746752,0.01549227308875117
214,50,0.025288288646746752,0.01549227308875117
215,50,0.025288288646746752,0.01549227308875117
216,50,0.025288288646746752,0.01549227308875117
217,50,0.025288288646746752,0.01549227308875117
218,50,0.025288288646746752,0.01549227308875117
219,50,0.025288288646746752,0.01549227308875117
220,50,0.025288288646746752,0.01549227308875117
221,50,0.025288288646746752,0.01549227308875117
222,50,0.025288288646746752,0.01549227308875117
223,50,0.025288288646746752,0.01549227308875117
224,50,0.025288288646746752,0.01549227308875117
225,50,0.025288288646746752,0.01549227308875117
226,50,0.025288288646746752,0.01549227308875117
227,50,0.025288288646746752,0.01549227308875117
228,50,0.025288288646746752,0.01549227308875117
229,50,0.025288288646746752,0.01549227308875117
230,50,0.025288288646746752,0.01549227308875117
231,50,0.025288288646746752,0.01549227308875117
232,50,0.025288288646746752,0.01549227308875117
233,50,0.025288288646746752,0.01549227308875117
234,50,0.025288288646746752,0.01549227308875117
235,50,0.025288288646746752,0.01549227308875117
236,50,0.025288288646746752,0.01549227308875117
237,50,0.025288288646746752,0.01549227308875117
238,50,0.025288288646746752,0.01549227308875117
239,50,0.025288288646746752,0.01549227308875117
240,50,0.025288288646746752,0.01549227308875117
241,50,0.025288288646746752,0.01549227308875117
242,50,0.025288288646746752,0.01549227308875117
243,50,0.025288288646746752,0.01549227308875117
244,50,0.025288288646746752,0.01549227308875117
245,50,0.025288288646746752,0.01549227308875117
246,50,0.025288288646746752,0.01549227308875117
247,50,0.025288288646746752,0.01549227308875117
248,50,0.025288288646746752,0.01549227308875117
249,50,0.025288288646746752,0.01549227308875117
250,50,0.025288288646746752,0.01549227308875117
251,50,0.025288288646746752,0.01549227308875117
252,50,0.025288288646746752,0.01549227308875117
253,50,0.025288288646746752,0.01549227308875117
254,50,0.025288288646746752,0.01549227308875117
255,50,0.025288288646746752,0.01549227308875117
256,50,0.025288288646746752,0.01549227308875117
257,50,0.025288288646746752,0.01549227308875117
258,50,0.025288288646746752,0.01549227308875117
259,50,0.025288288646746752,0.01549227308875117
260,50,0.025288288646746752,0.01549227308875117
261,50,0.025288288646746752,0.01549227308875117
262,50,0.025288288646746752,0.01549227308875117
263,50,0.025288288646746752,0.01549227308875117
264,50,0.025288288646746752,0.01549227308875117
265,50,0.025288288646746752,0.01549227308875117
266,50,0.025288288646746752,0.01549227308875117
267,50,0.025288288646746752,0.01549227308875117
268,50,0.025288288646746752,0.01549227308875117
269,50,0.025288288646746752,0.01549227308875117
270,50,0.025288288646746752,0.01549227308875117
271,50,0.025288288646746752,0.01549227308875117
272,50,0.025288288646746752,0.01549227308875117
273,50,0.025288288646746752,0.01549227308875117
274,50,0.025288288646746752,0.01549227308875117
275,50,0.025288288646746752,0.01549227308875117
276,50,0.025288288646746752,0.01549227308875117
277,50,0.025288288646746752,0.01549227308875117
278,50,0.025288288646746752,0.01549227308875117
279,50,0.025288288646746752,0.01549227308875117
280,50,0.025288288646746752,0.01549227308875117
281,50,0.025288288646746752,0.01549227308875117
282,50,0.025288288646746752,0.01549227308875117
283,50,0.025288288646746752,0.01549227308875117
284,50,0.025288288646746752,0.01549227308875117
285,50,0.025288288646746752,0.01549227308875117
286,50,0.025288288646746752,0.01549227308875117
287,50,0.025288288646746752,0.01549227308875117
288,50,0.025288288646746752,0.01549227308875117
289,50,0.025288288646746752,0.01549227308875117
290,50,0.025288288646746752,0.01549227308875117
291,50,0.025288288646746752,0.01549227308875117
292,50,0.025288288646746752,0.01549227308875117
293,50,0.025288288646746752,0.01549227308875117
294,50,0.025288288646746752,0.01549227308875117
295,50,0.025288288646746752,0.01549227308875117
296,50,0.025288288646746752,0.01549227308875117
297,50,0.025288288646746752,0.01549227308875117
298,50,0.025288288646746752,0.01549227308875117
299,50,0.025288288646746752,0.01549227308875117
300,50,0.025288288646746752,0.01549227308875117
