policy_step,act_chunk_number,act_chunk_index,act_chunk_refresh,act_action_14d,left_arm_joints,left_gripper,right_arm_joints,right_gripper,left_end_effector_pose,right_end_effector_pose,coin_position,coin_orientation_wxyz,coin_z_delta,reward,score,success,episode_ended,max_internal_tracking_error
70,1,19,False,"[0.02957315742969513,2.020376205444336,1.8434956073760986,-1.5337355136871338,-0.024274379014968872,1.402882695198059,0.10794609785079956,0.0005317926406860352,-0.03246980905532837,-0.0027754902839660645,-0.017798375338315964,0.027482718229293823,0.007154881954193115,1.0017279386520386]","[0.029042545706033707,2.021416425704956,1.843570590019226,-1.5330719947814941,-0.023931823670864105,1.4037418365478516]",0.0,"[0.0004973651957698166,-0.03208121657371521,-0.002599564613774419,-0.01791558787226677,0.02744838409125805,0.007387354038655758]",0.043999750167131424,"[-0.31112033128738403,-0.07764943689107895,1.0191763639450073,0.6901566982269287,-0.1173601746559143,0.7138063907623291,0.019763201475143433]","[0.3012181520462036,-0.3539377450942993,0.9213479161262512,0.7164332866668701,0.006792755331844091,-0.001454190700314939,0.6976209878921509]","[-0.30055952072143555,-0.13075153529644012,0.7805473208427429]","[0.03478875756263733,0.1489136964082718,0.69456547498703,0.7029888033866882]",-5.960464477539063e-08,0.0,0.0,False,False,0.00417091092094779
71,1,20,False,"[0.030328519642353058,2.0188183784484863,1.8449008464813232,-1.5378668308258057,-0.024709850549697876,1.4068344831466675,0.11648547649383545,0.0003870278596878052,-0.03120046854019165,-0.0010624527931213379,-0.01764422096312046,0.028340011835098267,0.006677985191345215,1.0026441812515259]","[0.030139420181512833,2.019221544265747,1.8446675539016724,-1.537273645401001,-0.024609342217445374,1.4064399003982544]",0.0,"[0.00039829182787798345,-0.03131222352385521,-0.0012260519433766603,-0.01767081394791603,0.028227467089891434,0.006768402177840471]",0.043999429792165756,"[-0.31152859330177307,-0.07831123471260071,1.0202674865722656,0.690021276473999,-0.11710116267204285,0.7140045762062073,0.01885169930756092]","[0.30125027894973755,-0.3539840877056122,0.9217800498008728,0.7167387008666992,0.0068779997527599335,-0.001965722069144249,0.6973050832748413]","[-0.30055946111679077,-0.13075105845928192,0.7805474996566772]","[0.03478935360908508,0.14891435205936432,0.6945788860321045,0.702975332736969]",1.1920928955078125e-07,0.0,0.0,False,False,0.0037097842432558537
72,1,21,False,"[0.0359550341963768,2.016995906829834,1.849477767944336,-1.5477349758148193,-0.02529969811439514,1.4062892198562622,0.11372601985931396,0.0006633549928665161,-0.030267655849456787,-0.00025784969329833984,-0.016454683616757393,0.02667975425720215,0.009344011545181274,1.0035996437072754]","[0.03534366935491562,2.017265796661377,1.8488460779190063,-1.546425461769104,-0.025221016258001328,1.406308889389038]",0.0,"[0.0006350561743602157,-0.030393004417419434,-0.0003673446481116116,-0.016606515273451805,0.026875192299485207,0.009015478193759918]",0.043998654931783676,"[-0.3134506344795227,-0.07921254634857178,1.0220719575881958,0.6896038055419922,-0.12001527845859528,0.713903546333313,0.01960955187678337]","[0.30118846893310547,-0.3539876639842987,0.9221049547195435,0.716172456741333,0.008038107305765152,-0.001532091060653329,0.6978753209114075]","[-0.30055952072143555,-0.13075153529644012,0.7805473804473877]","[0.0347926989197731,0.14891962707042694,0.6945663690567017,0.702986478805542]",0.0,0.0,0.0,False,False,0.0038587949238717556
73,1,22,False,"[0.05324091017246246,2.0041463375091553,1.8246676921844482,-1.5321900844573975,-0.029215902090072632,1.418568730354309,0.09958845376968384,0.0013660341501235962,-0.026447951793670654,-0.00392913818359375,-0.0117915328592062,0.027428627014160156,0.01273927092552185,1.0042083263397217]","[0.051348235458135605,2.0058043003082275,1.8275628089904785,-1.5340731143951416,-0.02873774617910385,1.4170039892196655]",0.0,"[0.0012788267340511084,-0.026900703087449074,-0.003545996267348528,-0.012424860149621964,0.027357449755072594,0.012264594435691833]",0.043999768793582916,"[-0.3193623721599579,-0.08184468001127243,1.0208659172058105,0.688948392868042,-0.1210085079073906,0.7142928242683411,0.02219906449317932]","[0.3011398911476135,-0.35359373688697815,0.921161949634552,0.7161129713058472,0.008311070501804352,0.000472072308184579,0.6979346871376038]","[-0.300559401512146,-0.13075117766857147,0.7805474400520325]","[0.03478581830859184,0.14891375601291656,0.6945755481719971,0.7029790282249451]",5.960464477539063e-08,0.0,0.0,False,False,0.00485837459564209
74,1,23,False,"[0.0525919646024704,2.004798173904419,1.8383042812347412,-1.5538849830627441,-0.025852680206298828,1.4008983373641968,0.10858869552612305,0.00088481605052948,-0.02698683738708496,0.0009546875953674316,-0.01582452282309532,0.026153653860092163,0.0062649548053741455,1.003021001815796]","[0.052252043038606644,2.0048561096191406,1.8369505405426025,-1.5513904094696045,-0.026204267516732216,1.4029555320739746]",0.0,"[0.0009343457641080022,-0.02699875645339489,0.00048348563723266125,-0.01536515075713396,0.02630595490336418,0.007030016276985407]",0.04399995505809784,"[-0.31956803798675537,-0.08288650214672089,1.0236607789993286,0.6886521577835083,-0.12869003415107727,0.7131412029266357,0.02502964250743389]","[0.30114302039146423,-0.3538508117198944,0.92225581407547,0.7158817052841187,0.006858758628368378,-0.001770266448147595,0.6981856226921082]","[-0.30055925250053406,-0.13075095415115356,0.7805474996566772]","[0.03478438779711723,0.1489197313785553,0.6945834159851074,0.7029699683189392]",1.1920928955078125e-07,0.0,0.0,False,False,0.004136210307478905
75,1,24,False,"[0.06283438205718994,1.9998196363449097,1.8327844142913818,-1.5521292686462402,-0.03221482038497925,1.421777367591858,0.13358831405639648,0.0008047521114349365,-0.028342008590698242,-0.0020980238914489746,-0.011924142949283123,0.026643961668014526,0.010369360446929932,1.0056124925613403]","[0.06174793466925621,2.000514030456543,1.8332247734069824,-1.5520657300949097,-0.031471218913793564,1.4193748235702515]",0.0,"[0.0008188479696400464,-0.028170645236968994,-0.0018244466045871377,-0.012375329621136189,0.026601802557706833,0.00994336511939764]",0.043999750167131424,"[-0.3231397271156311,-0.08415110409259796,1.0243006944656372,0.6877177357673645,-0.12621262669563293,0.7145726680755615,0.0223720520734787]","[0.30116260051727295,-0.3537737727165222,0.9218494296073914,0.7160066962242126,0.008567129261791706,-0.0013999956427142024,0.6980392932891846]","[-0.3005593717098236,-0.13075104355812073,0.7805474996566772]","[0.034786809235811234,0.14891666173934937,0.6945798397064209,0.7029740810394287]",1.1920928955078125e-07,0.0,0.0,False,False,0.003758072853088379
76,1,25,False,"[0.06012322008609772,2.004831552505493,1.8489460945129395,-1.5626206398010254,-0.027027636766433716,1.4164159297943115,0.1212698221206665,0.002696126699447632,-0.023943305015563965,0.005365729331970215,-0.018274473026394844,0.02467644214630127,0.012259721755981445,1.0044500827789307]","[0.060159649699926376,2.004319429397583,1.8470278978347778,-1.561241865158081,-0.027578873559832573,1.4167945384979248]",0.0,"[0.002479278715327382,-0.024461256340146065,0.004558519925922155,-0.01749957725405693,0.02491631545126438,0.011964219622313976]",0.04399822652339935,"[-0.322496622800827,-0.08327572792768478,1.0263729095458984,0.688986599445343,-0.126418799161911,0.713290274143219,0.023081552237272263]","[0.30095455050468445,-0.3539612889289856,0.9232420325279236,0.7148396372795105,0.008405282162129879,0.0001667245087446645,0.6992378830909729]","[-0.30055949091911316,-0.13075144588947296,0.7805473208427429]","[0.03478757664561272,0.14891360700130463,0.6945680379867554,0.7029863595962524]",-5.960464477539063e-08,0.0,0.0,False,False,0.0034514295402914286
77,1,26,False,"[0.06926016509532928,2.000542640686035,1.8468263149261475,-1.5766310691833496,-0.028178244829177856,1.424534559249878,0.178103506565094,0.0013547241687774658,-0.027850449085235596,0.002288341522216797,-0.014968830160796642,0.023614495992660522,0.007757067680358887,1.0087969303131104]","[0.06835129857063293,2.0010085105895996,1.8467559814453125,-1.5747357606887817,-0.028119836002588272,1.4235477447509766]",0.0,"[0.0014903899282217026,-0.027437010779976845,0.002528380835428834,-0.015301507897675037,0.023780612275004387,0.00829361192882061]",0.04399936646223068,"[-0.3253891170024872,-0.0853145569562912,1.0276552438735962,0.6887113451957703,-0.1305910348892212,0.7129049301147461,0.019725443795323372]","[0.30101680755615234,-0.35400500893592834,0.9229905605316162,0.7147907018661499,0.008214320987462997,-0.0022177300415933132,0.6992865800857544]","[-0.30055955052375793,-0.13075122237205505,0.7805474996566772]","[0.034793268889188766,0.14891958236694336,0.694573700428009,0.7029791474342346]",1.1920928955078125e-07,0.0,0.0,False,False,0.0030748844146728516
78,1,27,False,"[0.06415659189224243,2.0133309364318848,1.8605461120605469,-1.5869998931884766,-0.02265608310699463,1.419066071510315,0.20031940937042236,0.001711040735244751,-0.025886893272399902,0.00768667459487915,-0.013319913297891617,0.02300572395324707,0.008247554302215576,1.007110834121704]","[0.06447956711053848,2.0118932723999023,1.8588345050811768,-1.5854029655456543,-0.02333352342247963,1.419638752937317]",0.00032242212910205126,"[0.0016865036450326443,-0.026097571477293968,0.007148704957216978,-0.01354131381958723,0.023103153333067894,0.008253155276179314]",0.043998897075653076,"[-0.32394734025001526,-0.08353406935930252,1.0268869400024414,0.6897789239883423,-0.13403359055519104,0.711315393447876,0.016443166881799698]","[0.30097872018814087,-0.3542313277721405,0.9246290922164917,0.714462399482727,0.010001790709793568,-0.003991786856204271,0.6995909214019775]","[-0.3005591630935669,-0.1307506114244461,0.780547559261322]","[0.03478071838617325,0.14891737699508667,0.6945921778678894,0.7029619812965393]",1.7881393432617188e-07,0.0,0.0,False,False,0.003093242645263672
79,1,28,False,"[0.0658775120973587,1.9954216480255127,1.8465688228607178,-1.5860748291015625,-0.021807491779327393,1.3999571800231934,0.2184079885482788,0.0013062059879302979,-0.03583419322967529,0.0062898993492126465,-0.015596013516187668,0.023988038301467896,0.0031494200229644775,1.0126683712005615]","[0.06578705459833145,1.9972832202911377,1.8480716943740845,-1.5860695838928223,-0.022006917744874954,1.402469515800476]",0.0009391888161189854,"[0.0013495623134076595,-0.03467223048210144,0.006369282025843859,-0.015335870906710625,0.02387639321386814,0.0038002324290573597]",0.04399910941720009,"[-0.3241724371910095,-0.08682370185852051,1.0294206142425537,0.6892026662826538,-0.13938289880752563,0.7106253504753113,0.024156827479600906]","[0.30103421211242676,-0.35468360781669617,0.9248387813568115,0.7148427367210388,0.010561459697782993,-0.007642701268196106,0.6991636753082275]","[-0.300559401512146,-0.1307513266801834,0.7805473804473877]","[0.034785665571689606,0.1489148885011673,0.6945716142654419,0.7029826045036316]",0.0,0.0,0.0,False,False,0.004569053649902344
80,1,29,False,"[0.07646480202674866,1.999207854270935,1.8459758758544922,-1.5970685482025146,-0.017098665237426758,1.4118151664733887,0.24736946821212769,0.0010953545570373535,-0.027100741863250732,0.011046886444091797,-0.01217239536345005,0.021369516849517822,0.006402045488357544,1.0097253322601318]","[0.07534218579530716,1.9991174936294556,1.8460959196090698,-1.5957072973251343,-0.017739303410053253,1.4106218814849854]",0.0018970401724800467,"[0.001130141899921,-0.028011104092001915,0.01052580215036869,-0.01256080623716116,0.02168715000152588,0.006069928407669067]",0.04399819299578667,"[-0.3274599015712738,-0.08783027529716492,1.0284839868545532,0.6905628442764282,-0.14479891955852509,0.7083532214164734,0.019792752340435982]","[0.30099156498908997,-0.3545737862586975,0.9260150194168091,0.7141398787498474,0.011456410400569439,-0.006952706258744001,0.6998745799064636]","[-0.3005593717098236,-0.13075101375579834,0.7805474996566772]","[0.034788407385349274,0.1489170640707016,0.6945804357528687,0.7029733061790466]",1.1920928955078125e-07,0.0,0.0,False,False,0.0025701820850372314
81,1,30,False,"[0.08568435907363892,1.9878348112106323,1.8364839553833008,-1.595979928970337,-0.021707624197006226,1.4070721864700317,0.27246972918510437,-0.0003330111503601074,-0.03220212459564209,0.008166670799255371,-0.012527856975793839,0.020765185356140137,0.0023787319660186768,1.010033130645752]","[0.08452655375003815,1.9890989065170288,1.8376587629318237,-1.5960068702697754,-0.021215060725808144,1.4075263738632202]",0.0030428864993155003,"[-0.00015877433179412037,-0.031691357493400574,0.008410976268351078,-0.012543849647045135,0.02088405378162861,0.0028495555743575096]",0.04399916157126427,"[-0.33068886399269104,-0.09041586518287659,1.02994704246521,0.6890699863433838,-0.14851851761341095,0.7088909149169922,0.02445904351770878]","[0.3010913133621216,-0.3546522855758667,0.9255766272544861,0.7143188118934631,0.010862473398447037,-0.008643127046525478,0.6996826529502869]","[-0.3005593419075012,-0.13075096905231476,0.7805474996566772]","[0.03478647395968437,0.1489165872335434,0.6945818662643433,0.7029720544815063]",1.1920928955078125e-07,0.0,0.0,False,False,0.0030956268310546875
82,1,31,False,"[0.0907692164182663,1.9746077060699463,1.8244397640228271,-1.5837891101837158,-0.016863137483596802,1.3981280326843262,0.25801926851272583,-0.0004013925790786743,-0.03640949726104736,0.004427790641784668,-0.011455187574028969,0.021861016750335693,0.004794061183929443,1.0134081840515137]","[0.09001386910676956,1.976436734199524,1.8260191679000854,-1.5853784084320068,-0.017419083043932915,1.3993276357650757]",0.003406530013307929,"[-0.0003754790232051164,-0.03584545850753784,0.00488322926685214,-0.011603138409554958,0.02173827588558197,0.0045460727997124195]",0.04399903863668442,"[-0.3323742151260376,-0.09254392236471176,1.0313481092453003,0.6902177333831787,-0.14944109320640564,0.7072089910507202,0.033499184995889664]","[0.30113673210144043,-0.35466164350509644,0.9247840046882629,0.7146747708320618,0.012032230384647846,-0.008595362305641174,0.6993004679679871]","[-0.30055946111679077,-0.13075143098831177,0.7805473804473877]","[0.034787487238645554,0.14891402423381805,0.694568932056427,0.702985405921936]",0.0,0.0,0.0,False,False,0.003122687339782715
83,1,32,False,"[0.09712286293506622,1.9692344665527344,1.8116788864135742,-1.58310866355896,-0.008403807878494263,1.4068113565444946,0.3321927487850189,-0.0011260062456130981,-0.033696889877319336,0.008996546268463135,-0.013917217962443829,0.020094186067581177,0.00860866904258728,1.0130945444107056]","[0.09631763398647308,1.9701887369155884,1.8133357763290405,-1.5834578275680542,-0.009555886499583721,1.405856966972351]",0.005231590010225773,"[-0.0010350721422582865,-0.03396870195865631,0.00855328980833292,-0.013603350147604942,0.02030404843389988,0.00809076614677906]",0.043998826295137405,"[-0.33422359824180603,-0.09455834329128265,1.030450701713562,0.6931727528572083,-0.1513064205646515,0.7039893269538879,0.03188600763678551]","[0.30115801095962524,-0.354796826839447,0.9256938695907593,0.7143828272819519,0.01321333460509777,-0.007293210364878178,0.6995922327041626]","[-0.30055952072143555,-0.13075119256973267,0.7805474400520325]","[0.03479227423667908,0.1489207148551941,0.6945746541023254,0.7029780745506287]",5.960464477539063e-08,0.0,0.0,False,False,0.003008604049682617
84,1,33,False,"[0.09197896718978882,1.9527859687805176,1.7964441776275635,-1.5687510967254639,0.0006457865238189697,1.3639273643493652,0.3122538924217224,-0.0018343627452850342,-0.04600101709365845,0.005147755146026611,-0.01584717258810997,0.021137863397598267,-0.0015317797660827637,1.0153772830963135]","[0.09234467893838882,1.9548404216766357,1.7985308170318604,-1.5706669092178345,-0.000634703494142741,1.3692785501480103]",0.005908051040023565,"[-0.0017413176828995347,-0.04456581547856331,0.005525111686438322,-0.015568077564239502,0.021032942458987236,-0.00030460351263172925]",0.04399874433875084,"[-0.3323242664337158,-0.0968729704618454,1.0319236516952515,0.6941189169883728,-0.15836335718631744,0.7005670070648193,0.048227109014987946]","[0.30124571919441223,-0.35521480441093445,0.9252728819847107,0.7149022817611694,0.012215115129947662,-0.012191289104521275,0.6990113258361816]","[-0.3005593717098236,-0.13075095415115356,0.7805474996566772]","[0.03478763997554779,0.14891529083251953,0.6945821046829224,0.7029720544815063]",1.1920928955078125e-07,0.0,0.0,False,False,0.008370399475097656
85,1,34,False,"[0.10485440492630005,1.9270977973937988,1.7570698261260986,-1.5411090850830078,0.0029323697090148926,1.3410882949829102,0.3620516359806061,-0.0030349642038345337,-0.04771900177001953,0.005414307117462158,-0.0020372746512293816,0.015543907880783081,0.01027524471282959,1.0124001502990723]","[0.10362659394741058,1.9305479526519775,1.7620476484298706,-1.5449779033660889,0.002449553459882736,1.3446825742721558]",0.007379498798400164,"[-0.0028734190855175257,-0.04738102853298187,0.005522452760487795,-0.0037286425940692425,0.016241630539298058,0.008925738744437695]",0.04399833083152771,"[-0.3357512056827545,-0.1017196998000145,1.0310019254684448,0.6935011148452759,-0.16628573834896088,0.6979303359985352,0.06556239724159241]","[0.3012137711048126,-0.35543113946914673,0.9266260862350464,0.713425874710083,0.020686542615294456,-0.01413965318351984,0.7002825736999512]","[-0.300559401512146,-0.1307513415813446,0.7805474400520325]","[0.03478975221514702,0.14892031252384186,0.6945719718933105,0.7029808759689331]",5.960464477539063e-08,0.0,0.0,False,False,0.008214712142944336
86,1,35,False,"[0.1130162924528122,1.8718925714492798,1.7004022598266602,-1.4959495067596436,0.016442865133285522,1.3039790391921997,0.4078797399997711,-0.007362008094787598,-0.07538938522338867,0.004122495651245117,-0.014031222090125084,0.021129518747329712,0.0003204047679901123,1.0122947692871094]","[0.11194612830877304,1.8788363933563232,1.7079315185546875,-1.5023765563964844,0.014654622413218021,1.3091734647750854]",0.009282705374062061,"[-0.0068442728370428085,-0.07207264751195908,0.004289382603019476,-0.012703223153948784,0.020519685000181198,0.0014188217464834452]",0.043993379920721054,"[-0.337287575006485,-0.11093819886445999,1.0343997478485107,0.6962659358978271,-0.16800184547901154,0.6913498044013977,0.09499730914831161]","[0.301704078912735,-0.3568117916584015,0.9271678924560547,0.7162302136421204,0.023167647421360016,-0.02185061387717724,0.6971369385719299]","[-0.3005594313144684,-0.13075101375579834,0.7805474996566772]","[0.03478890284895897,0.14891426265239716,0.6945803165435791,0.7029739618301392]",1.1920928955078125e-07,0.0,0.0,False,False,0.01286458969116211
87,1,36,False,"[0.12032516300678253,1.8638077974319458,1.683948278427124,-1.4792892932891846,0.01329907774925232,1.2878360748291016,0.4126153588294983,-0.007207587361335754,-0.07053214311599731,0.0004888772964477539,-0.007843042723834515,0.020231187343597412,0.004632413387298584,1.0146565437316895]","[0.11940845102071762,1.8659723997116089,1.6866854429244995,-1.4822674989700317,0.01345629058778286,1.2905559539794922]",0.01047427300363779,"[-0.007165306713432074,-0.07069671154022217,0.0008770906133577228,-0.008487654849886894,0.020269114524126053,0.004222299437969923]",0.04398971050977707,"[-0.3396110236644745,-0.11322533339262009,1.0331947803497314,0.6944091320037842,-0.17288094758987427,0.6900773048400879,0.10817309468984604]","[0.3017289936542511,-0.35648056864738464,0.9263246655464172,0.7162285447120667,0.023961467668414116,-0.02067865990102291,0.6971475481987]","[-0.30055952072143555,-0.13075150549411774,0.7805473208427429]","[0.034788332879543304,0.14891333878040314,0.6945661902427673,0.7029882073402405]",-5.960464477539063e-08,0.0,0.0,False,False,0.005326509475708008
88,1,37,False,"[0.10826246440410614,1.8346284627914429,1.6509835720062256,-1.4328255653381348,0.0349583625793457,1.2420672178268433,0.3880745768547058,-0.004255384206771851,-0.07646751403808594,0.0008523464202880859,-0.0020701270550489426,0.01872888207435608,0.006081640720367432,1.0160655975341797]","[0.10930479317903519,1.8383699655532837,1.655434012413025,-1.4391529560089111,0.032256487756967545,1.248254418373108]",0.010695483535528183,"[-0.004595037549734116,-0.07581377029418945,0.0009401704301126301,-0.0028577158227562904,0.018918070942163467,0.005844446364790201]",0.04399218410253525,"[-0.3353208005428314,-0.11591722071170807,1.034043550491333,0.6996937394142151,-0.17105711996555328,0.6808751225471497,0.13257840275764465]","[0.30144810676574707,-0.3568313419818878,0.9272646307945251,0.7146970629692078,0.02839908003807068,-0.023887716233730316,0.698448896408081]","[-0.30055955052375793,-0.13075147569179535,0.7805474996566772]","[0.034793056547641754,0.14891785383224487,0.6945675611495972,0.7029856443405151]",1.1920928955078125e-07,0.0,0.0,False,False,0.009842634201049805
89,1,38,False,"[0.10434813797473907,1.7292835712432861,1.5320250988006592,-1.299731731414795,0.07298380136489868,1.1411093473434448,0.4478555917739868,-0.007467672228813171,-0.08683371543884277,0.010786771774291992,-0.0014375178143382072,0.01723778247833252,0.017312943935394287,1.0158653259277344]","[0.10485217720270157,1.742223858833313,1.547206163406372,-1.3177244663238525,0.06781309843063354,1.1547801494598389]",0.012146564200520515,"[-0.007127783261239529,-0.085581935942173,0.009769231081008911,-0.0015468939673155546,0.017457246780395508,0.015851028263568878]",0.0439988449215889,"[-0.3313312530517578,-0.12966910004615784,1.036620855331421,0.7095809578895569,-0.1647757738828659,0.655885636806488,0.1978832185268402]","[0.301632285118103,-0.3582168519496918,0.9310623407363892,0.7145660519599915,0.038992736488580704,-0.027445131912827492,0.69794100522995]","[-0.30055952072143555,-0.13075146079063416,0.7805473804473877]","[0.034788407385349274,0.14891217648983002,0.6945672035217285,0.7029874324798584]",0.0,0.0,0.0,False,False,0.027734041213989258
90,1,39,False,"[0.1120501160621643,1.684253454208374,1.4866225719451904,-1.2700879573822021,0.06930768489837646,1.133036494255066,0.45993760228157043,-0.0075431764125823975,-0.09343194961547852,0.011181116104125977,-0.010405164211988449,0.022940486669540405,0.02036377787590027,1.0143975019454956]","[0.1113542765378952,1.6914435625076294,1.4936798810958862,-1.2763739824295044,0.06909225136041641,1.135807752609253]",0.013222163543105125,"[-0.007506249472498894,-0.09246403723955154,0.010902715846896172,-0.009301302023231983,0.02224893681704998,0.019789377227425575]",0.04399674013257027,"[-0.332315593957901,-0.13933968544006348,1.0381726026535034,0.7095484733581543,-0.15962956845760345,0.6504040360450745,0.21916627883911133]","[0.30180230736732483,-0.35870349407196045,0.9311872124671936,0.7162830829620361,0.040583137422800064,-0.026107104495167732,0.6961392164230347]","[-0.3005593717098236,-0.13075116276741028,0.7805474996566772]","[0.034789104014635086,0.14892014861106873,0.6945767998695374,0.7029762864112854]",1.1920928955078125e-07,0.0,0.0,False,False,0.01215982437133789
91,1,40,False,"[0.0938144326210022,1.5600652694702148,1.3570055961608887,-1.1182429790496826,0.11194866895675659,0.9994286298751831,0.4529072046279907,-0.008066922426223755,-0.10040462017059326,0.01597374677658081,-0.009457127191126347,0.01669219136238098,0.018223941326141357,1.0174713134765625]","[0.09550195932388306,1.575406789779663,1.3738000392913818,-1.1386874914169312,0.10654900223016739,1.0168358087539673]",0.013768564909696579,"[-0.007990255951881409,-0.0994962826371193,0.015458404086530209,-0.00939736794680357,0.017395852133631706,0.018423471599817276]",0.04399380087852478,"[-0.32460901141166687,-0.15648439526557922,1.0413204431533813,0.7209741473197937,-0.14920364320278168,0.6112436652183533,0.2903716266155243]","[0.3016991913318634,-0.35958757996559143,0.9331965446472168,0.7145469188690186,0.044067200273275375,-0.03069726750254631,0.6975229978561401]","[-0.3005593419075012,-0.13075093924999237,0.7805474996566772]","[0.0347873792052269,0.1489187628030777,0.6945829391479492,0.702970564365387]",1.1920928955078125e-07,0.0,0.0,False,False,0.03147101402282715
92,1,41,False,"[0.09089122712612152,1.4900972843170166,1.2767565250396729,-1.0378470420837402,0.12427973747253418,0.9674060344696045,0.48761820793151855,-0.007817044854164124,-0.10086297988891602,0.016372382640838623,-0.014387141913175583,0.01504787802696228,0.022545605897903442,1.022240400314331]","[0.09139133989810944,1.5004714727401733,1.2881965637207031,-1.0509854555130005,0.12202706933021545,0.973711371421814]",0.0147830406203866,"[-0.007833031006157398,-0.10067617148160934,0.016191350296139717,-0.01377017516642809,0.01534442137926817,0.02201980911195278]",0.04399840533733368,"[-0.3218080997467041,-0.1688602864742279,1.0400149822235107,0.7270208597183228,-0.1352478414773941,0.5904574990272522,0.32327765226364136]","[0.3016248643398285,-0.3596905767917633,0.9331032633781433,0.7137520909309387,0.04443702474236488,-0.028604239225387573,0.6984017491340637]","[-0.3005593419075012,-0.13075107336044312,0.7805474996566772]","[0.034786928445100784,0.14891718327999115,0.6945791840553284,0.7029745578765869]",1.1920928955078125e-07,0.0,0.0,False,False,0.02008211612701416
93,1,42,False,"[0.0828837901353836,1.3461709022521973,1.1349945068359375,-0.8879386782646179,0.14088106155395508,0.8460275530815125,0.4903983771800995,-0.010046035051345825,-0.11272156238555908,0.02128148078918457,-0.040137168020009995,0.02219456434249878,0.013980090618133545,1.0272730588912964]","[0.0837661623954773,1.3637480735778809,1.1537683010101318,-0.9091253876686096,0.13850829005241394,0.8623245358467102]",0.015501273795962334,"[-0.009798620827496052,-0.11128176003694534,0.02063228376209736,-0.036779507994651794,0.02133224718272686,0.015005899593234062]",0.043994393199682236,"[-0.3172738254070282,-0.19142979383468628,1.0408110618591309,0.7323535680770874,-0.11957313120365143,0.5445483922958374,0.390931636095047]","[0.30196690559387207,-0.36061975359916687,0.9331058263778687,0.7168359160423279,0.039200086146593094,-0.028204800561070442,0.6955673694610596]","[-0.3005595803260803,-0.13075138628482819,0.7805474400520325]","[0.03479272127151489,0.14892029762268066,0.6945695877075195,0.7029831409454346]",5.960464477539063e-08,0.0,0.0,False,False,0.032472431659698486
94,1,43,False,"[0.06412561237812042,1.239058017730713,1.0208806991577148,-0.7428228855133057,0.1706150472164154,0.73285973072052,0.5264472365379333,-0.009025141596794128,-0.09233152866363525,0.03158223628997803,-0.03436176851391792,0.00805133581161499,0.011987954378128052,1.0268847942352295]","[0.06620722264051437,1.2536778450012207,1.0368300676345825,-0.7643976211547852,0.16658557951450348,0.7493814826011658]",0.016672546043992043,"[-0.00908955093473196,-0.09460008144378662,0.030350832268595695,-0.03464198485016823,0.009728332050144672,0.012371373362839222]",0.04398846626281738,"[-0.3108278512954712,-0.20765505731105804,1.0382696390151978,0.7440176010131836,-0.10461254417896271,0.4884582459926605,0.4437370002269745]","[0.3015693724155426,-0.3604144752025604,0.9353803992271423,0.7126840949058533,0.03634212538599968,-0.027573635801672935,0.7000001072883606]","[-0.3005593717098236,-0.1307511031627655,0.7805474996566772]","[0.03478837013244629,0.14891712367534637,0.6945777535438538,0.7029759883880615]",1.1920928955078125e-07,0.0,0.0,False,False,0.03323709964752197
95,1,44,False,"[0.05147606134414673,1.147238850593567,0.9264395236968994,-0.6332676410675049,0.1951580047607422,0.6609073877334595,0.5209230184555054,-0.007784068584442139,-0.10130822658538818,0.03015589714050293,-0.0453701987862587,0.009728223085403442,0.00710943341255188,1.0291203260421753]","[0.053047552704811096,1.1595251560211182,0.9397141337394714,-0.6502497792243958,0.19157546758651733,0.6721985936164856]",0.017248347401618958,"[-0.007936864160001278,-0.10048294812440872,0.03009955771267414,-0.0440247617661953,0.009724140167236328,0.007780025247484446]",0.043998073786497116,"[-0.3061407506465912,-0.2222197949886322,1.035207748413086,0.7552797794342041,-0.08800054341554642,0.4412320852279663,0.4765736162662506]","[0.30146366357803345,-0.3607179522514343,0.9348017573356628,0.7124249935150146,0.03339678794145584,-0.027836866676807404,0.700400173664093]","[-0.30055952072143555,-0.13075150549411774,0.7805474400520325]","[0.034792881458997726,0.14891885221004486,0.6945670247077942,0.702985942363739]",5.960464477539063e-08,0.0,0.0,False,False,0.026128768920898438
96,1,45,False,"[0.030121080577373505,1.0453712940216064,0.8217576742172241,-0.4822370409965515,0.23605301976203918,0.546782374382019,0.5392412543296814,-0.004664227366447449,-0.07354319095611572,0.037232816219329834,-0.0337589792907238,-0.008041203022003174,0.0030840933322906494,1.0254641771316528]","[0.03258788213133812,1.0584523677825928,0.8361314535140991,-0.5039565563201904,0.23047980666160583,0.5627912282943726]",0.01798391155898571,"[-0.005012903828173876,-0.07674897462129593,0.036440469324588776,-0.03505316376686096,-0.005802825093269348,0.0036811204627156258]",0.043995898216962814,"[-0.29991328716278076,-0.23625680804252625,1.032493233680725,0.7728368043899536,-0.07012125104665756,0.3720763325691223,0.509279191493988]","[0.30075785517692566,-0.3597138524055481,0.9361199736595154,0.7061296105384827,0.02877243421971798,-0.026461806148290634,0.7070026993751526]","[-0.3005594313144684,-0.13075104355812073,0.7805474996566772]","[0.03478952869772911,0.14891739189624786,0.694579541683197,0.7029740810394287]",1.1920928955078125e-07,0.0,0.0,False,False,0.033660709857940674
